simplified_color,simplified_sex,intake_age,simplified_condition,simplified_type,simplified_breed,simplified_size,days_in_shelter
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,27
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,22
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,31
MIX,MALE,3,HEALTHY,STRAY,DOMESTIC BREED,SMALL,31
ONE COLOR,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,52
MIX,MALE,0,ILL,STRAY,OTHER,KITTN,34
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,26
TABBY,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,17
TABBY,FEMALE,0,OTHER,OTHER,DOMESTIC BREED,KITTN,28
MIX,MALE,3,HEALTHY,OTHER,OTHER,SMALL,42
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,33
TABBY,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,SMALL,17
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,18
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,17
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,15
MIX,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,51
MIX,FEMALE,0,HEALTHY,STRAY,OTHER,SMALL,16
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,13
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,3
ONE COLOR,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,11
MIX,MALE,0,HEALTHY,OTHER,DOMESTIC BREED,SMALL,34
MIX,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,26
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,20
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,15
TABBY,MALE,4,ILL,STRAY,DOMESTIC BREED,SMALL,49
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,35
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,35
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,62
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,18
TABBY,FEMALE,7,OTHER,OWNER SURRENDER,DOMESTIC BREED,SMALL,38
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,7
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,SMALL,70
TABBY,MALE,4,HEALTHY,STRAY,DOMESTIC BREED,SMALL,23
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,39
ONE COLOR,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,20
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,11
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,10
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,18
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,SMALL,21
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,20
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,3
TABBY,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,59
MIX,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,38
TABBY,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,25
MIX,FEMALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,3
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,12
ONE COLOR,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,12
ONE COLOR,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,55
TABBY,FEMALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,6
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,53
MIX,FEMALE,0,ILL,OWNER SURRENDER,OTHER,KITTN,20
TABBY,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,6
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,35
TABBY,MALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,2
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,42
MIX,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,11
MIX,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,85
TABBY,FEMALE,2,ILL,STRAY,DOMESTIC BREED,SMALL,69
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,76
MIX,MALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,36
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,30
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,15
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,8
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,38
TABBY,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,49
ONE COLOR,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,25
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,33
ONE COLOR,FEMALE,2,HEALTHY,STRAY,DOMESTIC BREED,SMALL,13
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,35
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,9
MIX,FEMALE,0,ILL,OWNER SURRENDER,OTHER,KITTN,47
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,42
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,13
MIX,MALE,1,HEALTHY,OTHER,DOMESTIC BREED,SMALL,1
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,12
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,SMALL,35
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,16
ONE COLOR,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,21
TABBY,FEMALE,8,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,15
TABBY,FEMALE,8,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,33
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,47
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,63
ONE COLOR,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,8
ONE COLOR,MALE,2,HEALTHY,STRAY,DOMESTIC BREED,SMALL,17
TABBY,FEMALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,68
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,15
MIX,MALE,0,OTHER,STRAY,DOMESTIC BREED,SMALL,8
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,14
TABBY,MALE,3,ILL,STRAY,DOMESTIC BREED,SMALL,24
MIX,MALE,8,HEALTHY,OWNER SURRENDER,OTHER,SMALL,23
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,69
ONE COLOR,FEMALE,2,HEALTHY,STRAY,DOMESTIC BREED,SMALL,43
ONE COLOR,FEMALE,5,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,7
MIX,MALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,31
ONE COLOR,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,OTHER,38
MIX,FEMALE,0,ILL,STRAY,OTHER,KITTN,24
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,77
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,7
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,25
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,23
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,10
ONE COLOR,FEMALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,39
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,12
ONE COLOR,FEMALE,2,ILL,OWNER SURRENDER,DOMESTIC BREED,SMALL,20
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,20
MIX,FEMALE,0,ILL,OWNER SURRENDER,OTHER,KITTN,36
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,28
MIX,FEMALE,0,HEALTHY,STRAY,OTHER,SMALL,14
TABBY,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,64
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,15
MIX,MALE,0,OTHER,OWNER SURRENDER,OTHER,KITTN,15
ONE COLOR,FEMALE,3,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,40
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,27
TABBY,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,39
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,SMALL,34
TABBY,MALE,2,OTHER,STRAY,DOMESTIC BREED,SMALL,67
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,6
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,5
TABBY,FEMALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,14
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,44
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,8
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,28
MIX,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,46
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,13
ONE COLOR,MALE,3,HEALTHY,STRAY,DOMESTIC BREED,SMALL,11
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,9
TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,44
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,20
TABBY,FEMALE,1,ILL,STRAY,DOMESTIC BREED,SMALL,29
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,39
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,7
MIX,FEMALE,4,ILL,STRAY,DOMESTIC BREED,SMALL,71
TABBY,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,SMALL,28
MIX,MALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,10
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,7
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,17
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,4
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,SMALL,43
MIX,MALE,2,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,OTHER,41
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,35
ONE COLOR,FEMALE,8,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,77
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,60
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,5
ONE COLOR,MALE,3,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,11
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,5
MIX,MALE,0,HEALTHY,STRAY,OTHER,KITTN,20
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,11
ONE COLOR,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,15
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,53
MIX,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,23
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,22
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,28
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,62
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,44
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,2
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,71
ONE COLOR,MALE,6,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,OTHER,9
TABBY,MALE,0,OTHER,OWNER SURRENDER,DOMESTIC BREED,KITTN,9
ONE COLOR,MALE,6,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,32
MIX,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,26
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,10
TABBY,MALE,2,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,63
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,8
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,14
MIX,FEMALE,1,HEALTHY,OWNER SURRENDER,OTHER,SMALL,7
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,28
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,12
ONE COLOR,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,72
ONE COLOR,FEMALE,2,HEALTHY,STRAY,DOMESTIC BREED,SMALL,107
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,17
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,70
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,11
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,13
TABBY,FEMALE,4,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,27
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,6
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,25
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,27
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,35
MIX,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,30
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,44
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,36
ONE COLOR,MALE,1,ILL,STRAY,DOMESTIC BREED,SMALL,23
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,31
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,30
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,15
ONE COLOR,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,67
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,7
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,65
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,69
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,SMALL,60
TABBY,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,16
ONE COLOR,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,14
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,38
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,9
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,SMALL,86
TABBY,MALE,0,OTHER,STRAY,DOMESTIC BREED,SMALL,21
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,9
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,9
MIX,FEMALE,5,OTHER,OWNER SURRENDER,DOMESTIC BREED,SMALL,11
TABBY,FEMALE,9,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,17
ONE COLOR,MALE,8,HEALTHY,OTHER,DOMESTIC BREED,SMALL,25
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,44
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,39
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,13
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,7
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,23
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,8
TABBY,MALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,27
TABBY,MALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,13
MIX,MALE,7,ILL,OWNER SURRENDER,DOMESTIC BREED,OTHER,53
ONE COLOR,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,6
TABBY,MALE,9,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,13
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,6
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,14
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,7
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,54
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,30
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,7
MIX,MALE,0,OTHER,STRAY,DOMESTIC BREED,SMALL,7
ONE COLOR,MALE,3,HEALTHY,OTHER,DOMESTIC BREED,SMALL,68
MIX,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,54
TABBY,FEMALE,5,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,31
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,3
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,8
TABBY,FEMALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,28
TABBY,MALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,14
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,11
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,46
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,56
ONE COLOR,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,6
TABBY,MALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,43
ONE COLOR,FEMALE,4,ILL,STRAY,DOMESTIC BREED,SMALL,36
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,38
MIX,FEMALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,2
MIX,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,31
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,3
TABBY,MALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,41
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,5
TABBY,MALE,0,HEALTHY,OTHER,DOMESTIC BREED,SMALL,24
ONE COLOR,MALE,9,HEALTHY,OTHER,DOMESTIC BREED,SMALL,112
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,73
ONE COLOR,MALE,4,HEALTHY,OTHER,DOMESTIC BREED,SMALL,23
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,9
TABBY,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,41
MIX,FEMALE,4,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,14
MIX,FEMALE,0,HEALTHY,STRAY,OTHER,KITTN,5
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,49
TABBY,MALE,4,HEALTHY,STRAY,DOMESTIC BREED,SMALL,33
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,32
TABBY,FEMALE,3,OTHER,OWNER SURRENDER,DOMESTIC BREED,SMALL,35
ONE COLOR,FEMALE,1,ILL,OTHER,DOMESTIC BREED,SMALL,80
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,26
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,22
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,SMALL,17
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,28
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,28
MIX,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,39
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,45
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,18
ONE COLOR,FEMALE,1,ILL,STRAY,DOMESTIC BREED,SMALL,62
TABBY,MALE,2,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,20
TABBY,FEMALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,29
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,9
MIX,MALE,0,ILL,OWNER SURRENDER,OTHER,KITTN,42
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,27
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,38
MIX,FEMALE,2,HEALTHY,OTHER,OTHER,SMALL,5
TABBY,MALE,3,HEALTHY,STRAY,DOMESTIC BREED,SMALL,11
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,8
MIX,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,36
ONE COLOR,MALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,31
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,35
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,68
MIX,FEMALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,22
ONE COLOR,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,54
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,8
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,55
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,20
ONE COLOR,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,35
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,8
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,27
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,38
MIX,FEMALE,0,ILL,STRAY,OTHER,KITTN,41
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,9
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,26
MIX,FEMALE,3,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,17
MIX,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,10
ONE COLOR,MALE,0,HEALTHY,OTHER,DOMESTIC BREED,SMALL,6
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,17
TABBY,FEMALE,2,HEALTHY,STRAY,DOMESTIC BREED,SMALL,21
ONE COLOR,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,22
ONE COLOR,FEMALE,0,OTHER,OWNER SURRENDER,DOMESTIC BREED,KITTN,14
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,11
MIX,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,75
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,OTHER,KITTN,11
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,6
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,14
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,82
TABBY,MALE,6,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,17
ONE COLOR,MALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,49
ONE COLOR,FEMALE,1,ILL,STRAY,DOMESTIC BREED,SMALL,66
MIX,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,12
MIX,MALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,6
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,8
MIX,MALE,0,HEALTHY,STRAY,OTHER,KITTN,25
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,8
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,6
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,10
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,14
MIX,MALE,0,HEALTHY,OTHER,OTHER,SMALL,0
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,46
ONE COLOR,MALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,28
MIX,FEMALE,6,HEALTHY,OWNER SURRENDER,OTHER,SMALL,0
MIX,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,SMALL,23
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,16
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,8
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,13
MIX,MALE,0,OTHER,STRAY,DOMESTIC BREED,SMALL,11
TABBY,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,65
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,56
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,14
MIX,MALE,1,ILL,STRAY,OTHER,SMALL,11
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,11
TABBY,FEMALE,0,OTHER,OWNER SURRENDER,DOMESTIC BREED,KITTN,14
TABBY,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,53
