Animal_ID,Primary_Color,Sex,Age,Intake_Date,Intake_Condition,Intake_Type,Outcome_Type,was_outcome_alive,days_stayed
A699373,WHITE,Spayed,1,5/25/23,NORMAL,STRAY,ADOPTION,1,34
A621249,BLACK,Male,5,2/3/19,FRACTIOUS,STRAY,ADOPTION,1,33
A627149,BLACK,Female,4,5/26/19,NORMAL,STRAY,ADOPTION,1,33
A629341,SEAL PT,Female,4,7/5/19,NORMAL,STRAY,ADOPTION,1,33
A629790,BRN TABBY,Spayed,6,7/12/19,NORMAL,STRAY,ADOPTION,1,33
A631164,BLACK,Spayed,4,8/3/19,NORMAL,OWNER SURRENDER,ADOPTION,1,33
A645518,BLACK,Spayed,3,7/14/20,ILL SEVERE,STRAY,ADOPTION,1,33
A650950,CALICO,Spayed,3,1/23/21,NORMAL,OWNER SURRENDER,ADOPTION,1,33
A658512,CRM TABBY,Neutered,2,6/7/21,NORMAL,STRAY,ADOPTION,1,33
A658724,BRN TABBY,Neutered,2,6/11/21,NORMAL,STRAY,ADOPTION,1,33
A662185,ORANGE,Neutered,2,8/21/21,NORMAL,STRAY,ADOPTION,1,33
A662543,BLACK,Neutered,2,8/27/21,NORMAL,STRAY,ADOPTION,1,33
A666416,ORG TABBY,Neutered,1,11/8/21,UNDER AGE/WEIGHT,WELFARE SEIZED,ADOPTION,1,33
A666417,ORG TABBY,Spayed,1,11/8/21,UNDER AGE/WEIGHT,WELFARE SEIZED,ADOPTION,1,33
A683094,GRAY,Spayed,1,9/4/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,33
A690558,TORTIE PT,Spayed,1,12/15/22,INJURED  MILD,STRAY,ADOPTION,1,33
A698420,BLACK,Spayed,0,5/7/23,NORMAL,STRAY,ADOPTION,1,33
A705451,GRAY,Spayed,2,8/25/23,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,33
A516312,BLACK,Spayed,10,1/18/17,FERAL,OWNER SURRENDER,ADOPTION,1,32
A595236,BRN TABBY,Male,6,8/12/17,NORMAL,STRAY,ADOPTION,1,32
A595237,BLACK,Male,6,8/12/17,NORMAL,STRAY,ADOPTION,1,32
A598983,BLACK,Female,6,10/19/17,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,32
A601284,ORG TABBY,Male,15,12/22/17,NORMAL,OWNER SURRENDER,ADOPTION,1,32
A606341,SEAL PT,Spayed,5,4/17/18,NORMAL,STRAY,ADOPTION,1,32
A611989,ORG TABBY,Neutered,5,8/1/18,NORMAL,STRAY,ADOPTION,1,32
A616887,BLACK,Male,5,10/31/18,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,32
A618404,LILAC PT,Female,8,12/5/18,ILL MILD,OWNER SURRENDER,ADOPTION,1,32
A626989,BLACK,Female,4,5/25/19,FRACTIOUS,STRAY,ADOPTION,1,32
A627677,ORG TABBY,Male,4,6/5/19,FRACTIOUS,STRAY,ADOPTION,1,32
A636316,ORG TABBY,Neutered,4,11/16/19,NORMAL,STRAY,ADOPTION,1,32
A637087,GRAY,Male,13,12/4/19,INJURED  MILD,STRAY,ADOPTION,1,32
A640052,GRAY,Neutered,5,2/16/20,INJURED  MILD,STRAY,ADOPTION,1,32
A650059,CRM TABBY,Neutered,12,10/13/20,INJURED  MILD,STRAY,ADOPTION,1,32
A650444,BLACK,Neutered,3,10/24/20,NORMAL,STRAY,ADOPTION,1,32
A651202,BLACK,Neutered,3,11/8/20,NORMAL,STRAY,ADOPTION,1,32
A630532,BLACK,Spayed,4,1/20/21,ILL SEVERE,STRAY,ADOPTION,1,32
A656114,BLACK,Spayed,3,4/10/21,ILL MILD,OWNER SURRENDER,ADOPTION,1,32
A622428,TORTIE,Spayed,6,7/16/21,NORMAL,CONFISCATE,ADOPTION,1,32
A662187,BLACK,Neutered,2,8/21/21,NORMAL,STRAY,ADOPTION,1,32
A662186,BLACK,Neutered,2,8/21/21,NORMAL,STRAY,ADOPTION,1,32
A666085,GRAY TABBY,Spayed,2,11/2/21,UNDER AGE/WEIGHT,WELFARE SEIZED,ADOPTION,1,32
A677721,BLACK,Neutered,1,6/15/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,32
A678089,BRN TABBY,Neutered,6,6/20/22,NORMAL,WELFARE SEIZED,ADOPTION,1,32
A678780,BRN TABBY,Neutered,1,7/2/22,WELFARE SEIZURES,WELFARE SEIZED,ADOPTION,1,32
A678975,TAN,Spayed,1,7/6/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,32
A685642,BRN TABBY,Neutered,1,10/1/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,32
A685641,TORTIE,Spayed,1,10/1/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,32
A664678,GRAY,Spayed,2,10/8/22,NORMAL,WELFARE SEIZED,ADOPTION,1,32
A686971,TORTIE,Spayed,1,10/15/22,NORMAL,STRAY,ADOPTION,1,32
A687089,GRAY TABBY,Spayed,1,10/18/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,32
A687832,BRN TABBY,Neutered,1,11/2/22,NORMAL,"TRAP, NEUTER, RETURN",ADOPTION,1,32
A693420,GRAY TABBY,Neutered,1,2/15/23,INJURED  MILD,STRAY,ADOPTION,1,32
A703403,BLACK,Spayed,1,7/22/23,NORMAL,STRAY,ADOPTION,1,32
A587089,BRN TABBY,Neutered,8,3/15/17,INJURED  MILD,STRAY,ADOPTION,1,31
A590439,BRN TABBY,Female,6,5/18/17,NORMAL,STRAY,ADOPTION,1,31
A592823,BLACK,Spayed,7,7/2/17,NORMAL,STRAY,ADOPTION,1,31
A595830,BRN TABBY,Female,7,8/23/17,NORMAL,STRAY,ADOPTION,1,31
A599654,ORG TABBY,Male,6,11/4/17,NORMAL,STRAY,ADOPTION,1,31
A603982,BLACK,Spayed,18,2/21/18,NORMAL,OWNER SURRENDER,ADOPTION,1,31
A609025,BLACK,Male,5,6/2/18,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,31
A623042,BLACK,Neutered,9,3/10/19,NORMAL,STRAY,ADOPTION,1,31
A631398,GRAY,Neutered,4,8/7/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,31
A638097,BRN TABBY,Female,11,1/2/20,ILL SEVERE,STRAY,ADOPTION,1,31
A638651,GRAY,Spayed,5,2/2/20,ILL MODERATETE,RETURN,ADOPTION,1,31
A644710,BRN TABBY,Neutered,3,7/2/20,NORMAL,STRAY,ADOPTION,1,31
A651629,BRN TABBY,Neutered,4,11/17/20,NORMAL,STRAY,ADOPTION,1,31
A659895,BRN TABBY,Spayed,2,7/4/21,NORMAL,STRAY,ADOPTION,1,31
A661489,ORG TABBY,Neutered,7,8/8/21,NORMAL,STRAY,ADOPTION,1,31
A662262,TORTIE,Spayed,3,8/22/21,ILL MILD,STRAY,ADOPTION,1,31
A666413,ORG TABBY,Neutered,1,11/8/21,UNDER AGE/WEIGHT,WELFARE SEIZED,ADOPTION,1,31
A671771,GRAY,Neutered,5,3/16/22,NORMAL,STRAY,ADOPTION,1,31
A676791,BLACK,Neutered,1,6/5/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,31
A678405,GRAY,Spayed,3,6/26/22,ILL MILD,STRAY,ADOPTION,1,31
A682853,BLACK,Neutered,1,9/1/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,31
A697262,GRAY,Neutered,0,4/20/23,FRACTIOUS,STRAY,ADOPTION,1,31
A584524,CALICO,Female,7,1/13/17,NORMAL,CONFISCATE,ADOPTION,1,30
A589698,TORTIE,Spayed,11,5/4/17,NORMAL,OWNER SURRENDER,ADOPTION,1,30
A594145,BLACK,Female,6,7/24/17,ILL MILD,STRAY,ADOPTION,1,30
A597070,LYNX PT,Spayed,9,9/14/17,NORMAL,STRAY,ADOPTION,1,30
A597439,SEAL PT,Male,6,9/20/17,NORMAL,STRAY,ADOPTION,1,30
A598982,SEAL PT,Female,6,10/19/17,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,30
A599507,CALICO,Female,6,11/1/17,NORMAL,STRAY,ADOPTION,1,30
A600209,BRN TABBY,Female,9,11/17/17,NORMAL,STRAY,ADOPTION,1,30
A610886,BLACK,Spayed,5,7/11/18,NORMAL,STRAY,ADOPTION,1,30
A611510,GRAY TABBY,Spayed,6,7/23/18,NORMAL,CONFISCATE,ADOPTION,1,30
A611511,TORTIE DIL,Female,6,7/23/18,NORMAL,CONFISCATE,ADOPTION,1,30
A611512,BLACK,Neutered,5,7/23/18,NORMAL,CONFISCATE,ADOPTION,1,30
A614194,SEAL PT,Spayed,5,9/6/18,NORMAL,STRAY,ADOPTION,1,30
A619311,ORG TABBY,Neutered,5,12/26/18,FRACTIOUS,STRAY,ADOPTION,1,30
A627094,BLACK,Neutered,4,5/26/19,NORMAL,STRAY,ADOPTION,1,30
A629351,GRAY TABBY,Male,4,7/5/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,30
A629865,CALICO,Spayed,4,7/13/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,30
A637192,BLACK,Neutered,4,12/5/19,NORMAL,STRAY,ADOPTION,1,30
A637699,GRAY,Spayed,4,12/18/19,NORMAL,STRAY,ADOPTION,1,30
A639570,BROWN,Spayed,4,2/6/20,NORMAL,STRAY,ADOPTION,1,30
A652164,BLACK,Neutered,3,12/10/20,ILL MILD,STRAY,ADOPTION,1,30
A654013,WHITE,Spayed,5,2/12/21,NORMAL,STRAY,ADOPTION,1,30
A660686,BLACK,Neutered,2,7/21/21,NORMAL,STRAY,ADOPTION,1,30
A666180,BLACK,Spayed,2,11/4/21,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,30
A652754,BLACK,Neutered,7,12/29/21,ILL MODERATETE,STRAY,ADOPTION,1,30
A669287,BLACK,Spayed,2,1/13/22,NORMAL,STRAY,ADOPTION,1,30
A674573,TORTIE,Spayed,9,5/12/22,NORMAL,OWNER SURRENDER,ADOPTION,1,30
A675969,ORG TABBY,Neutered,1,5/27/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,30
A675970,ORANGE,Spayed,1,5/27/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,30
A674863,GRAY,Neutered,3,6/23/22,NORMAL,RETURN,ADOPTION,1,30
A685995,CHOC PT,Spayed,3,10/5/22,NORMAL,OWNER SURRENDER,ADOPTION,1,30
A693747,BLACK,Female,11,2/22/23,BEHAVIOR  MODERATE,OWNER SURRENDER,ADOPTION,1,30
A694425,GRAY,Neutered,1,3/10/23,NORMAL,STRAY,ADOPTION,1,30
A695721,BLACK,Neutered,5,3/29/23,NORMAL,OWNER SURRENDER,ADOPTION,1,30
A697165,GRAY,Neutered,0,4/21/23,I/I REPORT,STRAY,ADOPTION,1,30
A589833,ORG TABBY,Female,11,5/6/17,NORMAL,OWNER SURRENDER,ADOPTION,1,29
A607088,BRN TABBY,Neutered,7,5/3/18,NORMAL,STRAY,ADOPTION,1,29
A617025,BLACK,Spayed,5,11/2/18,NORMAL,STRAY,ADOPTION,1,29
A623193,ORANGE,Neutered,11,3/14/19,NORMAL,OWNER SURRENDER,ADOPTION,1,29
A625361,TORTIE,Female,4,4/26/19,NORMAL,STRAY,ADOPTION,1,29
A627325,CALICO,Female,4,5/30/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,29
A636322,CALICO,Spayed,4,11/16/19,NORMAL,STRAY,ADOPTION,1,29
A636877,BLACK,Spayed,9,11/30/19,NORMAL,OWNER SURRENDER,ADOPTION,1,29
A657617,GRAY TABBY,Spayed,3,5/20/21,NORMAL,STRAY,ADOPTION,1,29
A659709,BRN TABBY,Spayed,2,7/1/21,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,29
A661619,WHITE,Neutered,2,8/11/21,NORMAL,STRAY,ADOPTION,1,29
A662382,SLVR TABBY,Spayed,2,8/24/21,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,29
A662401,TORTIE,Spayed,5,8/25/21,NORMAL,STRAY,ADOPTION,1,29
A662985,ORG TABBY,Neutered,4,9/1/21,INJURED  MILD,OWNER SURRENDER,ADOPTION,1,29
A663398,GRAY,Neutered,2,9/7/21,NORMAL,STRAY,ADOPTION,1,29
A431978,BROWN,Neutered,13,8/13/22,ILL MILD,STRAY,ADOPTION,1,29
A688572,BLACK,Spayed,1,11/11/22,NORMAL,STRAY,ADOPTION,1,29
A688883,WHITE,Neutered,1,11/17/22,ILL MILD,STRAY,ADOPTION,1,29
A696750,CREAM,Neutered,0,4/14/23,ILL MILD,STRAY,ADOPTION,1,29
A591909,ORANGE,Male,10,6/15/17,NORMAL,OWNER SURRENDER,ADOPTION,1,28
A598834,BLACK,Spayed,7,7/14/17,NORMAL,STRAY,ADOPTION,1,28
A596479,BRN TABBY,Male,6,9/3/17,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,28
A597105,YELLOW,Neutered,6,9/15/17,FERAL,STRAY,ADOPTION,1,28
A602376,BLACK,Neutered,9,1/13/18,NORMAL,OWNER SURRENDER,ADOPTION,1,28
A608857,BRN TABBY,Female,5,5/31/18,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,28
A608841,GRAY,Spayed,12,5/31/18,NORMAL,OWNER SURRENDER,ADOPTION,1,28
A618439,WHITE,Spayed,8,12/6/18,NORMAL,STRAY,ADOPTION,1,28
A629407,BLACK,Spayed,4,7/6/19,NORMAL,STRAY,ADOPTION,1,28
A630706,GRAY TABBY,Female,5,7/27/19,NORMAL,STRAY,ADOPTION,1,28
A631116,ORG TABBY,Neutered,7,8/2/19,NORMAL,WELFARE SEIZED,ADOPTION,1,28
A637336,BRN TABBY,Neutered,4,12/8/19,NORMAL,STRAY,ADOPTION,1,28
A639645,BLACK,Female,4,2/8/20,NORMAL,STRAY,ADOPTION,1,28
A644459,TORTIE,Spayed,3,6/26/20,NORMAL,STRAY,ADOPTION,1,28
A650117,WHITE,Spayed,3,10/15/20,NORMAL,STRAY,ADOPTION,1,28
A650478,BLACK,Neutered,8,10/24/20,INJURED  MODERATE,STRAY,ADOPTION,1,28
A653748,ORG TABBY,Neutered,5,2/6/21,INJURED  MODERATE,STRAY,ADOPTION,1,28
A655329,GRAY TABBY,Neutered,3,3/25/21,NORMAL,OWNER SURRENDER,ADOPTION,1,28
A658752,BLACK,Neutered,2,6/11/21,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,28
A659657,BLACK,Spayed,2,6/30/21,NORMAL,STRAY,ADOPTION,1,28
A660681,BLACK,Spayed,2,7/21/21,NORMAL,STRAY,ADOPTION,1,28
A660684,BRN TABBY,Spayed,2,7/21/21,NORMAL,STRAY,ADOPTION,1,28
A661214,BRN TABBY,Neutered,12,8/4/21,ILL MILD,STRAY,ADOPTION,1,28
A664701,BRN TABBY,Neutered,2,9/30/21,INJURED  MILD,STRAY,ADOPTION,1,28
A666916,WHITE,Neutered,7,11/17/21,NORMAL,OWNER SURRENDER,ADOPTION,1,28
A673062,ORANGE,Neutered,1,4/13/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,28
A673807,CREAM,Neutered,8,5/4/22,NORMAL,OWNER SURRENDER,ADOPTION,1,28
A676795,BLACK,Spayed,1,6/5/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,28
A678518,BLACK,Neutered,1,6/29/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,28
A678520,BLACK,Neutered,1,6/29/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,28
A683622,GRAY,Spayed,1,9/10/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,28
A688049,GRAY TABBY,Neutered,1,11/5/22,ILL MODERATETE,STRAY,ADOPTION,1,28
A691684,BLACK,Neutered,9,1/12/23,NORMAL,OWNER SURRENDER,ADOPTION,1,28
A695640,GRAY,Neutered,5,3/29/23,NORMAL,OWNER SURRENDER,ADOPTION,1,28
A587246,CALICO,Spayed,7,3/18/17,NORMAL,STRAY,ADOPTION,1,27
A591227,BLACK,Male,6,6/2/17,NORMAL,STRAY,ADOPTION,1,27
A592693,BLACK,Male,6,6/30/17,NORMAL,STRAY,ADOPTION,1,27
A592694,BLACK,Female,6,6/30/17,NORMAL,STRAY,ADOPTION,1,27
A593605,GRAY,Spayed,20,7/15/17,NORMAL,OWNER SURRENDER,ADOPTION,1,27
A597276,BRN TABBY,Neutered,10,9/17/17,NORMAL,STRAY,ADOPTION,1,27
A600963,CALICO,Spayed,7,12/10/17,NORMAL,STRAY,ADOPTION,1,27
A602456,BLACK,Female,6,1/14/18,NORMAL,STRAY,ADOPTION,1,27
A602967,CALICO,Spayed,8,1/23/18,NORMAL,STRAY,ADOPTION,1,27
A609361,WHITE,Spayed,7,6/8/18,NORMAL,STRAY,ADOPTION,1,27
A617078,BRN TABBY,Female,5,11/3/18,NORMAL,STRAY,ADOPTION,1,27
A626121,TORTIE,Spayed,6,5/9/19,NORMAL,STRAY,ADOPTION,1,27
A627011,BLACK,Spayed,4,5/25/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,27
A628282,BLACK,Spayed,4,6/14/19,NORMAL,STRAY,ADOPTION,1,27
A629810,TORTIE,Spayed,4,7/12/19,NORMAL,STRAY,ADOPTION,1,27
A631655,CALICO,Spayed,4,8/10/19,NORMAL,STRAY,ADOPTION,1,27
A636648,ORG TABBY,Neutered,11,11/24/19,ILL SEVERE,STRAY,ADOPTION,1,27
A644508,GRAY,Spayed,6,6/27/20,NORMAL,OWNER SURRENDER,ADOPTION,1,27
A647209,BRN TABBY,Neutered,3,8/15/20,FRACTIOUS,STRAY,ADOPTION,1,27
A650275,SEAL,Spayed,3,10/18/20,ILL SEVERE,STRAY,ADOPTION,1,27
A650274,GRAY,Neutered,3,10/18/20,ILL SEVERE,STRAY,ADOPTION,1,27
A651199,BLACK,Spayed,3,11/8/20,NORMAL,STRAY,ADOPTION,1,27
A651769,BLACK,Spayed,3,11/21/20,NORMAL,STRAY,ADOPTION,1,27
A652166,CALICO,Spayed,3,12/10/20,ILL MILD,STRAY,ADOPTION,1,27
A652172,BLACK,Spayed,3,12/10/20,ILL MILD,STRAY,ADOPTION,1,27
A652444,BRN TABBY,Neutered,3,12/20/20,NORMAL,STRAY,ADOPTION,1,27
A658956,GRAY,Neutered,2,6/17/21,ILL SEVERE,STRAY,ADOPTION,1,27
A657891,WHITE,Neutered,6,7/10/21,BEHAVIOR  MILD,QUARANTINE,ADOPTION,1,27
A663574,BLUE,Spayed,9,9/11/21,NORMAL,OWNER SURRENDER,ADOPTION,1,27
A672954,BLACK,Spayed,1,4/10/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,27
A674026,GRAY,Neutered,1,5/5/22,NORMAL,OWNER SURRENDER,ADOPTION,1,27
A674863,GRAY,Neutered,3,5/15/22,NORMAL,OWNER SURRENDER,ADOPTION,1,27
A675460,CALICO DIL,Spayed,1,5/22/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,27
A676034,BLACK,Spayed,1,5/27/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,27
A676794,BLACK,Neutered,1,6/5/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,27
A679942,BLACK,Spayed,1,7/15/22,NORMAL,STRAY,ADOPTION,1,27
A681003,GRAY,Spayed,1,7/28/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,27
A682380,BLACK,Neutered,6,8/22/22,INJURED  MILD,STRAY,ADOPTION,1,27
A682855,GRAY,Neutered,1,9/1/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,27
A669135,BRN TABBY,Neutered,5,1/28/23,ILL MODERATETE,STRAY,ADOPTION,1,27
A601624,BLACK,Neutered,6,7/16/17,NORMAL,STRAY,ADOPTION,1,26
A593659,BRN TABBY,Spayed,6,7/16/17,NORMAL,STRAY,ADOPTION,1,26
A594228,TORTIE DIL,Female,6,7/26/17,NORMAL,STRAY,ADOPTION,1,26
A598361,WHITE,Neutered,10,10/7/17,NORMAL,STRAY,ADOPTION,1,26
A650561,BLACK,Spayed,5,5/13/18,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,26
A628022,ORANGE,Male,19,6/9/19,NORMAL,OWNER SURRENDER,ADOPTION,1,26
A632063,BRN TABBY,Male,4,8/16/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,26
A637562,TORTIE,Spayed,7,12/14/19,BEHAVIOR  MILD,OWNER SURRENDER,ADOPTION,1,26
A650170,BLACK,Spayed,3,10/16/20,NORMAL,STRAY,ADOPTION,1,26
A653534,ORANGE,Spayed,3,1/29/21,INJURED  MILD,STRAY,ADOPTION,1,26
A654831,CALICO TAB,Spayed,16,3/9/21,ILL SEVERE,CONFISCATE,ADOPTION,1,26
A655859,ORG TABBY,Neutered,12,4/4/21,NORMAL,STRAY,ADOPTION,1,26
A661493,SLVR TABBY,Spayed,2,8/8/21,NORMAL,STRAY,ADOPTION,1,26
A671768,SEAL PT,Spayed,12,3/16/22,ILL MODERATETE,OWNER SURRENDER,ADOPTION,1,26
A678022,BLACK,Spayed,1,6/19/22,NORMAL,STRAY,ADOPTION,1,26
A678057,BRN TABBY,Spayed,1,6/19/22,ILL MILD,STRAY,ADOPTION,1,26
A678666,BLACK,Spayed,1,7/1/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,26
A683828,GRAY,Spayed,1,9/13/22,ILL MILD,STRAY,ADOPTION,1,26
A589831,ORG TABBY,Neutered,9,5/6/17,NORMAL,STRAY,ADOPTION,1,25
A594054,CALICO,Female,6,7/23/17,NORMAL,STRAY,ADOPTION,1,25
A594674,SEAL PT,Neutered,6,8/2/17,FERAL,STRAY,ADOPTION,1,25
A598046,BRN TABBY,Spayed,6,10/1/17,FERAL,STRAY,ADOPTION,1,25
A598052,GRAY,Neutered,6,10/1/17,NORMAL,STRAY,ADOPTION,1,25
A600661,WHITE,Male,10,12/2/17,NORMAL,STRAY,ADOPTION,1,25
A603064,TORTIE,Female,6,1/26/18,NORMAL,STRAY,ADOPTION,1,25
A611519,GRAY,Male,6,7/23/18,NORMAL,CONFISCATE,ADOPTION,1,25
A613288,BRN TABBY,Neutered,12,8/21/18,INJURED  MILD,STRAY,ADOPTION,1,25
A618866,BLACK,Spayed,7,12/15/18,NORMAL,OWNER SURRENDER,ADOPTION,1,25
A619383,BLACK,Male,7,12/28/18,NORMAL,CONFISCATE,ADOPTION,1,25
A623110,WHITE,Spayed,6,3/13/19,NORMAL,STRAY,ADOPTION,1,25
A622974,CALICO,Spayed,7,3/18/19,NORMAL,STRAY,ADOPTION,1,25
A626808,WHITE,Spayed,4,5/22/19,INJURED  MILD,STRAY,ADOPTION,1,25
A627012,BLACK,Male,4,5/25/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,25
A627097,BLACK,Neutered,4,5/26/19,NORMAL,STRAY,ADOPTION,1,25
A627946,ORANGE,Neutered,8,6/8/19,NORMAL,STRAY,ADOPTION,1,25
A628421,GRAY TABBY,Spayed,4,6/17/19,NORMAL,STRAY,ADOPTION,1,25
A629136,BLACK,Neutered,9,6/29/19,NORMAL,OWNER SURRENDER,ADOPTION,1,25
A636935,CALICO DIL,Spayed,4,12/1/19,NORMAL,STRAY,ADOPTION,1,25
A637542,BLACK,Neutered,4,12/14/19,NORMAL,STRAY,ADOPTION,1,25
A638696,GRAY,Neutered,4,1/18/20,ILL MODERATETE,OWNER SURRENDER,ADOPTION,1,25
A640388,CRM TABBY,Neutered,10,2/23/20,NORMAL,STRAY,ADOPTION,1,25
A644306,GRAY TABBY,Spayed,3,6/23/20,NORMAL,STRAY,ADOPTION,1,25
A644307,BLACK,Spayed,3,6/23/20,NORMAL,STRAY,ADOPTION,1,25
A644507,GRAY,Spayed,6,6/27/20,NORMAL,OWNER SURRENDER,ADOPTION,1,25
A647299,BRN TABBY,Neutered,3,8/16/20,FRACTIOUS,STRAY,ADOPTION,1,25
A647744,WHITE,Spayed,4,8/26/20,ILL MODERATETE,STRAY,ADOPTION,1,25
A648781,BLACK,Neutered,3,9/12/20,NORMAL,STRAY,ADOPTION,1,25
A650236,BLACK,Spayed,3,10/17/20,NORMAL,QUARANTINE,ADOPTION,1,25
A651518,BLK TABBY,Neutered,3,11/14/20,FRACTIOUS,STRAY,ADOPTION,1,25
A656940,BLACK,Neutered,3,5/1/21,NORMAL,STRAY,ADOPTION,1,25
A664199,ORANGE,Neutered,2,10/2/21,NORMAL,RETURN,ADOPTION,1,25
A665093,GRAY,Spayed,2,10/9/21,INJURED  MILD,STRAY,ADOPTION,1,25
A666873,BRN TABBY,Neutered,8,11/16/21,NORMAL,OWNER SURRENDER,ADOPTION,1,25
A671477,GRAY,Neutered,6,3/9/22,FRACTIOUS,STRAY,ADOPTION,1,25
A674212,GRAY TABBY,Neutered,9,5/7/22,ILL MILD,STRAY,ADOPTION,1,25
A683826,BRN TABBY,Neutered,1,9/13/22,ILL MILD,STRAY,ADOPTION,1,25
A706788,BLACK,Spayed,0,9/13/23,NORMAL,STRAY,ADOPTION,1,25
A590057,LYNX PT,Female,6,5/10/17,ILL MILD,STRAY,ADOPTION,1,24
A593227,GRAY,Neutered,15,7/9/17,NORMAL,OWNER SURRENDER,ADOPTION,1,24
A594227,GRAY TABBY,Spayed,6,7/26/17,NORMAL,STRAY,ADOPTION,1,24
A595446,WHITE,Spayed,17,8/30/17,ILL MILD,STRAY,ADOPTION,1,24
A601116,GRAY,Female,6,12/15/17,NORMAL,STRAY,ADOPTION,1,24
A605262,BLACK,Spayed,12,3/24/18,NORMAL,OWNER SURRENDER,ADOPTION,1,24
A608059,GRAY TABBY,Spayed,5,5/23/18,NORMAL,STRAY,ADOPTION,1,24
A608484,BLACK,Spayed,6,5/27/18,NORMAL,OWNER SURRENDER,ADOPTION,1,24
A614142,LYNX PT,Male,5,9/5/18,NORMAL,STRAY,ADOPTION,1,24
A615423,CALICO,Spayed,5,9/30/18,NORMAL,STRAY,ADOPTION,1,24
A617610,BRN TABBY,Male,5,11/16/18,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,24
A627310,BLACK,Neutered,4,5/29/19,NORMAL,STRAY,ADOPTION,1,24
A630072,BRN TABBY,Male,4,7/17/19,NORMAL,STRAY,ADOPTION,1,24
A630810,GRAY,Female,4,7/28/19,NORMAL,STRAY,ADOPTION,1,24
A635655,BLACK,Neutered,4,11/3/19,NORMAL,STRAY,ADOPTION,1,24
A635650,WHITE,Neutered,4,11/3/19,NORMAL,STRAY,ADOPTION,1,24
A644208,CALICO TAB,Spayed,3,6/21/20,NORMAL,STRAY,ADOPTION,1,24
A649505,GRAY,Spayed,5,10/1/20,NORMAL,STRAY,ADOPTION,1,24
A649663,BLACK,Neutered,3,10/4/20,NORMAL,STRAY,ADOPTION,1,24
A650327,ORANGE,Neutered,6,10/20/20,NORMAL,STRAY,ADOPTION,1,24
A650323,GRAY,Neutered,3,10/20/20,NORMAL,STRAY,ADOPTION,1,24
A651950,BLACK,Neutered,6,11/29/20,NORMAL,STRAY,ADOPTION,1,24
A653059,BLACK,Neutered,7,1/10/21,ILL MODERATETE,STRAY,ADOPTION,1,24
A658860,TORTIE,Spayed,2,6/14/21,NORMAL,STRAY,ADOPTION,1,24
A661496,BRN TABBY,Neutered,2,8/8/21,NORMAL,STRAY,ADOPTION,1,24
A678053,TORTIE,Spayed,1,6/19/22,ILL SEVERE,STRAY,ADOPTION,1,24
A678143,BLACK,Spayed,1,6/22/22,NORMAL,STRAY,ADOPTION,1,24
A678220,BRN TABBY,Spayed,1,6/23/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,24
A678219,BRN TABBY,Spayed,1,6/23/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,24
A640160,TRICOLOR,Spayed,4,6/29/22,NORMAL,OWNER SURRENDER,ADOPTION,1,24
