simplified_color,simplified_sex,intake_age,simplified_condition,simplified_type,simplified_breed,simplified_size,days_in_shelter,simplified_color_encoded,simplified_sex_encoded,simplified_condition_encoded,simplified_type_encoded,simplified_breed_encoded,simplified_size_encoded
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,22,0,0,0,2,0,0
ONE COLOR,FEMALE,6,HEALTHY,OTHER,DOMESTIC BREED,SMALL,18,1,0,0,0,0,2
MIX,FEMALE,4,OTHER,STRAY,DOMESTIC BREED,SMALL,21,0,0,2,2,0,2
TABBY,FEMALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,10,2,0,0,1,0,2
MIX,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,46,0,0,1,2,0,0
TABBY,MALE,1,OTHER,OTHER,DOMESTIC BREED,OTHER,49,2,1,2,0,0,1
TABBY,MALE,0,OTHER,OWNER SURRENDER,DOMESTIC BREED,KITTN,33,2,1,2,1,0,0
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,13,2,1,0,2,0,2
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,14,2,0,0,1,0,0
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,4,2,0,0,2,0,0
TABBY,MALE,1,HEALTHY,OTHER,DOMESTIC BREED,SMALL,24,2,1,0,0,0,2
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,16,2,1,0,2,0,2
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,8,2,1,0,2,0,0
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,31,2,0,0,2,0,0
MIX,MALE,9,ILL,OWNER SURRENDER,DOMESTIC BREED,SMALL,70,0,1,1,1,0,2
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,22,1,1,0,2,0,0
ONE COLOR,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,32,1,1,0,1,0,2
MIX,MALE,10,ILL,OWNER SURRENDER,OTHER,SMALL,14,0,1,1,1,1,2
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,83,1,1,1,2,0,0
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,7,0,1,0,1,0,0
ONE COLOR,FEMALE,4,HEALTHY,OTHER,DOMESTIC BREED,SMALL,32,1,0,0,0,0,2
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,18,2,1,0,1,0,0
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,7,0,0,0,1,0,2
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,SMALL,50,0,1,1,2,0,2
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,SMALL,14,0,1,1,2,0,2
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,OTHER,KITTN,9,0,0,0,1,1,0
MIX,MALE,0,OTHER,STRAY,DOMESTIC BREED,SMALL,11,0,1,2,2,0,2
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,14,0,0,0,1,0,0
ONE COLOR,MALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,40,1,1,1,1,0,0
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,38,2,1,0,2,0,0
MIX,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,66,0,0,1,2,0,0
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,31,0,1,0,2,0,2
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,10,2,0,0,1,0,0
TABBY,MALE,4,HEALTHY,STRAY,DOMESTIC BREED,SMALL,22,2,1,0,2,0,2
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,14,1,0,0,2,0,0
TABBY,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,SMALL,22,2,0,2,2,0,2
TABBY,MALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,50,2,1,0,0,0,0
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,34,2,1,0,2,0,0
ONE COLOR,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,8,1,0,0,1,0,0
MIX,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,25,0,0,1,1,0,0
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,18,0,1,1,2,0,0
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,8,0,1,0,1,0,0
TABBY,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,18,2,1,0,2,0,2
MIX,MALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,SMALL,17,0,1,1,1,0,2
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,56,2,1,1,2,0,0
ONE COLOR,MALE,2,HEALTHY,STRAY,DOMESTIC BREED,SMALL,27,1,1,0,2,0,2
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,29,0,0,0,1,0,2
MIX,MALE,0,HEALTHY,OTHER,DOMESTIC BREED,SMALL,24,0,1,0,0,0,2
TABBY,MALE,0,HEALTHY,OTHER,DOMESTIC BREED,SMALL,12,2,1,0,0,0,2
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,16,2,1,0,2,0,0
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,16,2,0,0,2,0,2
MIX,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,21,0,0,1,2,0,0
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,48,2,0,1,2,0,0
MIX,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,52,0,0,1,2,0,0
ONE COLOR,FEMALE,0,OTHER,OWNER SURRENDER,DOMESTIC BREED,KITTN,9,1,0,2,1,0,0
MIX,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,62,0,0,0,2,0,2
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,37,0,1,0,2,0,2
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,16,0,1,0,1,0,0
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,72,1,1,1,2,0,0
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,53,0,0,0,1,0,0
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,37,1,1,0,2,0,0
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,81,1,1,1,2,0,0
TABBY,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,73,2,1,2,2,0,0
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,7,2,1,0,1,0,2
ONE COLOR,FEMALE,1,ILL,STRAY,DOMESTIC BREED,SMALL,24,1,0,1,2,0,2
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,37,2,0,0,2,0,0
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,29,1,1,0,2,0,0
ONE COLOR,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,24,1,0,2,2,0,0
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,29,2,1,0,2,0,0
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,77,2,1,0,2,0,2
MIX,MALE,2,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,27,0,1,0,1,0,2
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,31,1,1,1,2,0,0
MIX,FEMALE,6,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,13,0,0,0,1,0,2
MIX,FEMALE,3,HEALTHY,STRAY,DOMESTIC BREED,SMALL,9,0,0,0,2,0,2
TABBY,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,29,2,1,2,2,0,0
MIX,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,31,0,0,1,2,0,0
MIX,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,73,0,0,1,2,0,0
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,12,0,0,0,2,0,2
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,18,2,0,0,2,0,0
MIX,FEMALE,0,ILL,OWNER SURRENDER,OTHER,KITTN,23,0,0,1,1,1,0
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,25,2,1,1,2,0,0
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,3,2,1,0,1,0,2
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,18,2,0,1,2,0,0
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,8,0,0,0,1,0,0
TABBY,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,48,2,1,2,2,0,0
ONE COLOR,MALE,1,OTHER,STRAY,DOMESTIC BREED,OTHER,21,1,1,2,2,0,1
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,46,0,1,1,2,0,0
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,26,2,1,0,2,0,0
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,15,1,1,0,2,0,0
MIX,FEMALE,0,ILL,OTHER,DOMESTIC BREED,KITTN,6,0,0,1,0,0,0
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,10,2,0,0,2,0,2
MIX,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,56,0,0,0,2,0,2
MIX,MALE,3,HEALTHY,STRAY,OTHER,SMALL,53,0,1,0,2,1,2
MIX,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,23,0,1,2,2,0,0
TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,64,2,0,0,2,0,2
MIX,MALE,0,ILL,OWNER SURRENDER,OTHER,KITTN,24,0,1,1,1,1,0
TABBY,MALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,35,2,1,0,0,0,0
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,18,1,0,0,2,0,0
ONE COLOR,FEMALE,0,ILL,OTHER,DOMESTIC BREED,KITTN,70,1,0,1,0,0,0
MIX,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,8,0,0,2,2,0,0
ONE COLOR,FEMALE,4,HEALTHY,STRAY,DOMESTIC BREED,SMALL,11,1,0,0,2,0,2
TABBY,MALE,0,OTHER,OWNER SURRENDER,DOMESTIC BREED,KITTN,26,2,1,2,1,0,0
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,24,2,1,0,1,0,0
ONE COLOR,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,36,1,0,0,2,0,2
MIX,FEMALE,1,HEALTHY,STRAY,OTHER,SMALL,14,0,0,0,2,1,2
MIX,FEMALE,0,OTHER,OWNER SURRENDER,DOMESTIC BREED,KITTN,75,0,0,2,1,0,0
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,56,2,1,1,2,0,0
TABBY,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,24,2,0,2,2,0,0
TABBY,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,10,2,1,2,2,0,0
MIX,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,57,0,0,1,2,0,0
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,60,0,1,1,2,0,0
MIX,FEMALE,8,HEALTHY,STRAY,DOMESTIC BREED,SMALL,55,0,0,0,2,0,2
TABBY,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,20,2,1,2,2,0,0
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,37,2,1,0,2,0,2
ONE COLOR,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,2,1,1,0,1,0,0
ONE COLOR,FEMALE,0,OTHER,OWNER SURRENDER,DOMESTIC BREED,KITTN,13,1,0,2,1,0,0
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,9,2,1,0,1,0,0
ONE COLOR,MALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,2,1,1,0,0,0,0
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,9,0,0,0,1,0,0
TABBY,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,39,2,1,2,2,0,0
ONE COLOR,FEMALE,3,ILL,STRAY,DOMESTIC BREED,SMALL,87,1,0,1,2,0,2
ONE COLOR,MALE,7,HEALTHY,OTHER,DOMESTIC BREED,OTHER,15,1,1,0,0,0,1
MIX,FEMALE,7,HEALTHY,OWNER SURRENDER,OTHER,SMALL,14,0,0,0,1,1,2
MIX,MALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,28,0,1,1,1,0,0
MIX,FEMALE,4,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,24,0,0,0,1,0,2
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,69,2,1,1,2,0,0
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,27,0,1,0,2,0,0
MIX,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,57,0,0,1,2,0,0
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,25,2,1,0,2,0,0
ONE COLOR,FEMALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,38,1,0,0,0,0,0
TABBY,MALE,9,ILL,OWNER SURRENDER,DOMESTIC BREED,SMALL,28,2,1,1,1,0,2
MIX,FEMALE,4,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,18,0,0,0,1,0,2
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,8,1,1,0,2,0,2
MIX,MALE,4,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,64,0,1,0,1,0,2
MIX,FEMALE,0,ILL,STRAY,OTHER,KITTN,56,0,0,1,2,1,0
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,28,2,1,0,2,0,2
MIX,MALE,0,HEALTHY,OWNER SURRENDER,OTHER,KITTN,6,0,1,0,1,1,0
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,76,2,0,1,2,0,0
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,8,0,0,0,1,0,0
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,7,0,1,0,1,0,0
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,8,2,0,0,1,0,0
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,45,2,0,1,2,0,0
MIX,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,13,0,1,2,2,0,0
TABBY,MALE,9,ILL,STRAY,DOMESTIC BREED,SMALL,57,2,1,1,2,0,2
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,29,1,1,0,2,0,0
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,35,0,1,1,2,0,0
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,48,1,0,0,2,0,0
MIX,MALE,10,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,3,0,1,0,1,0,2
MIX,MALE,0,HEALTHY,STRAY,OTHER,KITTN,10,0,1,0,2,1,0
TABBY,MALE,0,HEALTHY,STRAY,OTHER,KITTN,11,2,1,0,2,1,0
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,3,2,0,0,1,0,0
MIX,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,18,0,0,0,2,0,2
MIX,MALE,0,HEALTHY,OWNER SURRENDER,OTHER,KITTN,6,0,1,0,1,1,0
MIX,FEMALE,5,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,18,0,0,0,1,0,2
TABBY,FEMALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,25,2,0,0,1,0,2
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,SMALL,63,2,0,1,2,0,2
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,7,0,0,0,1,0,0
ONE COLOR,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,15,1,1,0,1,0,0
ONE COLOR,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,25,1,1,0,2,0,2
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,14,0,0,0,1,0,2
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,17,2,1,0,2,0,0
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,8,2,1,0,1,0,2
ONE COLOR,MALE,0,HEALTHY,STRAY,OTHER,SMALL,19,1,1,0,2,1,2
TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,27,2,0,0,2,0,2
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,44,0,1,1,2,0,0
ONE COLOR,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,66,1,0,1,2,0,0
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,2,1,0,0,2,0,2
TABBY,MALE,3,ILL,STRAY,DOMESTIC BREED,SMALL,12,2,1,1,2,0,2
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,11,0,1,0,2,0,0
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,25,1,1,0,2,0,0
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,79,0,1,1,2,0,0
MIX,MALE,0,HEALTHY,STRAY,OTHER,SMALL,8,0,1,0,2,1,2
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,57,2,0,1,2,0,0
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,61,1,1,1,2,0,0
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,15,0,0,0,2,0,0
ONE COLOR,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,SMALL,58,1,0,2,2,0,2
TABBY,FEMALE,0,OTHER,OWNER SURRENDER,DOMESTIC BREED,KITTN,11,2,0,2,1,0,0
TABBY,MALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,23,2,1,1,1,0,0
ONE COLOR,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,35,1,0,1,2,0,0
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,56,1,1,1,2,0,0
MIX,FEMALE,4,OTHER,STRAY,OTHER,SMALL,47,0,0,2,2,1,2
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,27,0,1,0,2,0,0
TABBY,MALE,10,HEALTHY,OWNER SURRENDER,OTHER,SMALL,12,2,1,0,1,1,2
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,35,2,0,1,2,0,0
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,69,1,1,1,2,0,0
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,25,0,0,0,2,0,0
MIX,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,27,0,0,1,1,0,0
ONE COLOR,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,5,1,1,0,1,0,2
TABBY,FEMALE,3,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,10,2,0,0,1,0,2
TABBY,FEMALE,8,ILL,OWNER SURRENDER,DOMESTIC BREED,SMALL,34,2,0,1,1,0,2
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,SMALL,76,1,1,1,2,0,2
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,OTHER,KITTN,23,0,0,0,1,1,0
MIX,MALE,0,OTHER,OWNER SURRENDER,DOMESTIC BREED,KITTN,8,0,1,2,1,0,0
ONE COLOR,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,39,1,0,2,2,0,0
ONE COLOR,MALE,3,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,12,1,1,0,1,0,2
ONE COLOR,MALE,2,HEALTHY,STRAY,DOMESTIC BREED,SMALL,14,1,1,0,2,0,2
MIX,FEMALE,3,HEALTHY,OTHER,DOMESTIC BREED,SMALL,0,0,0,0,0,0,2
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,35,0,0,0,1,0,2
TABBY,FEMALE,1,HEALTHY,OTHER,DOMESTIC BREED,SMALL,8,2,0,0,0,0,2
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,14,2,1,0,1,0,0
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,79,2,0,0,2,0,0
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,42,2,1,1,2,0,0
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,50,2,1,0,2,0,0
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,60,1,1,1,2,0,0
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,SMALL,7,2,1,1,2,0,2
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,10,1,1,1,2,0,0
ONE COLOR,FEMALE,0,ILL,STRAY,DOMESTIC BREED,SMALL,21,1,0,1,2,0,2
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,6,0,1,0,2,0,0
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,7,2,1,0,1,0,2
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,23,2,1,0,1,0,0
ONE COLOR,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,44,1,0,1,2,0,0
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,36,0,1,1,2,0,0
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,31,2,0,0,1,0,0
TABBY,MALE,1,ILL,STRAY,DOMESTIC BREED,SMALL,21,2,1,1,2,0,2
ONE COLOR,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,6,1,0,0,1,0,2
MIX,FEMALE,3,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,21,0,0,0,1,0,2
TABBY,MALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,42,2,1,1,1,0,0
TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,29,2,0,0,2,0,2
TABBY,MALE,0,HEALTHY,OTHER,DOMESTIC BREED,SMALL,34,2,1,0,0,0,2
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,50,2,1,1,2,0,0
TABBY,MALE,8,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,8,2,1,0,1,0,2
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,37,0,1,0,2,0,0
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,56,0,1,1,2,0,0
MIX,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,8,0,1,0,2,0,2
TABBY,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,SMALL,20,2,0,2,2,0,2
ONE COLOR,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,72,1,0,2,2,0,0
MIX,MALE,0,OTHER,STRAY,OTHER,KITTN,64,0,1,2,2,1,0
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,2,2,1,0,1,0,2
MIX,MALE,5,ILL,STRAY,DOMESTIC BREED,OTHER,28,0,1,1,2,0,1
MIX,FEMALE,5,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,41,0,0,0,1,0,2
TABBY,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,29,2,1,2,2,0,0
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,3,2,1,0,2,0,2
MIX,MALE,1,HEALTHY,OTHER,OTHER,SMALL,3,0,1,0,0,1,2
ONE COLOR,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,25,1,1,0,1,0,0
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,17,2,1,0,2,0,0
MIX,MALE,1,HEALTHY,OTHER,DOMESTIC BREED,SMALL,15,0,1,0,0,0,2
ONE COLOR,FEMALE,0,OTHER,OWNER SURRENDER,DOMESTIC BREED,SMALL,13,1,0,2,1,0,2
TABBY,MALE,0,OTHER,OWNER SURRENDER,DOMESTIC BREED,KITTN,71,2,1,2,1,0,0
MIX,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,20,0,1,0,2,0,2
ONE COLOR,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,28,1,0,1,1,0,0
ONE COLOR,MALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,54,1,1,1,1,0,0
ONE COLOR,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,38,1,0,1,2,0,0
TABBY,MALE,4,HEALTHY,STRAY,DOMESTIC BREED,SMALL,28,2,1,0,2,0,2
MIX,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,39,0,1,2,2,0,0
ONE COLOR,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,66,1,0,1,2,0,0
ONE COLOR,FEMALE,6,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,4,1,0,0,1,0,2
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,28,2,0,0,1,0,0
MIX,FEMALE,0,ILL,STRAY,OTHER,KITTN,76,0,0,1,2,1,0
MIX,FEMALE,0,HEALTHY,STRAY,OTHER,KITTN,27,0,0,0,2,1,0
ONE COLOR,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,71,1,1,2,2,0,0
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,51,2,1,0,2,0,0
MIX,MALE,10,ILL,STRAY,OTHER,SMALL,31,0,1,1,2,1,2
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,27,2,0,0,1,0,0
MIX,MALE,0,OTHER,OWNER SURRENDER,DOMESTIC BREED,KITTN,11,0,1,2,1,0,0
