intake_age,days_in_shelter,simplified_color_one_color,simplified_color_tabby,simplified_sex_male,simplified_condition_ill,simplified_condition_other,simplified_type_owner_surrender,simplified_type_stray,simplified_breed_other,simplified_size_other,simplified_size_small
0,20,0,1,0,1,0,1,0,0,0,0
2,8,0,1,1,0,0,0,1,0,0,1
0,63,0,1,1,1,0,0,1,0,0,0
0,55,0,1,1,1,0,0,1,0,0,0
2,8,0,1,1,0,0,0,1,0,0,1
0,49,1,0,1,0,1,0,1,0,0,1
0,27,0,1,0,1,0,0,1,0,0,0
1,32,0,1,0,0,1,0,1,0,0,1
0,45,0,0,1,0,0,0,1,0,0,1
1,23,0,1,1,0,0,0,1,0,0,1
8,24,0,1,0,0,0,1,0,0,0,1
4,9,0,1,0,0,0,1,0,0,0,1
5,23,1,0,0,1,0,0,1,0,0,1
0,62,0,0,0,1,0,0,1,0,0,0
0,18,0,0,0,0,0,1,0,0,0,0
0,9,0,0,0,0,0,0,1,0,0,1
0,88,1,0,0,1,0,0,1,0,0,0
0,29,1,0,0,1,0,1,0,0,0,0
1,48,0,0,0,1,0,0,1,0,0,1
1,92,0,1,0,0,0,1,0,0,0,1
3,43,0,0,1,0,0,1,0,0,0,1
0,50,0,1,0,1,0,0,1,0,0,0
0,10,1,0,0,0,0,0,1,1,0,1
0,81,0,1,0,1,0,0,1,0,0,0
0,47,1,0,0,1,0,0,1,0,0,0
8,84,0,0,1,0,0,1,0,0,1,0
0,6,0,1,0,0,0,1,0,0,0,0
0,10,1,0,0,1,0,1,0,0,0,0
0,6,0,0,1,0,0,1,0,0,0,0
0,49,0,0,0,1,0,0,1,1,0,0
0,8,1,0,1,0,0,0,1,0,0,0
0,24,1,0,1,0,0,0,1,0,0,1
0,49,1,0,1,0,0,0,1,0,0,1
0,77,0,1,0,1,0,0,1,0,0,0
0,28,0,1,0,0,0,1,0,0,0,1
1,10,1,0,0,0,0,0,1,0,1,0
0,46,0,0,0,1,0,0,1,0,0,0
0,15,0,0,0,0,0,1,0,0,0,0
0,10,0,0,1,0,0,0,1,0,0,1
0,20,0,1,0,0,0,1,0,0,0,0
0,66,1,0,1,1,0,0,1,0,0,0
0,15,0,0,0,0,0,1,0,1,0,0
0,42,0,0,1,0,0,0,1,0,0,0
0,36,0,0,1,0,0,0,1,0,0,1
0,17,1,0,0,0,0,0,1,0,0,0
0,23,1,0,1,0,0,0,0,0,0,0
1,98,0,1,1,0,0,0,1,0,0,1
0,46,0,1,0,0,0,0,1,0,0,0
5,22,1,0,1,0,0,0,1,0,0,1
6,31,0,0,0,1,0,1,0,0,0,1
0,8,1,0,1,0,0,0,1,0,0,0
0,15,0,1,1,0,1,0,1,0,0,0
0,27,0,1,0,0,0,0,1,0,0,1
4,20,0,0,0,0,0,0,1,0,0,1
0,17,1,0,0,1,0,1,0,0,0,0
0,58,1,0,0,0,0,1,0,0,0,1
9,26,1,0,0,0,0,0,1,0,0,1
0,6,0,1,1,0,0,1,0,0,0,1
1,96,0,1,0,0,0,0,1,0,0,1
0,22,0,1,0,0,0,1,0,0,0,0
0,50,1,0,1,1,0,0,1,0,0,0
0,49,1,0,1,1,0,0,1,0,0,0
0,29,0,0,0,1,0,0,0,0,0,1
0,29,0,1,1,0,0,0,1,0,0,1
0,3,0,0,1,0,0,0,1,0,0,1
0,18,0,1,1,0,0,0,1,0,0,1
0,3,1,0,1,0,0,0,1,0,0,0
0,34,0,1,1,1,0,0,1,0,0,0
0,34,0,0,0,0,0,1,0,0,0,1
0,9,0,1,0,0,1,1,0,0,0,0
0,20,0,0,0,0,0,0,1,0,0,0
0,48,0,1,1,0,0,0,1,0,0,1
7,33,0,0,1,0,0,0,1,0,0,1
0,48,0,0,1,0,0,0,1,0,0,0
0,24,1,0,1,0,0,0,1,0,0,0
3,26,0,1,0,0,0,0,0,0,0,1
0,5,0,1,1,0,0,1,0,0,0,0
0,12,1,0,1,0,0,0,1,0,0,0
0,5,0,0,1,0,0,1,0,0,0,0
1,19,0,1,0,0,0,0,1,0,0,1
1,21,0,1,1,0,0,0,1,0,0,1
1,22,0,0,1,0,0,0,1,0,1,0
6,12,0,0,0,0,1,1,0,0,0,1
0,28,0,1,1,0,0,0,1,0,0,0
0,32,0,1,1,0,0,1,0,0,0,0
1,80,1,0,0,0,1,0,0,0,1,0
0,36,0,1,0,0,1,0,1,0,0,1
7,12,1,0,0,0,0,0,1,0,0,1
0,41,1,0,1,0,0,0,1,0,0,0
1,17,0,0,0,0,0,0,1,1,0,1
1,21,1,0,0,0,0,1,0,0,0,1
0,4,1,0,1,0,0,0,1,0,0,0
0,7,0,0,1,0,0,1,0,1,0,0
1,97,0,1,0,1,0,0,1,1,0,1
0,46,0,1,1,1,0,0,1,0,0,1
0,7,0,1,0,0,0,1,0,0,1,0
0,40,0,0,1,0,1,0,1,0,0,0
0,15,0,0,0,0,0,0,1,0,0,0
0,19,0,1,0,0,1,0,1,0,0,0
1,22,0,1,1,0,0,0,1,0,0,1
0,34,1,0,1,0,0,0,1,0,0,0
0,24,0,1,1,0,0,0,1,0,0,0
0,17,1,0,1,0,0,0,1,0,0,1
3,23,0,0,1,0,0,1,0,0,0,1
0,46,0,0,1,1,0,0,1,0,0,0
0,16,0,1,1,0,0,0,1,0,0,0
1,6,1,0,1,0,0,1,0,0,0,1
0,72,0,1,0,1,0,0,1,0,0,0
5,40,0,1,0,0,0,0,1,0,0,1
6,25,0,1,0,0,0,1,0,0,0,1
0,55,0,0,0,0,0,1,0,0,0,0
0,26,0,0,0,0,0,0,1,0,0,1
5,16,0,1,1,1,0,0,1,0,0,1
0,13,0,1,1,0,0,0,1,0,0,1
0,12,0,1,0,0,0,0,1,0,0,0
0,33,0,1,1,1,0,0,1,0,0,0
0,9,0,0,0,0,0,0,1,0,0,0
0,7,1,0,0,0,0,1,0,0,0,0
0,81,0,1,1,1,0,0,1,0,0,0
0,20,1,0,1,0,0,1,0,0,0,0
0,8,1,0,1,0,0,1,0,0,0,0
9,30,0,0,0,1,0,0,1,0,0,1
3,65,1,0,0,0,0,0,1,0,0,1
0,9,1,0,1,0,0,0,1,0,0,1
2,34,0,1,1,0,0,0,0,1,0,1
0,75,0,0,0,1,0,0,1,0,0,0
0,22,1,0,1,0,1,0,1,0,0,0
6,14,0,0,1,0,0,0,1,1,0,1
1,13,0,1,0,0,0,0,1,0,0,1
0,14,0,0,1,0,1,0,1,0,0,0
4,110,0,0,0,1,0,1,0,0,0,1
1,16,0,1,0,0,0,0,0,0,0,1
5,1,0,0,0,0,0,0,0,0,0,1
2,31,0,1,0,0,0,0,1,0,0,1
1,5,1,0,0,0,0,0,0,0,0,1
0,29,0,1,1,1,0,0,1,0,0,0
0,37,1,0,0,0,0,0,1,0,0,0
0,16,0,1,0,0,0,0,1,0,0,0
0,77,1,0,0,1,0,0,1,0,0,0
2,77,0,0,0,1,0,0,1,0,0,1
0,2,0,0,0,0,0,1,0,0,0,0
0,4,0,0,0,0,0,1,0,0,0,1
0,50,0,0,0,0,0,0,1,0,0,1
0,26,1,0,1,0,0,0,1,0,0,1
2,85,0,0,1,0,0,0,0,0,0,1
0,39,0,1,0,1,0,0,1,0,0,0
0,70,1,0,1,0,1,0,1,0,0,1
0,40,0,0,0,1,0,1,0,0,0,0
1,96,0,0,0,1,0,0,1,0,0,1
4,18,0,0,0,0,0,1,0,0,0,1
0,8,0,1,1,0,1,1,0,0,0,0
0,33,0,1,0,1,0,0,1,0,0,0
0,9,0,0,0,0,0,1,0,0,0,0
0,16,1,0,1,0,0,1,0,0,0,0
0,59,0,0,0,0,1,0,1,0,0,0
2,23,0,1,1,0,0,1,0,0,0,1
0,77,0,0,1,0,0,0,1,0,0,0
0,15,1,0,0,0,0,0,1,0,0,0
0,22,0,1,0,0,0,1,0,0,0,1
0,50,1,0,0,0,0,1,0,0,0,0
0,65,0,1,1,1,0,0,1,0,0,0
0,14,0,1,1,0,0,1,0,0,0,0
0,14,1,0,1,0,0,1,0,0,0,0
1,30,0,1,0,0,0,0,1,0,0,1
0,31,0,1,1,0,1,1,0,0,0,0
0,7,1,0,0,0,0,0,1,0,0,1
0,52,1,0,1,0,1,0,1,0,0,0
4,14,1,0,1,1,0,1,0,0,0,1
0,31,0,1,1,0,0,0,1,0,0,0
0,7,0,1,0,0,0,0,1,0,0,0
2,53,1,0,0,0,0,0,1,0,0,1
0,5,0,1,1,0,0,1,0,0,0,0
0,37,1,0,1,1,0,0,1,0,0,0
1,19,0,1,0,0,0,0,1,0,0,1
8,57,0,1,1,1,0,1,0,0,0,1
6,59,1,0,1,0,0,0,1,0,0,1
2,17,0,1,0,0,0,0,1,0,0,1
1,52,1,0,0,0,1,0,1,0,0,1
8,14,1,0,0,0,0,1,0,1,0,1
0,48,1,0,1,1,0,0,0,0,0,0
5,15,0,0,0,0,0,1,0,0,0,1
0,24,0,0,0,1,0,1,0,1,0,0
0,18,0,1,1,0,0,1,0,0,0,0
0,13,0,1,0,0,0,0,1,0,0,1
0,14,0,1,0,0,0,1,0,0,0,0
0,87,0,1,0,1,0,1,0,0,0,0
0,3,0,0,0,0,0,1,0,0,0,0
0,51,1,0,0,1,0,0,1,0,0,0
5,31,0,0,0,0,0,0,0,1,0,1
0,23,0,0,0,0,0,0,1,0,0,0
0,9,1,0,0,0,0,0,1,0,0,0
0,11,0,1,0,0,0,0,0,0,0,0
0,32,1,0,1,1,0,1,0,0,0,0
0,41,0,0,0,1,0,0,1,0,0,0
3,30,0,0,0,0,0,0,0,0,0,1
0,28,0,1,0,1,0,1,0,0,0,0
0,15,0,0,0,0,0,0,1,0,0,1
0,16,1,0,0,0,1,0,1,0,0,0
0,62,0,1,0,1,0,0,1,0,0,1
0,2,0,1,0,0,1,0,0,0,0,0
0,14,0,1,1,0,0,0,1,0,0,1
0,44,1,0,1,1,0,0,1,0,0,0
6,16,0,1,0,1,0,0,1,0,0,1
0,6,0,1,1,0,0,0,1,0,0,0
0,49,0,0,0,1,0,0,0,0,0,0
0,23,0,0,1,0,0,1,0,0,0,0
0,8,0,1,0,0,0,0,1,0,0,0
0,44,0,0,0,1,0,0,1,0,0,0
0,8,1,0,1,0,0,1,0,0,0,1
0,27,0,1,0,0,0,0,1,0,0,0
2,32,0,1,1,1,0,0,1,0,0,1
0,15,0,0,0,0,0,0,1,1,0,1
1,10,0,0,0,0,0,1,0,0,0,1
0,27,0,1,0,1,0,0,1,0,0,0
1,18,1,0,1,0,0,0,1,0,0,1
0,23,0,0,1,0,0,0,0,0,0,0
1,64,0,1,1,0,0,0,1,0,0,1
0,40,0,0,1,0,1,0,0,1,0,1
0,23,0,0,1,0,0,0,0,0,0,1
0,14,0,1,0,0,0,0,1,0,0,1
0,63,1,0,0,1,0,0,1,0,0,0
0,7,0,1,1,0,0,1,0,0,0,0
0,2,0,1,1,0,0,0,1,0,0,0
0,8,0,0,1,0,0,1,0,0,0,0
0,19,1,0,1,0,0,0,1,0,0,0
0,14,1,0,1,0,1,0,1,0,0,0
9,29,0,0,1,0,0,0,1,0,0,1
0,21,0,0,1,1,0,0,1,0,0,0
0,15,0,1,1,0,0,1,0,0,0,0
0,4,0,1,1,0,0,1,0,0,0,0
0,38,1,0,1,1,0,0,1,0,0,0
2,36,0,1,1,0,1,0,1,0,0,1
0,16,0,1,0,0,0,0,0,0,0,0
0,17,0,0,0,0,1,1,0,0,0,0
0,17,0,1,1,0,0,1,0,0,0,0
0,40,0,1,1,1,0,0,1,0,0,0
0,13,0,0,1,1,0,0,1,1,0,1
1,19,0,0,1,0,0,0,0,1,0,1
0,13,0,0,1,0,0,0,1,0,0,1
0,66,0,1,0,0,0,0,1,0,0,0
0,38,0,0,0,1,0,0,1,0,0,0
0,19,1,0,0,0,0,0,1,0,0,1
2,51,0,0,1,1,0,1,0,1,0,1
6,13,0,1,1,0,0,1,0,0,0,1
1,22,0,1,1,0,0,0,1,0,0,1
6,9,0,1,0,0,1,1,0,0,0,1
0,45,1,0,0,0,0,0,1,0,0,1
4,9,0,1,1,0,0,0,1,0,0,1
0,7,0,1,1,0,1,1,0,0,0,0
0,57,1,0,1,0,1,0,1,0,0,0
1,28,1,0,1,0,0,0,1,0,0,1
0,15,0,1,0,0,0,0,1,0,0,1
0,37,1,0,0,0,1,0,1,0,0,0
0,83,0,1,1,1,0,0,1,0,0,0
0,53,0,1,0,0,0,0,1,0,0,0
0,2,1,0,0,0,0,0,1,0,0,0
0,39,0,0,0,1,0,0,1,0,0,0
0,43,1,0,1,0,0,0,0,0,0,1
2,30,0,1,0,0,1,0,1,0,0,1
0,12,0,1,1,0,0,1,0,0,0,0
0,15,0,1,0,0,0,1,0,0,0,0
0,23,0,1,0,0,0,0,1,0,0,0
0,8,0,1,1,0,1,0,1,0,0,1
0,45,0,0,1,0,0,0,1,0,0,0
1,14,0,1,1,0,0,0,1,0,0,1
10,20,1,0,1,0,0,1,0,0,0,1
0,17,0,1,0,0,0,0,1,0,0,0
2,71,0,1,0,0,0,0,1,0,0,1
0,11,0,1,0,0,0,0,1,0,0,1
0,5,0,1,1,0,0,0,1,0,0,1
0,7,1,0,1,0,0,0,1,0,0,0
0,5,1,0,0,0,0,1,0,0,0,1
0,3,1,0,1,0,0,1,0,0,1,0
0,11,0,0,0,0,0,1,0,0,0,0
0,17,0,0,0,0,0,0,1,0,0,0
0,16,0,0,1,0,0,0,1,0,0,0
0,7,0,1,0,0,1,0,1,0,0,0
0,9,0,0,1,0,0,0,1,0,0,0
3,32,0,1,0,0,0,0,1,0,0,1
0,6,0,1,0,0,0,1,0,0,0,0
0,16,1,0,0,0,0,0,1,0,0,1
0,29,0,1,1,1,0,0,1,0,0,0
0,33,1,0,0,1,0,0,1,1,0,1
0,56,0,0,1,1,0,0,1,0,0,1
0,52,0,1,1,1,0,0,1,0,0,0
0,24,0,1,1,0,0,1,0,0,0,0
0,47,1,0,1,1,0,0,1,0,0,0
1,13,0,0,0,1,0,1,0,1,0,1
0,32,0,1,1,0,0,0,1,0,0,0
0,42,0,1,0,0,1,0,1,0,0,0
0,42,0,0,0,0,0,0,1,0,0,0
0,47,0,1,0,0,0,0,1,0,0,1
0,8,0,1,0,0,0,1,0,0,0,0
5,7,0,0,1,0,0,1,0,0,0,1
0,59,0,1,1,1,0,0,1,0,0,0
4,36,0,1,0,1,0,0,1,0,0,1
0,62,0,0,0,0,0,1,0,0,0,0
1,17,0,0,1,0,0,0,1,0,0,1
0,86,0,0,0,0,0,0,1,0,0,0
1,11,0,1,1,0,0,0,0,0,0,1
3,58,0,1,1,0,0,0,1,0,0,1
0,26,0,1,1,0,0,1,0,0,0,0
2,6,0,0,1,0,0,0,0,0,0,1
0,9,0,1,1,0,0,1,0,0,0,0
0,51,0,0,0,1,0,0,1,0,0,0
0,21,0,1,1,0,0,0,1,0,0,1
0,61,0,1,1,0,0,0,0,0,0,1
8,24,1,0,1,0,0,1,0,0,0,1
7,9,0,1,1,0,0,0,0,0,0,1
0,8,0,1,0,0,1,0,1,0,0,1
0,72,0,0,1,1,0,0,1,0,0,0
0,64,1,0,0,1,0,0,1,0,0,0
0,36,0,0,1,1,0,0,1,0,0,1
0,36,1,0,0,0,0,0,1,0,0,0
0,64,0,1,1,1,0,0,1,0,0,0
0,43,0,1,1,1,0,0,1,0,0,0
0,14,1,0,0,0,1,1,0,0,0,0
2,15,0,1,0,0,0,1,0,0,0,1
6,37,0,0,0,0,0,0,1,0,0,1
0,16,1,0,1,0,0,0,1,0,0,0
0,19,0,1,0,0,1,0,1,0,0,1
1,8,0,1,0,0,0,1,0,0,0,1
0,17,0,0,1,0,1,0,1,1,0,0
0,6,0,0,1,0,0,0,1,0,0,0
3,56,0,1,1,0,0,0,1,0,0,1
0,10,0,1,0,0,0,0,1,0,0,1
2,28,0,1,0,0,0,1,0,0,0,1
0,72,1,0,1,1,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,1
0,11,0,1,1,0,0,1,0,0,0,0
1,17,0,1,1,0,0,0,1,0,0,1
0,49,1,0,1,1,0,0,1,1,0,0
0,38,0,0,0,0,0,1,0,0,0,0
0,54,0,0,0,1,0,0,1,0,0,1
0,29,1,0,0,0,0,0,1,0,0,0
0,14,0,1,1,0,0,0,1,0,0,0
0,9,0,1,0,0,1,1,0,0,0,0
2,73,0,1,1,1,0,0,1,0,0,1
0,38,0,0,1,0,0,0,0,0,0,0
10,37,0,0,1,1,0,1,0,1,0,1
0,24,0,0,0,0,0,0,1,0,0,0
2,25,1,0,1,1,0,0,1,0,0,1
0,15,0,1,0,0,0,1,0,0,0,1
0,17,0,0,0,0,0,1,0,1,0,0
0,28,1,0,0,0,1,0,1,0,0,0
0,3,0,0,1,0,0,0,0,0,0,0
0,17,0,1,1,0,0,1,0,0,0,0
8,67,0,0,1,1,0,1,0,0,0,1
0,14,0,1,0,0,0,0,1,0,0,1
0,32,1,0,0,0,0,1,0,0,0,0
0,26,0,0,0,0,0,0,1,0,0,0
1,1,0,0,0,0,0,0,0,0,0,1
0,31,0,0,1,1,0,1,0,0,0,1
0,35,1,0,1,1,0,0,1,0,0,0
6,28,0,1,1,0,0,1,0,0,0,1
0,24,0,1,1,0,1,0,1,0,0,0
0,24,1,0,0,1,0,0,1,0,0,0
2,42,0,1,0,0,0,0,1,0,0,1
2,23,1,0,1,0,0,1,0,0,0,1
2,7,1,0,0,0,0,0,0,0,0,1
0,22,0,1,1,1,0,1,0,0,0,0
0,20,0,1,0,0,0,0,1,0,0,1
0,11,0,0,1,0,0,0,1,0,0,1
1,18,1,0,0,0,0,0,1,0,0,1
1,26,0,1,0,0,0,0,1,0,0,1
0,55,0,1,1,1,0,0,1,0,0,0
0,34,0,0,1,0,0,1,0,0,0,0
1,7,0,0,0,0,1,1,0,0,0,1
0,37,0,0,0,0,0,0,0,0,0,1
1,17,1,0,1,0,0,0,1,0,0,1
4,91,0,1,1,0,0,0,1,0,0,1
0,9,1,0,1,0,0,1,0,0,0,0
0,71,0,0,1,1,0,0,1,0,0,0
0,10,0,0,0,0,0,1,0,0,0,1
1,86,0,0,1,0,1,0,1,0,0,1
0,18,0,1,1,1,0,0,1,0,0,0
4,8,0,0,1,0,0,1,0,0,0,1
2,49,0,1,0,0,0,0,0,0,0,1
3,11,0,1,0,0,0,1,0,0,0,1
0,7,1,0,1,0,0,1,0,0,0,0
0,39,0,1,1,0,0,0,0,0,0,0
0,26,0,0,1,1,0,1,0,0,0,1
0,7,0,0,0,0,0,0,0,0,0,0
8,87,0,1,1,0,0,0,1,0,1,0
3,66,1,0,0,0,0,0,1,0,0,1
9,43,1,0,1,1,0,0,1,0,0,1
0,14,0,1,0,0,0,0,1,0,0,0
0,12,0,1,1,0,0,0,1,0,0,0
0,35,1,0,0,0,0,1,0,0,0,1
2,23,0,1,0,0,1,0,1,0,0,1
0,7,0,1,0,0,0,1,0,0,0,0
0,25,0,0,1,0,0,1,0,1,0,1
0,27,0,1,0,0,0,1,0,0,0,0
0,17,1,0,1,0,0,0,1,0,0,0
0,14,1,0,1,0,0,1,0,0,0,1
1,31,0,1,1,0,0,0,1,0,0,1
0,2,0,1,0,0,1,0,1,0,0,0
2,34,0,1,1,0,0,0,1,0,0,1
6,17,0,1,1,0,0,0,1,0,0,1
0,42,0,1,1,0,0,0,1,0,0,0
1,19,0,0,0,0,0,0,1,0,0,1
0,85,0,1,0,1,0,0,1,0,0,0
0,20,0,1,1,1,0,1,0,0,0,1
0,27,1,0,1,0,0,0,1,0,0,1
0,22,0,0,0,0,0,0,1,0,0,0
7,23,0,0,1,1,0,0,1,0,1,0
0,42,0,1,1,1,0,0,1,0,0,0
4,40,0,0,0,0,0,1,0,0,0,1
0,19,0,0,0,1,0,0,1,1,0,0
0,58,0,0,1,0,0,1,0,1,0,0
0,7,0,1,1,0,0,1,0,0,0,1
4,7,0,0,1,0,0,1,0,1,0,1
0,8,0,0,1,0,1,1,0,0,0,0
0,6,0,1,1,0,0,0,1,0,0,0
1,17,0,1,0,1,0,1,0,0,0,1
0,23,0,0,0,0,0,0,1,0,0,1
5,68,0,0,0,0,0,1,0,0,0,1
0,11,1,0,1,0,0,0,0,0,0,1
0,16,0,1,0,1,0,0,1,0,0,1
0,22,0,0,1,0,0,1,0,1,0,0
2,2,1,0,1,0,0,1,0,0,0,1
0,96,1,0,1,0,0,0,1,0,1,0
0,12,0,0,1,0,0,0,1,0,0,0
0,4,0,1,1,0,0,0,1,0,0,1
1,9,0,0,1,0,0,1,0,0,0,1
1,11,0,0,1,0,0,0,1,0,0,1
0,12,1,0,0,0,0,1,0,0,0,0
0,115,0,1,0,0,0,0,1,0,0,1
0,60,0,1,1,0,1,0,0,0,0,1
0,53,0,0,0,0,0,0,1,0,0,1
0,59,1,0,0,1,0,0,0,0,0,0
2,70,1,0,0,0,1,0,1,0,0,1
0,13,0,0,0,0,0,0,1,0,0,1
0,67,0,1,1,1,0,0,1,0,0,0
0,26,0,0,1,0,0,0,1,0,0,0
0,14,1,0,1,0,0,0,1,0,0,1
0,14,0,0,0,0,0,1,0,0,0,0
0,22,0,1,1,1,0,0,1,0,0,0
0,1,1,0,0,0,0,1,0,0,0,1
2,43,0,0,0,0,0,1,0,0,0,1
0,32,0,1,0,1,0,0,1,0,0,0
3,16,0,1,1,0,0,1,0,0,0,1
0,33,0,1,0,0,0,0,1,0,0,0
6,31,1,0,1,0,1,0,1,0,0,1
0,16,0,1,1,0,0,1,0,0,0,0
0,77,0,1,1,0,0,0,1,0,0,0
0,15,0,0,0,0,0,0,1,0,0,1
0,6,0,0,1,0,0,1,0,1,0,0
0,5,0,1,1,0,0,1,0,0,0,0
0,19,0,1,1,0,0,0,1,0,0,0
0,13,1,0,0,0,0,1,0,0,0,1
0,28,1,0,0,0,0,1,0,0,0,0
0,33,0,0,1,0,0,0,0,0,0,0
0,4,0,0,1,0,0,1,0,0,0,0
0,3,0,1,1,0,1,1,0,0,0,0
0,31,0,0,1,0,1,0,1,0,0,0
0,35,0,0,0,0,0,0,1,0,0,1
5,52,0,0,1,0,0,0,1,0,0,1
1,10,0,0,0,0,0,0,1,1,0,1
0,34,0,0,0,1,0,0,1,0,0,0
0,30,0,1,1,1,0,0,1,0,0,0
0,35,0,0,0,0,0,0,1,0,0,0
0,51,0,1,0,1,0,0,1,0,0,0
0,24,1,0,0,0,1,0,1,0,0,0
2,27,0,1,0,1,0,0,1,0,0,1
0,54,0,0,0,1,0,0,0,0,0,0
1,27,0,1,1,0,0,0,1,0,0,1
0,51,0,1,0,1,0,0,0,0,0,1
2,19,0,0,1,0,0,0,1,0,0,1
0,9,0,0,0,0,0,1,0,0,0,0
0,9,1,0,0,0,0,1,0,0,0,1
0,40,0,1,1,1,0,0,1,0,0,0
1,21,0,1,0,0,0,0,1,0,0,1
0,54,0,0,0,1,0,0,1,0,0,0
0,28,1,0,0,0,0,0,1,0,0,0
0,10,0,0,1,0,1,0,1,0,0,1
0,13,0,0,1,0,0,0,1,0,0,1
0,22,0,1,1,0,0,0,1,0,0,1
0,24,0,0,1,0,0,1,0,0,0,1
0,74,1,0,1,0,0,0,1,0,0,1
0,60,1,0,1,0,0,0,1,0,0,0
0,39,0,0,0,0,0,0,1,0,0,0
1,10,0,1,1,0,1,0,1,0,0,1
0,20,0,1,0,0,0,0,0,0,0,0
0,16,1,0,0,0,0,1,0,0,0,0
8,7,1,0,0,0,0,1,0,0,0,1
0,12,0,0,0,0,0,0,1,0,0,1
1,72,0,1,0,0,1,0,1,0,0,1
0,68,0,0,0,1,0,0,1,0,0,1
0,13,1,0,1,0,0,0,1,0,0,0
0,76,1,0,1,1,0,0,1,0,0,1
0,22,0,0,0,0,0,1,0,0,0,0
0,30,0,0,0,1,0,0,1,1,0,0
1,45,0,0,0,1,0,0,1,0,0,1
0,73,0,1,1,0,0,1,0,0,0,0
0,27,0,1,1,0,0,1,0,0,0,1
0,10,0,1,1,0,0,1,0,0,0,0
0,30,1,0,0,0,0,0,1,0,0,1
0,47,0,1,0,1,0,0,1,0,0,0
2,51,1,0,0,1,0,0,1,0,0,1
0,3,0,1,0,0,0,0,0,0,0,0
1,19,0,0,1,0,0,0,1,0,0,1
0,47,0,1,0,0,0,0,0,0,0,0
4,50,1,0,1,1,0,0,1,0,0,1
0,17,0,1,1,0,0,0,1,0,0,0
0,20,0,1,1,0,0,1,0,0,0,0
0,4,1,0,0,0,0,1,0,0,0,0
0,30,0,1,1,1,0,0,1,0,0,0
2,8,0,1,1,0,0,0,1,0,0,1
1,27,0,1,1,0,0,0,1,1,0,1
0,70,0,1,0,0,0,1,0,0,0,0
0,24,0,0,1,1,0,0,1,0,0,1
0,36,1,0,0,1,0,0,1,0,0,0
0,17,0,1,1,0,0,1,0,0,0,0
2,98,0,0,0,0,0,0,1,0,0,1
0,27,0,1,1,0,0,0,1,0,0,0
0,22,1,0,0,0,0,1,0,0,0,0
0,32,0,0,0,0,1,0,1,0,0,0
10,71,1,0,1,1,0,0,0,0,0,1
0,39,1,0,1,0,1,0,1,0,0,0
5,26,0,0,1,0,0,1,0,0,0,1
1,25,1,0,0,0,0,0,1,0,0,1
10,60,0,1,1,0,0,1,0,0,0,1
0,35,1,0,0,1,0,0,1,0,0,0
10,3,0,0,0,0,0,1,0,0,0,1
0,6,0,1,1,0,0,0,1,1,0,0
1,17,1,0,0,0,0,0,1,0,0,1
6,23,0,0,0,0,0,1,0,1,0,1
0,44,0,1,1,0,0,0,1,0,0,1
0,4,0,1,0,0,0,1,0,0,0,0
0,6,1,0,1,0,0,1,0,0,0,0
2,18,1,0,0,0,0,0,1,0,0,1
0,26,0,1,1,1,0,1,0,0,0,1
0,21,0,0,0,1,0,1,0,1,0,0
0,14,0,0,1,0,0,1,0,0,0,0
0,39,1,0,0,1,0,0,1,0,0,0
2,22,1,0,1,1,0,1,0,0,0,1
0,59,0,1,1,1,0,0,1,0,0,0
0,50,1,0,0,0,0,1,0,0,0,0
1,67,0,1,0,1,0,0,1,0,0,1
1,91,1,0,0,1,0,0,1,0,0,1
0,11,0,1,0,0,1,1,0,0,0,0
4,27,1,0,0,0,0,1,0,0,0,1
0,38,0,0,1,1,0,0,1,0,0,0
0,40,0,1,0,0,0,1,0,0,0,1
0,41,0,1,1,1,0,0,1,0,0,0
0,42,0,1,1,0,0,0,1,0,0,0
1,28,0,1,1,1,0,0,1,0,0,1
7,30,1,0,0,0,0,0,0,0,0,1
0,22,0,1,0,1,0,0,1,0,0,0
1,29,1,0,1,0,0,0,1,0,0,1
0,50,0,1,1,0,0,0,1,0,0,1
0,13,1,0,1,0,0,0,1,0,0,1
0,43,1,0,1,1,0,0,1,0,0,0
0,14,0,1,0,0,1,1,0,0,0,0
0,40,0,0,0,0,0,1,0,0,0,0
0,70,1,0,0,0,1,0,1,0,0,0
0,22,0,0,1,0,0,1,0,0,0,0
8,17,0,0,1,1,0,1,0,1,1,0
0,85,1,0,0,1,0,0,1,0,0,0
0,29,0,0,0,0,0,0,1,0,0,0
0,30,0,0,0,0,0,0,1,0,0,0
2,39,1,0,1,0,1,0,1,0,0,1
0,13,0,0,0,0,0,0,1,0,0,1
7,42,0,1,0,1,0,1,0,0,0,1
0,8,0,0,1,0,0,0,1,0,0,1
0,4,1,0,1,0,0,0,0,0,0,1
0,37,0,0,1,1,0,1,0,1,0,0
0,40,0,0,0,0,1,0,1,0,0,0
0,22,0,1,0,0,0,0,1,0,0,0
1,8,0,0,0,0,0,0,0,1,0,1
0,5,1,0,0,0,0,0,1,0,0,0
0,15,0,1,0,0,0,1,0,0,0,0
3,21,1,0,0,0,1,0,1,0,0,1
1,7,0,1,1,1,0,1,0,0,0,1
3,7,0,0,0,0,0,0,1,1,0,1
0,29,0,0,1,1,0,0,1,1,0,0
0,72,1,0,1,0,0,0,1,0,0,0
