intake_type,intake_condition,sex_intake,age_intake,breed,color,sex_outcome,age_outcome,stay_length
3,7,0,48,2,7,3,24,39
3,7,0,24,2,1,3,24,3
3,7,0,12,2,0,3,24,26
3,7,0,12,2,0,3,12,113
1,3,1,12,2,4,2,12,14
3,7,1,60,2,0,2,24,46
1,7,3,96,1,6,3,96,55
3,7,1,48,3,1,2,24,39
1,7,0,48,2,2,3,48,13
3,7,1,24,2,4,2,24,5
1,7,0,96,2,2,3,96,87
1,7,3,48,2,8,3,48,3
3,7,0,12,1,3,3,24,33
3,7,1,24,2,0,2,24,4
1,7,3,180,2,2,3,192,29
3,7,0,12,2,0,3,48,98
3,7,0,24,3,5,3,72,108
1,7,0,12,2,8,3,12,13
1,7,1,24,2,4,2,24,2
3,7,0,48,2,7,3,36,90
3,7,0,12,2,3,3,24,38
3,7,0,108,2,3,3,144,1235
1,7,2,36,3,2,2,36,96
3,7,2,24,2,2,2,24,11
3,7,0,48,2,0,3,36,78
3,7,1,36,2,2,2,36,4
1,7,2,36,2,2,2,36,10
3,7,1,12,2,4,2,36,64
3,7,0,12,2,7,3,24,42
3,3,3,84,2,7,3,96,44
3,7,0,48,2,7,3,24,56
1,7,0,60,2,7,3,60,11
3,7,0,12,2,5,3,24,8
3,7,1,24,2,1,2,24,13
1,7,1,36,2,4,2,36,13
3,7,1,12,2,4,2,36,55
3,7,0,12,0,0,3,24,4
3,7,0,24,2,0,3,36,12
3,7,1,12,2,2,2,36,48
1,7,2,120,0,5,2,120,86
3,7,1,24,2,0,2,24,5
1,7,1,24,2,0,2,84,153
2,7,2,24,2,1,2,24,12
1,7,0,12,3,8,3,12,6
3,7,0,48,3,5,3,48,6
3,7,1,12,2,1,2,24,28
3,7,1,36,1,1,2,48,4
0,7,2,12,2,5,2,12,108
3,7,1,36,2,0,2,48,118
3,7,0,12,2,4,3,12,313
1,7,0,36,2,1,3,36,5
1,7,0,24,2,0,3,24,4
3,7,0,24,2,3,3,36,9
0,7,0,24,1,0,3,24,8
3,7,1,12,2,1,2,12,18
1,7,1,24,2,2,2,24,11
3,7,0,36,2,2,3,36,6
3,7,1,24,2,2,2,48,57
3,7,0,48,2,2,3,48,113
1,7,1,24,2,8,2,24,4
3,8,0,12,2,2,3,24,70
1,7,1,48,2,1,2,36,66
3,7,1,84,2,0,2,96,7
3,7,0,24,2,2,3,24,4
1,7,0,12,2,7,3,24,3
3,7,0,12,2,7,3,24,26
3,7,0,24,2,2,3,36,4
3,7,0,60,2,0,3,36,71
1,7,1,120,2,0,2,120,4
3,7,2,84,2,8,2,120,1214
1,7,3,24,1,2,3,24,36
3,7,1,12,2,0,2,24,38
3,7,0,72,2,2,3,84,44
3,7,0,12,1,0,3,24,24
3,7,1,48,2,0,2,60,135
3,7,0,36,2,2,3,36,78
1,7,3,108,2,0,3,108,24
3,7,0,12,2,6,3,12,5
3,7,0,12,1,0,3,24,18
3,3,1,60,2,4,2,60,9
1,7,0,48,2,0,3,60,39
3,7,1,12,2,0,2,36,73
1,7,1,12,2,1,2,12,5
3,7,1,24,2,2,2,36,12
3,7,1,12,2,8,1,24,32
3,7,0,12,2,0,3,72,123
3,7,1,12,2,1,2,24,86
3,11,3,48,1,0,3,48,64
3,7,0,48,2,2,3,24,36
3,7,0,12,2,0,3,24,22
1,7,1,48,2,5,2,12,26
1,7,0,24,1,2,3,24,1
0,7,3,24,2,2,3,24,30
1,7,1,12,2,0,2,24,4
3,7,1,48,1,0,2,60,35
1,7,1,12,2,8,2,24,29
3,7,1,12,2,2,2,48,84
3,7,0,12,2,2,3,24,40
3,7,0,36,2,2,3,36,9
3,7,0,24,2,8,3,24,61
3,7,1,12,2,4,2,12,4
1,7,1,12,2,8,2,36,68
3,7,1,12,2,0,2,60,113
3,7,3,132,2,4,3,144,20
1,7,0,84,2,2,3,96,20
3,7,1,0,2,2,2,24,81
3,7,0,12,2,2,3,12,4
3,8,0,24,3,7,3,24,54
1,7,0,24,2,0,3,36,3
3,7,1,48,2,1,2,24,49
1,7,1,72,2,4,2,72,6
3,7,1,24,2,5,2,24,133
0,7,0,24,2,2,3,24,103
3,7,1,12,1,2,2,12,3
1,7,0,12,1,6,3,12,11
3,7,1,48,2,0,2,48,10
3,7,0,24,2,6,0,36,42
3,7,0,12,2,5,3,12,24
3,7,0,12,2,0,3,24,20
3,7,3,36,2,2,3,36,36
3,7,1,48,2,5,2,48,6
3,7,1,24,2,1,2,24,14
1,7,2,72,2,2,2,72,74
3,7,1,12,2,8,2,36,56
3,7,1,48,2,4,2,24,38
0,7,1,72,2,5,2,72,19
1,7,0,36,2,0,3,60,49
1,7,0,36,2,0,3,36,8
3,7,1,12,2,0,2,12,9
3,3,2,120,2,0,2,132,562
3,7,0,36,2,2,3,36,67
1,7,1,36,2,5,2,36,2
3,7,0,48,2,6,3,48,23
1,7,0,12,2,1,3,12,27
1,7,2,120,2,4,2,120,3
3,7,1,12,2,1,2,36,48
3,7,2,60,2,1,2,60,78
1,7,2,36,2,2,2,36,11
3,7,1,36,2,2,2,12,35
1,7,1,24,1,0,2,36,36
3,7,0,36,2,5,3,36,4
3,7,1,24,2,8,2,24,59
3,7,1,12,2,0,2,24,22
3,7,0,12,2,0,3,24,22
3,7,0,60,2,2,3,72,7
3,7,3,120,2,2,3,120,81
3,8,0,12,2,0,3,24,70
3,7,1,24,1,8,2,24,38
3,3,0,96,2,6,3,120,73
3,7,0,12,3,1,3,12,66
3,7,0,12,2,0,3,24,25
1,7,3,96,2,0,3,96,1
3,7,0,12,2,6,3,24,30
3,8,0,24,2,2,3,24,45
3,11,0,12,2,0,3,24,11
3,7,1,36,2,5,2,24,62
3,3,0,24,2,0,3,24,19
1,7,2,36,1,1,2,36,36
1,7,0,24,1,8,3,24,6
3,7,1,12,2,8,2,24,44
3,7,0,12,1,2,3,12,77
2,7,3,24,2,4,3,24,247
3,7,0,24,2,1,3,24,4
3,7,1,48,1,0,2,48,5
1,7,0,12,2,0,3,12,23
3,7,1,24,2,1,2,60,72
3,7,0,24,2,0,3,24,4
3,7,1,24,3,5,2,24,122
3,7,1,12,2,4,2,24,4
3,7,0,36,2,2,3,36,70
3,7,0,12,2,5,3,36,84
3,7,1,12,2,2,2,12,41
3,7,1,24,2,4,2,36,16
3,7,1,12,2,0,2,24,65
3,8,0,12,2,7,3,24,57
1,7,2,108,2,0,2,108,31
3,7,1,12,2,0,2,24,8
1,7,2,24,2,4,2,24,2
3,7,1,24,2,4,2,24,6
3,7,0,36,2,0,3,84,188
3,7,1,24,2,0,2,36,26
0,7,0,60,2,3,3,24,32
1,7,2,12,2,0,2,12,46
3,7,1,24,2,0,2,36,5
3,7,1,36,2,2,2,48,7
1,7,2,120,0,0,2,120,19
3,11,0,24,2,8,3,24,59
3,7,0,48,2,1,3,36,66
3,7,0,12,2,0,3,24,32
3,7,0,12,2,0,3,24,29
3,7,0,12,2,6,3,24,59
1,7,0,72,2,8,3,72,3
3,7,1,60,2,0,2,60,8
3,7,0,108,3,5,3,120,3
0,7,0,48,2,7,3,12,28
3,7,1,48,2,1,2,12,55
3,8,1,48,2,0,2,36,73
0,7,0,12,2,0,3,24,7
3,7,0,24,1,6,3,24,4
3,7,1,24,2,0,2,24,6
1,7,1,24,2,0,2,24,31
3,7,0,12,2,2,3,48,89
3,7,1,12,0,0,2,36,65
3,11,0,36,2,4,3,36,93
3,3,1,12,2,4,2,36,73
1,7,0,72,2,8,3,72,23
3,7,0,12,1,7,3,12,6
3,7,0,12,2,7,3,24,43
3,7,0,12,2,8,3,12,99
3,7,1,12,2,0,2,24,21
3,7,0,24,2,7,3,24,11
1,7,0,12,2,2,0,12,5
3,7,1,84,2,2,2,96,10
3,3,1,12,2,8,2,84,168
3,7,0,36,2,6,3,36,6
1,7,0,12,2,7,3,24,6
3,8,0,36,2,3,3,24,46
3,7,1,12,2,2,2,48,84
3,7,0,36,2,2,3,24,67
0,7,0,60,2,4,3,72,6
3,7,1,36,2,0,2,48,114
3,7,0,24,2,1,3,24,4
3,7,1,96,2,5,2,96,7
1,7,0,60,2,1,3,72,27
3,7,0,36,2,7,3,60,61
1,7,2,24,2,0,2,24,1
3,7,0,12,2,7,3,24,35
3,3,2,48,2,4,2,48,164
1,7,1,36,2,1,2,36,7
3,3,1,12,1,2,2,24,17
3,7,0,12,1,6,3,36,35
3,7,0,12,0,2,3,24,15
3,7,1,12,2,2,2,24,8
3,7,1,12,2,0,2,24,26
3,7,0,12,3,6,3,24,8
3,7,1,48,2,8,2,24,44
1,7,1,72,2,2,2,84,33
3,7,0,48,1,0,3,24,39
3,7,1,48,2,2,2,36,73
3,3,0,48,2,1,3,96,103
1,7,2,48,2,4,2,48,4
3,7,1,48,1,5,2,24,39
1,7,1,24,2,0,2,24,24
3,7,1,12,2,2,2,36,55
1,7,0,48,2,1,3,12,25
3,7,0,60,2,0,3,60,9
3,7,0,24,0,7,3,48,109
3,7,0,12,2,1,3,12,93
3,7,0,12,2,1,3,36,68
3,7,0,12,2,6,3,12,23
1,7,0,12,2,2,3,36,40
3,7,0,24,2,0,3,48,48
3,6,1,0,2,0,2,24,77
3,7,1,24,2,0,2,24,3
3,7,0,12,2,6,3,24,81
1,7,1,12,2,2,2,24,23
3,7,0,96,0,1,3,96,4
3,7,0,12,1,2,3,12,5
3,7,1,36,2,2,2,36,87
3,7,0,12,1,3,0,12,10
3,7,0,48,2,4,3,60,137
3,7,0,12,2,0,3,36,41
3,3,0,72,2,7,3,84,34
3,7,1,12,2,2,2,24,15
1,7,3,84,2,4,3,84,6
1,7,3,36,2,0,3,36,40
3,7,0,12,3,5,3,24,9
1,7,0,36,2,8,3,36,12
1,7,2,24,2,0,2,24,2
3,7,1,36,2,4,2,36,8
1,7,2,24,2,2,2,24,10
3,7,1,12,2,1,2,24,37
3,8,0,12,2,7,3,12,77
3,7,1,24,2,1,2,24,6
3,7,0,36,2,7,3,48,38
3,7,1,60,2,4,2,24,34
1,7,0,12,1,4,3,24,2
3,7,1,12,2,5,2,24,31
3,7,1,12,2,0,2,36,46
3,7,0,12,2,7,3,24,42
3,7,2,24,2,1,2,24,13
3,7,1,36,2,8,2,120,191
3,8,0,48,2,2,3,24,39
1,7,3,24,2,0,3,24,315
1,7,1,12,2,0,2,36,56
1,7,2,60,2,1,2,60,12
3,7,0,24,2,6,3,24,14
3,7,1,12,2,1,2,24,18
3,7,1,12,2,2,2,12,4
1,7,2,24,2,2,2,24,8
3,7,0,48,2,6,3,36,73
3,7,0,12,2,2,3,24,46
3,7,1,24,2,4,2,24,4
3,7,1,36,2,0,2,24,57
3,7,1,48,2,1,2,36,68
3,7,1,36,2,4,2,24,41
3,3,0,24,2,3,3,36,40
3,7,1,48,2,4,2,24,35
3,7,0,36,3,2,3,36,6
1,7,0,24,1,4,3,24,3
3,7,0,12,2,2,3,24,37
3,7,1,48,2,8,2,60,10
3,3,1,24,2,4,2,24,24
3,7,0,12,2,7,3,24,24
3,7,0,48,2,1,3,36,77
0,7,2,60,2,8,2,60,7
3,7,0,48,2,2,3,12,29
3,7,0,36,2,7,3,24,51
3,7,2,60,2,1,2,60,89
3,8,0,36,2,6,3,12,35
3,7,1,12,2,2,2,24,25
3,7,1,12,2,4,2,36,44
1,7,3,108,2,0,3,108,73
3,7,1,12,2,0,2,36,41
1,7,0,48,2,3,3,24,53
3,7,0,24,2,1,3,36,37
3,7,0,36,2,6,3,36,6
3,7,0,36,2,1,3,24,50
3,7,0,48,2,0,3,36,78
0,7,1,48,3,1,2,48,82
3,7,1,72,1,0,2,72,4
1,7,1,48,2,1,2,48,16
3,11,1,24,1,8,2,24,4
3,7,1,12,2,4,2,60,124
1,7,0,48,2,2,3,60,7
1,3,1,60,3,5,2,60,8
3,7,1,48,2,5,2,12,28
3,7,0,12,2,2,3,36,41
1,7,2,12,2,5,2,12,0
3,3,3,24,2,2,3,24,35
3,7,0,12,1,6,3,48,89
1,7,1,72,0,0,2,72,22
3,7,1,12,2,2,2,36,64
3,7,1,12,2,1,2,24,67
3,7,1,36,2,0,2,36,4
1,7,0,96,2,3,3,108,18
3,7,0,0,2,2,3,24,90
1,7,0,24,3,5,3,24,1
3,7,0,24,3,5,0,24,4
3,7,0,12,2,7,3,36,61
1,7,2,60,2,2,2,60,45
3,7,0,12,2,2,3,12,7
3,7,3,72,1,2,3,132,159
1,7,1,12,2,0,2,48,92
3,7,1,12,1,2,2,24,4
1,7,0,12,2,0,3,12,36
1,7,0,12,2,2,3,24,49
3,7,0,24,2,0,3,24,16
1,7,1,12,2,0,2,24,13
3,7,0,12,2,0,3,12,34
3,7,1,12,2,2,2,12,29
3,7,0,12,1,2,3,24,6
3,7,1,12,3,5,2,24,25
1,7,0,72,2,0,3,108,120
1,7,1,12,2,4,2,24,4
3,7,0,24,2,0,3,72,103
1,7,1,72,2,0,2,84,44
3,7,1,24,2,1,2,36,34
1,7,1,48,2,4,2,48,5
1,7,0,24,2,2,3,36,5
1,7,1,0,2,2,2,36,109
3,8,1,12,2,8,2,24,74
1,7,2,36,2,4,2,36,31
1,7,0,48,2,0,3,36,72
3,7,1,48,3,1,2,24,36
3,11,2,168,2,5,2,168,15
1,7,0,12,2,0,3,24,20
1,7,3,24,1,0,3,24,3
1,7,3,96,0,3,3,96,21
1,7,0,24,2,2,3,48,65
3,7,1,24,2,1,2,36,14
3,8,1,12,2,0,2,12,59
3,7,1,12,2,4,2,12,23
3,7,0,12,0,0,3,24,14
3,7,3,24,2,8,3,36,91
3,7,1,12,2,5,2,24,10
1,7,1,48,2,5,2,48,4
3,7,1,12,2,0,2,24,9
3,7,1,36,2,4,2,24,65
3,7,1,120,2,2,2,132,5
3,7,1,24,2,4,2,24,4
3,7,0,12,2,6,3,36,37
3,7,1,12,1,1,2,12,6
3,7,1,24,2,0,2,24,3
3,7,1,12,2,0,2,24,27
1,7,3,120,2,1,3,120,49
3,7,1,12,2,1,2,24,6
3,7,1,36,2,1,2,36,51
3,7,0,12,0,2,3,24,21
1,7,1,36,0,2,2,36,40
3,7,0,12,2,7,3,12,4
3,7,0,24,2,5,3,24,27
3,7,1,24,2,8,2,48,69
3,7,1,12,2,2,2,24,26
3,7,1,24,2,1,2,36,51
1,7,1,72,2,4,2,84,8
3,3,1,12,2,1,2,36,68
3,3,1,48,2,5,2,48,19
3,7,0,48,2,7,3,36,70
1,7,2,96,0,2,2,96,7
3,7,0,48,2,2,3,24,42
3,7,0,36,1,7,3,36,4
3,3,0,48,0,2,3,48,17
3,7,0,24,2,2,3,24,29
1,7,0,12,2,0,3,12,50
3,7,0,48,2,1,3,48,18
1,3,1,24,2,2,2,24,35
2,7,2,60,0,8,2,72,56
3,7,1,12,2,2,2,12,5
3,7,1,12,2,4,2,24,14
3,7,0,24,2,1,3,36,20
3,7,2,72,3,0,2,84,184
3,7,1,36,2,0,2,12,33
3,8,0,48,2,7,0,24,58
1,7,1,48,2,2,2,60,58
1,7,0,24,2,2,3,24,4
1,8,1,48,2,0,2,36,80
3,7,0,12,2,3,3,24,26
3,3,2,12,2,4,2,12,82
1,7,0,12,1,3,3,12,28
3,7,0,12,2,2,3,24,28
3,11,1,36,2,4,1,36,7
3,7,0,36,2,8,0,24,50
3,7,1,24,2,4,2,24,8
0,7,0,48,2,7,3,48,9
3,7,0,24,2,1,3,24,9
3,7,1,84,2,0,2,96,21
3,7,0,24,2,0,3,24,53
3,7,0,60,2,5,3,60,5
3,7,0,24,2,2,3,36,30
3,7,0,24,1,0,3,36,15
1,7,1,12,2,4,2,24,7
3,7,0,48,2,2,3,24,50
3,7,0,12,2,2,3,36,48
1,7,3,60,1,2,3,60,139
1,7,3,120,0,6,3,120,118
3,8,0,12,2,2,3,24,64
3,7,1,36,2,2,2,48,53
3,7,3,24,0,1,3,24,292
3,7,1,12,1,1,2,24,5
3,7,3,108,2,1,3,108,12
3,7,3,84,0,4,3,96,19
3,7,1,12,2,1,2,24,4
3,7,0,12,1,4,3,48,82
1,7,1,12,2,8,2,24,19
3,7,1,12,1,2,2,48,71
1,7,1,36,2,5,2,36,7
1,7,2,108,2,1,2,108,48
3,7,1,12,2,0,2,36,46
1,7,3,36,2,2,3,36,105
3,3,0,24,2,2,3,36,15
3,7,0,24,2,4,3,24,4
3,7,1,48,2,4,2,48,13
3,7,1,48,2,1,2,24,33
3,3,0,60,2,2,3,60,4
3,7,0,36,2,2,3,60,140
3,7,1,12,2,4,2,24,7
3,7,0,36,2,6,3,36,77
3,7,1,48,2,1,2,24,40
3,3,0,12,2,2,3,24,26
3,7,0,12,2,2,3,48,84
1,7,0,24,2,3,3,24,20
3,7,0,132,2,8,3,12,205
3,7,1,36,0,4,2,36,4
3,3,0,48,2,1,3,36,86
3,7,1,24,2,2,2,36,38
1,7,0,24,2,1,3,24,4
1,7,2,120,2,0,2,120,56
3,7,0,48,2,3,3,36,69
3,11,0,12,1,1,3,36,41
3,7,1,48,2,1,2,24,57
1,7,3,24,3,3,3,24,3
3,7,0,36,2,7,3,48,104
3,7,1,36,2,0,2,24,58
3,7,0,36,2,7,3,12,35
1,7,2,48,2,4,2,48,29
3,7,1,12,2,1,1,24,5
3,7,1,24,2,5,2,24,35
1,7,1,48,2,5,2,48,2
3,7,1,12,2,2,2,48,71
3,3,1,24,2,4,2,24,85
3,7,1,48,1,1,2,24,35
3,7,3,132,2,1,3,132,13
3,7,1,48,2,2,2,60,5
3,7,1,12,2,0,2,24,28
3,7,1,12,1,0,2,24,35
3,7,1,12,2,5,2,48,83
3,7,3,72,2,4,3,72,17
3,7,3,24,3,7,3,24,3
3,7,1,48,2,0,2,24,34
3,7,1,24,2,0,2,24,4
3,7,0,0,2,7,3,12,57
3,7,0,12,1,3,3,12,7
3,7,0,72,2,2,3,24,59
3,7,1,24,2,2,2,48,61
3,7,3,60,2,0,3,60,8
1,7,2,36,2,2,2,36,14
1,7,2,12,2,1,2,24,8
3,7,0,12,2,2,3,24,42
1,7,3,48,2,0,3,60,42
3,7,1,72,2,2,2,72,8
1,7,3,36,2,2,3,36,52
3,7,1,12,3,8,2,24,30
1,7,3,24,2,3,3,24,4
3,7,0,12,1,0,0,24,35
3,7,1,24,2,8,2,48,47
3,3,0,12,0,1,3,12,13
3,7,0,36,2,2,3,24,60
3,7,0,12,2,2,3,12,55
3,7,0,48,1,0,3,12,29
3,7,1,36,2,4,2,12,39
1,7,2,36,1,0,2,36,3
0,7,3,24,2,7,3,24,60
3,7,1,24,2,1,2,48,51
3,7,1,48,2,0,2,12,29
3,7,1,12,2,0,2,24,5
3,7,1,36,2,1,2,72,110
0,7,1,12,2,0,2,12,10
3,7,1,36,2,8,2,36,4
1,7,1,36,2,5,2,48,3
3,7,1,24,2,1,2,24,6
3,7,1,48,2,2,2,24,38
3,7,1,24,2,5,2,36,51
3,7,0,48,1,6,0,12,30
1,7,0,24,2,0,3,24,22
3,7,1,48,2,4,2,36,80
3,7,1,12,1,1,2,12,18
3,7,0,12,1,1,3,24,6
3,7,1,24,3,5,2,24,5
3,7,1,48,2,4,2,48,10
3,7,1,12,2,1,2,24,16
3,8,0,48,2,7,0,12,31
3,7,0,0,1,1,3,24,87
1,7,0,12,2,7,3,24,2
3,7,0,12,2,2,3,36,61
1,7,0,12,2,4,3,24,13
1,7,0,12,2,8,3,12,30
3,7,0,48,2,3,3,24,31
3,11,1,12,2,4,2,12,30
3,6,1,0,2,1,2,24,75
3,7,0,36,2,3,3,36,77
3,7,1,12,2,4,2,12,121
3,7,0,12,2,0,3,24,44
3,7,0,48,2,7,3,72,53
3,7,0,60,2,7,3,60,4
3,7,1,36,2,0,2,36,6
1,7,3,12,3,8,3,12,3
1,7,0,12,2,3,3,36,60
3,7,1,36,2,8,2,36,72
3,7,1,48,2,2,2,24,49
3,7,3,84,2,5,3,84,12
3,7,0,12,2,7,3,24,38
3,11,0,36,2,2,3,72,77
1,7,1,12,2,2,2,24,30
3,7,1,48,2,2,2,72,66
3,7,0,36,2,2,3,36,3
1,7,2,12,3,1,2,12,18
3,7,1,36,2,2,2,84,218
3,11,1,12,2,4,2,24,18
1,7,1,24,2,2,2,24,6
3,7,1,12,2,4,2,72,163
1,7,1,12,2,0,2,24,43
3,7,1,36,2,1,2,24,60
1,7,1,48,1,0,2,48,16
3,8,0,36,2,2,3,24,42
3,7,0,12,2,0,3,24,15
1,7,0,60,2,0,3,84,76
3,7,2,12,2,0,2,12,6
0,7,0,36,2,3,3,48,38
1,7,1,84,2,0,2,108,46
3,7,0,12,2,4,3,12,16
3,7,1,12,2,0,2,24,6
3,7,0,12,2,0,3,24,20
1,7,0,24,2,2,3,24,4
1,7,2,96,2,1,2,96,3
3,7,1,12,2,4,2,36,52
1,7,3,12,2,0,3,12,29
3,7,0,24,2,2,3,36,24
3,7,0,48,2,3,3,48,28
3,7,0,12,1,2,3,12,22
3,11,1,96,2,5,2,96,90
3,7,0,36,2,5,3,24,46
3,7,1,12,2,1,2,24,16
1,7,2,12,2,1,2,12,2
3,8,1,12,2,4,2,12,51
1,7,1,24,0,4,2,24,3
1,7,2,12,2,0,2,12,29
1,7,3,24,2,7,3,24,26
3,7,1,12,0,8,2,12,6
3,7,1,36,0,0,2,48,6
1,7,3,60,2,2,3,60,30
3,7,0,12,2,0,3,24,26
3,2,1,24,2,4,2,36,40
3,7,1,12,2,4,2,36,57
3,7,0,24,2,0,3,24,4
3,7,2,72,2,1,2,84,6
3,7,0,36,2,1,3,24,36
3,7,1,36,2,0,2,36,55
3,7,0,12,2,1,3,24,6
3,7,0,36,2,2,3,36,13
1,7,1,12,2,2,1,24,12
3,7,0,24,2,2,3,24,40
3,7,0,60,2,7,3,60,4
3,7,1,12,0,0,2,24,6
3,3,0,12,2,6,3,36,84
3,3,0,12,2,2,3,36,38
3,7,0,48,2,0,3,24,74
3,7,0,12,3,7,3,24,8
2,7,0,12,2,7,3,12,12
3,7,1,36,2,4,2,24,41
3,7,0,12,1,0,3,24,38
3,7,1,36,2,4,2,48,55
3,7,1,36,2,4,2,60,143
1,7,3,12,2,5,3,12,7
3,3,1,12,2,2,2,24,20
3,7,0,12,2,4,3,36,71
1,7,2,84,2,1,2,84,24
1,7,2,48,2,0,2,48,79
3,7,0,12,0,1,3,24,40
1,7,3,24,2,4,3,24,21
3,7,0,12,2,7,3,24,9
1,7,0,48,2,2,3,48,3
1,7,0,24,1,0,3,24,6
3,8,1,36,2,0,2,24,56
1,7,3,36,2,6,3,36,47
3,7,0,12,2,2,3,12,9
1,7,1,12,3,5,2,12,3
1,7,1,24,2,5,2,24,64
3,7,0,12,2,2,3,24,50
3,11,1,36,1,2,2,24,54
3,3,0,12,2,2,3,36,48
1,7,1,72,2,1,2,72,3
1,7,3,24,2,2,3,36,4
3,7,3,36,2,3,3,36,89
3,7,1,24,2,4,2,24,36
3,7,1,12,2,0,2,24,5
0,7,0,12,2,3,3,48,107
3,3,1,24,2,2,2,72,118
3,7,0,12,2,7,3,24,35
3,7,1,24,3,8,2,24,67
1,7,0,12,2,0,3,12,15
3,7,0,12,2,4,3,24,47
3,7,1,24,2,0,2,24,9
3,7,0,48,2,6,3,24,49
3,3,0,12,1,0,3,12,208
3,7,1,60,2,1,2,60,5
3,7,0,12,2,7,0,24,7
3,7,0,36,1,1,3,36,5
3,7,1,36,2,2,2,36,34
3,7,1,12,2,2,2,24,667
3,3,1,12,2,0,2,24,40
3,3,2,72,2,5,2,84,56
1,7,1,48,2,4,2,24,52
3,7,3,48,2,2,3,48,43
3,7,0,24,1,7,3,24,68
3,7,0,24,1,1,3,24,97
3,10,0,24,3,2,3,24,80
3,11,1,24,2,2,2,36,33
1,7,1,24,2,0,2,36,8
3,7,1,36,2,0,2,36,73
0,7,1,12,1,0,2,24,4
1,7,0,24,2,7,3,24,12
3,7,0,12,2,2,3,12,16
1,7,3,72,2,0,3,72,228
3,7,0,12,2,3,3,24,24
1,7,3,24,2,1,3,24,4
1,7,0,72,2,2,3,72,4
3,7,0,12,2,1,3,36,37
1,7,3,108,2,6,3,108,9
3,3,1,48,2,0,2,24,31
3,7,0,12,2,0,3,24,3
3,7,0,72,2,0,3,72,14
3,7,2,12,2,2,2,120,264
1,7,2,48,2,4,2,48,0
0,7,1,48,2,0,2,48,11
3,3,1,60,1,0,2,60,272
1,7,1,12,2,4,2,24,26
3,7,1,12,2,2,2,24,23
3,7,1,24,2,4,2,24,5
3,7,1,48,3,5,2,24,36
3,7,1,36,2,1,2,36,5
3,3,1,36,2,2,2,36,16
3,7,1,36,2,4,2,24,58
1,7,0,24,2,3,3,24,40
3,7,0,24,2,2,3,24,66
3,8,0,36,2,5,3,36,88
1,7,0,12,2,2,3,24,2
1,7,3,12,1,2,3,12,127
1,7,1,48,2,2,2,24,33
3,7,1,120,2,4,2,132,32
3,7,1,12,2,0,2,12,3
3,11,1,24,2,2,2,48,54
1,7,2,24,2,2,2,24,81
3,7,0,48,2,2,3,132,332
3,7,1,36,2,0,2,36,70
3,7,0,12,2,1,3,24,26
3,7,0,48,2,3,3,48,29
3,7,1,48,2,2,2,48,11
1,7,3,84,0,2,3,84,2
3,7,1,12,2,0,2,36,64
3,7,0,24,2,2,3,24,54
3,7,1,12,2,2,2,12,3
3,3,3,96,2,7,3,96,36
3,7,0,12,2,4,3,24,7
1,7,2,96,3,5,2,108,46
3,7,1,12,2,2,2,24,46
1,7,0,48,3,5,3,60,3
1,7,3,180,2,4,3,180,134
3,7,1,12,2,0,2,12,4
3,7,1,24,2,5,2,24,10
0,7,0,84,3,7,3,84,7
1,7,1,12,1,1,2,24,19
3,7,0,12,1,0,3,12,19
3,7,0,24,2,0,3,72,124
1,7,0,24,2,1,3,24,3
3,7,0,60,2,4,3,72,7
3,2,0,48,2,1,3,60,31
3,7,0,36,2,7,3,48,109
1,7,1,60,2,1,2,60,6
3,7,1,12,2,4,2,24,8
1,7,3,48,2,3,3,48,23
3,7,1,36,2,1,2,36,4
3,3,1,24,2,1,2,24,7
3,7,1,12,2,2,2,24,5
1,7,0,12,1,0,3,24,5
3,7,0,24,2,6,3,84,157
1,7,1,24,1,2,2,24,2
1,7,3,24,2,7,3,24,7
3,7,1,12,2,4,1,12,4
1,7,2,36,2,4,2,36,30
3,7,1,60,2,4,2,60,4
3,7,1,12,2,8,2,12,12
3,7,0,12,2,2,3,24,36
3,3,1,24,1,8,2,36,39
1,7,2,84,2,4,2,96,7
3,7,1,12,2,1,1,24,12
1,7,0,24,2,0,3,24,4
1,7,2,60,2,0,2,60,2
3,7,0,12,2,2,3,24,12
3,6,0,12,2,6,3,24,72
3,7,0,24,1,2,3,36,23
3,3,0,12,2,7,3,24,20
3,7,0,24,2,1,3,24,5
3,7,0,48,2,2,3,24,59
3,7,1,36,2,1,2,24,51
1,7,0,24,2,1,3,48,67
3,7,0,12,1,7,3,24,30
3,7,0,12,2,0,3,12,24
3,3,2,36,2,0,2,36,4
1,7,1,12,2,1,2,24,4
3,7,2,84,2,0,2,96,357
3,3,1,12,2,4,2,60,131
1,7,3,48,2,1,3,60,28
3,7,0,48,0,2,3,60,4
3,6,1,24,2,0,2,24,72
3,7,3,24,2,3,3,24,94
3,7,1,24,2,4,2,24,6
3,7,0,12,2,0,3,48,77
3,7,0,24,2,3,3,36,26
1,7,1,24,2,2,2,36,31
3,7,0,12,2,0,3,24,35
1,7,0,12,2,2,3,24,34
1,7,0,24,2,1,3,24,2
3,7,1,36,2,4,2,12,37
2,7,2,36,2,4,2,36,4
1,7,0,24,2,0,3,24,2
0,7,1,12,2,2,2,12,5
3,7,0,12,1,3,3,24,29
1,7,2,120,2,1,2,132,13
3,7,0,12,2,6,3,24,29
3,3,0,24,2,4,3,72,127
3,7,0,36,2,2,3,12,35
1,7,2,60,2,0,2,60,7
3,7,1,12,2,2,2,12,4
3,7,1,60,0,0,2,72,5
