intake_type,intake_condition,sex_intake,age_intake,breed,color,sex_outcome,age_outcome,stay_length
3,7,1,36,2,2,2,36,72
1,7,3,12,2,1,3,12,8
3,7,1,48,2,0,2,24,39
3,7,1,12,2,2,2,24,73
1,7,2,60,2,5,2,60,21
3,7,1,12,2,1,2,24,4
1,7,1,12,2,0,2,24,40
1,7,3,36,2,2,3,36,1
1,7,2,96,2,2,2,12,357
1,7,3,84,2,2,3,84,23
3,7,1,24,2,4,2,36,4
3,7,1,36,2,0,2,24,49
3,7,3,24,2,2,3,60,898
3,7,0,36,1,0,3,24,46
3,7,0,12,2,7,0,24,13
1,7,1,24,1,0,2,24,3
3,3,0,12,2,0,3,24,14
1,11,1,12,2,1,2,24,29
3,7,1,24,2,1,2,36,14
3,7,0,36,2,4,3,24,37
1,7,3,96,3,5,3,96,42
3,7,0,48,3,5,3,72,181
3,7,0,12,2,0,3,12,8
1,7,0,12,2,0,3,24,3
3,7,1,12,3,5,2,24,4
3,7,3,24,0,2,3,120,251
3,7,0,12,2,3,3,24,26
1,7,2,36,2,4,2,36,2
3,7,1,12,2,1,2,36,51
1,7,1,36,2,1,2,36,2
3,7,0,48,2,0,3,24,49
3,7,1,48,2,4,2,36,61
3,11,1,12,2,0,2,24,23
3,7,3,60,2,7,3,60,4
1,7,0,12,2,8,3,24,4
3,7,1,12,1,2,2,24,56
3,7,0,12,2,4,0,12,3
1,7,0,60,2,5,3,60,4
3,7,0,24,2,6,3,24,8
1,7,2,24,2,4,2,24,133
3,7,1,36,2,1,2,60,90
1,7,3,96,2,1,3,96,7
1,7,1,12,2,1,2,24,1
3,7,0,72,2,1,3,12,55
3,7,1,36,1,2,2,12,37
3,7,1,60,3,5,2,60,4
3,7,1,12,3,5,2,72,145
3,7,1,72,2,4,2,72,6
3,7,0,24,2,5,3,48,73
1,7,2,60,2,2,2,60,12
1,7,1,48,2,2,2,48,22
3,3,1,36,2,1,2,36,19
3,3,1,12,2,8,2,12,23
3,7,1,48,2,5,2,24,32
3,7,1,24,2,2,2,24,8
1,7,1,12,2,2,2,24,21
1,7,2,24,1,4,2,24,11
3,7,1,12,1,2,2,12,16
3,7,0,12,2,2,3,24,9
1,7,2,36,1,2,2,36,7
3,7,0,12,2,0,3,24,6
3,7,0,48,2,7,3,24,48
3,7,0,12,0,0,3,24,4
3,7,1,12,2,1,2,24,5
3,7,1,12,1,0,2,24,20
3,7,1,12,2,0,2,24,38
3,7,1,24,3,5,2,24,4
1,7,0,36,2,1,3,36,76
3,7,0,48,2,7,3,24,47
1,7,1,48,2,2,2,24,37
3,8,1,12,2,5,2,12,50
3,7,0,36,2,2,0,12,37
3,7,0,24,2,6,3,24,89
1,7,1,36,1,0,2,36,2
3,3,2,60,0,1,2,60,6
3,7,0,36,2,1,3,84,134
1,7,1,96,2,0,2,96,11
1,7,2,24,2,4,2,24,2
3,7,0,36,2,2,3,36,8
3,7,0,36,2,3,3,36,5
3,7,1,12,2,4,2,24,9
3,7,0,12,1,3,3,84,170
3,7,1,24,2,4,2,36,22
3,7,0,24,2,6,3,24,4
3,7,0,12,2,1,3,24,34
3,7,0,12,2,6,3,12,4
3,7,0,12,2,3,3,24,23
3,7,0,60,3,3,3,24,35
3,7,1,12,2,2,2,12,4
1,7,0,12,1,2,3,24,2
3,7,1,24,2,2,2,24,5
3,7,1,12,2,2,2,108,232
1,7,2,144,0,8,2,144,6
3,7,1,24,3,5,2,36,13
1,7,3,144,2,8,3,144,63
3,3,1,72,1,1,2,72,8
3,11,3,144,3,5,3,144,9
1,7,2,156,1,2,2,156,33
1,7,0,36,2,2,3,48,41
3,7,0,12,2,0,3,12,20
3,7,1,36,3,5,2,96,133
1,7,0,36,0,7,3,36,3
3,7,1,12,2,2,2,36,89
3,7,1,24,2,0,2,36,20
3,7,0,72,0,0,3,84,11
1,7,1,12,2,8,2,24,6
3,7,1,60,2,1,2,60,10
3,3,1,12,2,4,2,12,19
3,7,1,48,2,4,2,24,39
3,7,1,12,2,4,2,24,4
3,7,0,36,2,4,3,36,7
1,7,0,24,2,4,3,24,2
1,7,2,12,2,0,2,12,1
3,7,0,48,2,7,3,48,4
1,7,0,36,2,7,3,36,7
3,7,3,24,2,8,3,24,21
2,9,1,60,1,5,2,24,34
3,7,1,12,2,2,2,24,45
3,7,1,48,2,0,2,12,27
1,7,3,72,0,2,3,108,1129
3,7,3,60,2,4,3,60,10
1,7,0,24,2,0,3,36,3
1,7,3,24,2,7,3,24,10
3,7,1,72,3,5,2,72,4
3,7,0,48,3,5,3,60,35
3,7,0,12,2,0,3,24,9
2,7,0,24,3,2,3,24,16
3,7,0,36,1,3,3,36,89
3,7,1,36,2,4,2,36,7
3,7,0,36,2,7,3,36,69
3,7,1,36,1,2,2,24,58
1,7,0,12,3,5,3,12,64
1,7,1,24,2,5,2,24,6
3,7,0,48,2,0,3,108,248
3,7,0,24,2,6,3,24,67
1,7,3,24,2,2,3,24,3
3,7,1,24,2,8,2,24,6
1,7,3,120,3,7,3,120,20
3,3,2,120,2,4,2,120,34
1,7,0,36,2,6,3,36,3
3,7,0,48,2,5,3,24,37
3,7,1,36,1,2,2,24,47
1,7,0,48,1,2,3,48,2
3,7,1,48,2,0,2,24,39
3,7,1,12,2,0,2,24,44
3,7,0,24,2,4,3,24,4
1,7,1,12,2,2,2,24,31
3,7,1,12,0,1,2,36,81
3,7,0,24,2,0,3,36,5
3,7,1,48,1,2,2,24,57
1,7,2,12,1,0,2,12,63
3,7,0,12,2,2,3,12,23
1,7,2,24,2,0,2,24,28
3,7,1,0,2,0,2,36,99
1,7,0,48,2,2,3,48,17
1,7,0,84,3,5,0,84,2
3,7,0,48,2,7,3,24,40
1,7,3,144,2,2,3,180,1369
1,7,2,120,2,4,2,120,12
1,7,3,108,3,2,3,120,32
3,7,1,12,3,1,2,12,8
3,7,0,24,2,7,3,24,4
1,7,2,72,2,4,2,72,9
3,7,1,48,2,1,2,12,25
1,7,3,84,2,2,3,96,2
3,7,0,36,2,7,3,36,87
3,7,1,12,2,0,2,24,18
3,3,1,48,2,1,2,24,40
1,7,3,60,2,2,3,60,38
3,7,0,24,2,2,3,24,7
3,11,0,60,1,2,3,60,6
3,7,0,24,2,0,3,24,4
3,7,0,24,2,7,3,48,1705
3,7,1,36,2,1,2,48,25
3,7,0,60,2,7,3,24,54
3,7,0,12,1,3,3,24,27
3,7,1,36,2,5,2,24,59
3,7,0,48,1,8,3,48,7
3,7,0,12,2,3,3,36,65
3,3,0,24,2,0,3,24,45
3,7,1,48,2,1,2,48,7
3,7,0,24,2,3,3,24,6
3,7,0,12,2,4,3,12,7
3,7,1,12,2,8,2,36,72
1,7,0,60,2,1,3,60,3
3,7,0,12,2,6,3,24,12
3,7,0,72,2,0,3,24,74
3,7,2,12,2,0,2,12,68
1,11,1,12,2,0,1,24,10
3,7,1,12,2,4,2,24,46
3,7,0,36,2,7,3,36,89
1,7,1,12,2,2,2,12,14
3,7,1,12,2,0,2,36,53
3,7,0,12,2,0,3,24,43
3,7,0,36,2,1,3,60,140
2,7,1,12,3,0,2,24,25
1,7,3,12,2,3,3,12,6
3,7,0,72,3,7,3,84,8
2,7,1,12,2,2,2,12,86
3,7,0,48,2,2,0,12,24
1,7,1,48,2,4,2,48,8
3,7,1,36,2,0,2,48,102
3,7,1,12,0,0,2,48,71
1,7,1,24,2,0,2,24,4
1,7,2,36,2,2,2,36,3
3,7,1,12,3,5,2,24,4
3,7,0,24,2,3,3,36,5
3,7,1,36,2,0,2,24,39
3,7,1,12,2,2,2,24,5
3,7,0,12,2,1,3,24,11
3,7,0,24,1,2,3,24,4
3,7,1,12,2,1,2,24,44
3,7,0,48,2,1,3,48,9
3,7,1,60,2,0,2,72,42
1,7,0,12,0,2,3,24,3
1,7,3,132,2,7,3,12,82
3,7,0,48,2,2,3,24,37
3,7,0,48,2,1,3,36,91
3,7,0,48,2,2,3,24,50
1,7,0,72,2,2,3,72,21
3,7,1,24,2,8,2,24,4
3,7,0,24,2,0,3,24,92
3,7,1,12,2,0,2,24,3
3,7,0,12,2,6,3,24,26
3,7,1,36,3,5,2,24,55
3,7,0,72,2,7,3,96,66
3,7,0,12,1,7,3,24,9
1,7,3,132,2,2,3,144,466
1,7,2,24,2,5,2,36,20
3,7,0,36,2,2,3,36,72
1,7,0,12,2,2,3,12,29
3,7,0,12,2,7,3,24,30
1,7,0,24,1,2,3,24,4
3,7,0,12,2,7,0,24,20
3,7,1,12,3,2,2,24,10
3,7,0,48,2,0,3,36,70
1,7,2,36,1,2,2,36,9
1,7,0,12,2,0,3,36,48
1,7,2,12,2,2,2,12,86
3,8,1,12,2,4,2,48,86
3,7,0,12,2,1,3,24,42
3,7,1,12,2,4,2,24,32
3,11,0,60,2,6,3,60,8
1,7,2,12,2,0,2,12,2
3,7,1,36,2,4,2,36,41
1,7,3,84,2,6,3,84,11
1,7,0,24,1,6,3,24,6
3,7,0,36,0,5,3,36,4
3,7,1,36,2,0,2,48,10
3,7,1,12,2,0,2,12,47
3,7,1,48,2,2,2,48,6
1,7,2,108,0,0,2,120,1
3,7,0,12,2,5,0,12,16
3,7,1,48,1,2,2,24,54
3,7,1,12,2,0,2,12,38
3,7,1,12,3,5,1,24,6
1,7,0,12,2,0,3,12,19
3,7,0,60,2,0,3,36,71
3,7,1,36,2,4,2,48,25
3,7,0,36,2,0,3,72,178
3,7,1,24,2,5,2,36,13
3,7,1,60,0,8,2,60,5
3,3,1,48,2,2,2,48,39
1,7,0,48,1,0,3,48,14
3,7,1,12,2,2,2,24,56
1,7,1,12,2,2,2,12,15
3,7,0,12,2,0,3,24,32
1,7,0,12,2,3,3,12,125
1,7,0,60,2,2,3,24,37
3,3,0,12,2,0,3,48,68
3,7,0,12,1,3,3,24,37
1,7,3,12,2,3,3,12,22
3,10,0,24,2,4,3,24,22
3,7,1,12,2,0,1,24,17
1,7,1,12,2,5,2,24,5
3,7,0,12,2,1,3,12,7
1,7,2,12,2,2,2,12,4
1,7,3,12,3,1,3,12,0
3,7,1,12,2,2,2,24,19
3,3,0,24,2,1,0,12,46
3,7,1,36,1,2,1,24,64
3,7,0,12,2,7,3,24,6
3,7,1,48,2,4,2,24,53
3,7,0,12,2,0,3,24,5
3,7,1,36,2,2,2,12,34
3,7,1,48,2,0,2,48,4
3,7,1,60,2,1,2,24,29
3,7,1,12,2,0,2,24,20
3,7,0,12,2,6,3,36,59
3,7,0,12,1,2,3,24,23
1,7,1,12,2,0,2,24,20
3,7,0,12,2,3,3,24,33
1,7,0,24,2,2,3,24,6
3,7,1,12,1,4,2,24,48
3,7,1,12,2,2,2,12,18
3,7,1,12,2,0,2,48,78
3,8,1,48,3,5,2,24,43
3,7,1,12,2,2,2,24,11
3,7,0,12,2,2,3,24,48
1,7,0,36,2,0,3,36,71
1,7,1,36,2,0,2,24,51
3,3,1,36,2,1,2,36,59
3,3,0,24,2,8,3,24,11
3,8,1,24,3,1,2,36,96
3,7,2,60,2,4,2,72,25
1,11,2,108,2,0,2,108,12
3,7,0,12,2,7,3,36,61
1,7,2,96,2,8,2,120,740
3,11,1,96,2,0,2,120,60
3,7,0,12,2,4,3,24,10
3,7,2,24,2,5,2,24,37
1,7,3,12,2,0,3,12,22
3,7,1,24,2,8,2,24,4
1,7,3,96,0,7,3,96,9
3,7,0,24,2,8,3,24,4
1,7,0,12,3,5,3,12,13
3,7,0,12,2,0,3,24,53
3,7,0,12,2,3,3,24,75
3,7,1,12,2,0,2,36,51
3,7,0,12,2,6,3,12,32
3,7,0,12,2,0,3,24,8
3,7,1,36,3,5,2,84,217
1,7,3,36,3,5,3,36,138
3,7,2,12,3,2,2,12,13
1,7,1,24,3,8,2,36,1
3,7,1,12,2,0,2,48,100
1,7,1,48,2,4,2,48,18
3,11,1,48,1,2,1,60,19
3,7,0,12,2,3,3,24,36
3,7,1,12,2,0,2,24,41
3,7,0,12,2,0,3,24,15
3,7,0,12,3,7,3,12,7
3,7,1,36,2,2,2,24,64
1,7,1,24,2,2,2,24,9
3,7,1,48,2,2,2,24,45
3,7,0,48,2,3,3,24,47
3,7,1,48,2,0,2,36,58
3,7,1,12,2,1,2,24,18
1,7,3,12,2,3,3,12,4
1,7,2,12,2,0,2,12,49
1,7,0,48,2,7,3,48,20
3,7,1,24,2,0,2,24,14
1,7,3,12,2,8,3,12,8
3,7,1,36,2,0,2,24,49
1,7,2,132,3,1,2,168,1362
3,7,0,48,2,2,3,24,52
3,7,0,24,2,8,3,24,7
3,7,1,12,2,0,2,48,112
3,7,0,48,3,5,0,24,55
1,7,3,12,1,4,3,12,12
3,11,0,12,1,2,3,36,61
1,7,3,12,2,2,3,12,22
1,7,0,36,1,5,3,36,17
3,3,1,36,2,2,2,36,34
3,7,0,24,2,2,3,24,4
3,7,1,48,3,2,1,48,98
3,7,0,12,2,2,3,36,54
3,7,0,48,3,5,3,24,56
3,7,0,12,2,2,3,24,31
3,7,1,48,2,2,2,60,139
3,7,0,12,2,3,3,12,75
1,7,3,60,2,0,3,60,226
3,7,0,60,2,0,3,36,76
3,7,3,36,2,0,3,36,7
1,7,1,24,0,0,2,24,10
3,7,1,12,2,1,2,132,285
3,7,0,12,2,2,3,36,54
3,7,1,36,0,1,2,36,67
3,7,1,48,2,0,2,24,44
3,7,0,12,2,7,3,24,10
3,7,1,12,2,2,2,24,29
3,7,3,36,2,1,3,36,19
1,11,2,36,2,2,2,36,133
3,7,0,48,2,7,3,24,48
3,7,0,12,2,1,3,24,42
1,7,2,48,2,0,2,48,3
3,7,0,12,2,8,3,12,138
3,7,1,36,2,0,1,36,5
3,7,0,12,2,6,0,24,19
1,7,1,120,2,2,2,12,330
3,7,0,12,2,2,3,24,25
3,7,1,12,2,2,2,36,61
3,7,1,12,2,2,2,24,8
3,7,1,24,3,5,2,24,5
3,7,0,12,2,8,3,24,21
1,7,1,12,2,0,1,24,15
3,7,3,60,2,8,3,60,11
3,7,0,12,2,7,0,24,18
1,0,3,24,2,6,3,24,27
1,7,0,24,2,2,3,24,2
3,7,0,24,3,5,3,24,6
1,7,2,72,2,4,2,72,13
3,7,3,108,2,3,3,108,33
3,7,1,48,2,0,2,72,159
3,7,1,48,2,1,2,24,37
1,7,3,12,2,2,3,12,13
3,7,1,12,1,0,2,12,20
1,7,3,168,2,0,3,168,63
3,7,1,12,2,2,2,24,32
3,7,0,24,2,3,3,24,6
3,7,1,24,2,0,2,24,10
3,7,1,24,1,0,2,24,6
1,7,2,72,2,4,2,72,11
1,7,3,48,2,3,3,48,4
2,7,1,36,2,0,2,24,36
1,7,0,72,2,2,3,120,141
3,7,1,24,2,4,2,36,34
3,7,0,48,2,3,3,24,42
3,7,0,24,2,6,3,36,16
3,7,0,12,2,0,3,24,45
3,7,1,12,2,2,2,36,48
3,7,0,48,2,3,3,24,31
3,8,0,12,2,1,3,48,121
3,7,0,36,2,6,3,36,11
1,7,1,24,3,5,2,36,5
1,7,0,72,2,0,3,84,9
3,7,1,24,0,4,2,24,4
3,7,0,24,2,0,3,24,52
3,7,0,12,2,7,3,24,42
3,7,0,72,2,0,3,72,6
3,7,1,12,2,4,2,84,182
3,7,2,24,3,5,2,24,27
3,7,2,12,2,4,2,12,11
2,11,1,120,2,0,2,120,24
3,7,1,12,2,4,2,24,16
3,7,1,12,1,4,2,12,5
3,7,0,48,1,2,3,36,70
1,7,2,24,2,0,2,24,43
3,7,1,12,3,1,2,36,53
3,7,2,60,2,2,2,60,5
3,7,0,60,2,5,3,72,5
3,7,2,72,2,0,2,24,67
3,7,0,12,2,0,3,72,148
1,7,3,24,2,5,3,24,5
3,7,0,24,2,2,3,36,387
3,7,1,48,2,4,2,48,5
3,7,2,72,2,0,2,72,4
1,7,2,144,2,4,2,144,9
1,7,3,60,2,5,3,60,4
1,7,3,60,2,6,3,60,96
3,7,0,12,2,0,3,48,103
3,7,1,36,1,0,2,36,7
1,7,3,48,2,2,3,48,12
3,7,0,24,3,5,0,12,56
3,7,0,36,2,4,0,12,31
3,7,0,36,2,2,3,36,5
3,7,1,12,2,2,2,24,3
3,7,0,12,2,1,3,12,4
3,7,0,12,2,7,3,12,150
3,7,0,12,2,1,3,12,53
3,7,1,24,0,0,2,24,4
3,7,1,12,1,2,1,24,19
1,7,2,84,2,0,2,84,297
3,7,0,12,2,0,3,24,46
3,7,2,24,2,0,2,24,211
3,7,1,12,2,0,2,24,14
3,7,0,48,2,6,3,24,54
3,7,0,48,3,5,3,24,49
3,7,0,36,2,2,3,48,23
1,7,3,60,2,1,3,60,14
3,7,2,36,2,1,2,36,158
1,7,2,120,2,0,2,120,105
3,7,1,48,2,0,2,36,58
3,7,1,24,2,1,2,24,11
1,7,2,36,2,4,2,36,90
3,7,0,24,2,1,3,24,5
3,7,0,24,2,4,0,24,4
3,7,1,12,2,2,2,24,14
3,7,3,60,1,1,3,60,44
3,7,0,48,3,5,3,96,144
1,7,1,48,2,2,2,48,3
3,7,0,12,1,3,3,36,56
3,7,1,24,2,2,2,24,6
1,7,0,12,2,2,3,12,16
1,7,3,132,3,4,3,132,24
3,7,1,12,2,1,2,24,32
1,7,1,120,2,2,2,132,47
1,7,0,60,2,1,3,60,2
1,7,1,60,2,4,2,24,764
1,7,1,48,1,2,2,48,2
1,7,0,24,2,3,3,36,4
2,7,1,36,2,2,2,36,11
3,7,0,12,2,7,3,12,6
3,7,0,36,1,6,3,48,99
3,7,0,12,2,0,3,24,48
1,7,3,120,3,5,3,120,175
1,7,1,48,2,8,2,48,1
3,7,0,24,2,1,3,24,4
1,7,1,12,2,4,2,12,6
3,7,1,36,3,5,2,60,136
1,7,1,12,2,2,1,24,2
3,7,1,36,2,4,2,24,52
1,7,3,60,3,5,3,60,108
3,7,1,12,2,1,2,24,36
1,7,1,12,2,5,2,12,3
3,7,1,12,2,2,2,24,23
3,7,1,12,2,4,2,24,17
3,7,0,12,2,7,3,12,8
3,11,0,12,2,0,0,12,11
3,7,1,12,1,1,2,24,12
1,7,1,60,1,1,2,60,3
3,11,0,24,2,0,3,24,15
3,7,1,48,1,4,2,24,44
1,7,0,36,2,4,3,36,8
3,7,1,12,3,5,2,24,4
3,8,0,12,1,6,3,12,57
3,7,0,48,2,5,3,24,819
3,7,1,60,3,5,2,60,26
3,7,0,48,2,2,3,48,78
3,7,1,12,2,2,2,24,41
1,7,1,24,2,0,2,72,119
3,7,0,12,3,5,3,12,5
3,7,1,48,2,0,2,24,55
3,7,0,36,3,5,3,24,48
2,7,2,108,2,2,2,108,15
3,7,1,12,2,0,2,24,21
1,7,3,156,2,1,3,156,19
3,7,0,24,1,7,3,24,10
3,11,3,60,2,2,3,96,1067
3,7,1,36,2,1,2,24,42
3,7,0,48,2,0,3,24,56
3,7,1,48,0,2,2,36,64
3,7,0,12,2,3,3,24,44
3,7,0,36,2,1,3,24,55
1,7,0,120,2,2,3,12,60
1,7,0,12,2,7,3,12,39
3,7,0,12,3,5,3,24,36
3,3,0,60,2,2,3,108,142
1,7,1,24,2,5,2,24,8
1,7,1,12,2,1,1,24,15
1,7,1,12,2,0,2,12,11
1,7,3,144,2,7,3,144,187
3,7,0,36,3,5,3,24,48
1,7,1,48,2,2,2,48,3
3,7,0,36,2,1,3,36,10
1,7,1,12,2,8,2,24,4
1,7,2,132,2,0,2,12,79
1,7,2,48,0,0,2,48,5
3,8,0,12,2,2,3,12,64
3,7,1,36,2,2,2,36,7
3,7,1,24,2,4,2,24,4
3,7,0,36,2,6,3,36,4
3,7,1,12,2,2,2,12,20
3,7,3,12,3,5,3,12,129
3,7,1,12,2,1,1,12,11
3,7,0,48,2,0,3,36,71
3,7,1,48,2,2,1,24,42
3,7,2,96,0,0,2,96,154
3,7,1,36,2,0,2,36,75
3,7,1,36,1,2,2,24,47
3,7,0,36,2,2,3,36,95
3,7,1,36,2,5,2,36,4
3,7,1,24,0,0,2,24,8
3,7,1,12,0,1,2,24,4
1,7,0,12,2,2,3,12,143
1,7,3,24,1,8,3,24,8
3,7,1,48,2,4,2,24,33
1,7,0,24,2,2,3,24,1
3,3,3,120,0,0,3,120,272
3,7,1,48,2,8,2,72,169
1,7,2,60,2,5,2,60,37
1,3,1,96,2,1,2,96,6
3,7,0,12,2,7,3,36,66
3,7,0,12,2,2,0,24,29
1,7,3,144,2,2,3,156,470
1,7,0,72,2,0,3,108,101
3,3,1,60,2,4,2,60,6
3,7,1,48,2,0,2,36,71
3,7,1,48,3,5,2,24,41
1,7,1,12,2,5,2,24,1
3,7,1,12,2,2,2,24,4
3,7,2,24,1,0,2,60,989
3,7,0,12,3,5,0,12,9
3,7,1,48,0,2,2,36,67
3,8,0,24,2,0,3,12,40
3,8,0,72,2,3,3,24,56
3,7,0,12,2,5,3,24,18
3,7,0,60,2,2,3,132,164
3,7,0,48,2,0,3,36,63
3,7,1,24,2,0,2,48,124
3,7,1,12,2,8,2,24,10
3,7,3,36,2,3,3,36,3
3,7,1,12,2,1,2,60,96
1,7,2,36,2,2,2,36,17
1,7,3,60,3,5,3,60,56
3,7,0,12,2,0,3,12,24
1,7,2,24,2,4,2,24,21
1,7,0,36,2,7,3,36,3
3,7,1,12,1,2,2,24,9
3,7,1,12,1,2,2,24,6
3,7,0,48,2,0,3,60,18
1,11,1,12,2,2,2,12,5
3,7,2,60,0,1,2,60,114
1,7,0,12,2,2,3,12,87
3,7,1,12,1,1,2,24,33
3,7,0,12,0,3,3,36,42
3,7,1,12,2,5,2,24,41
3,7,0,48,2,2,3,24,33
3,7,1,48,2,0,2,36,79
1,7,0,24,3,2,0,24,3
3,7,0,12,2,1,3,24,16
3,7,1,24,2,0,2,24,74
1,7,3,60,2,2,3,60,20
3,3,1,12,2,0,2,12,7
3,7,0,24,3,5,3,24,79
1,7,3,24,2,2,3,24,32
3,7,1,108,1,5,2,120,19
3,7,0,24,2,6,3,24,15
3,7,0,12,2,6,3,36,49
1,7,2,108,2,4,2,108,8
3,7,1,48,2,0,2,60,39
3,7,1,48,2,2,2,24,42
3,7,0,48,2,2,3,24,37
3,7,1,12,2,1,2,24,28
3,7,2,96,2,0,2,96,20
3,7,0,48,2,2,3,12,32
3,7,0,36,2,0,3,24,61
3,7,0,60,2,2,3,60,10
1,7,0,24,2,0,3,36,43
1,7,1,48,2,1,2,48,4
3,7,0,96,2,2,3,96,5
3,7,3,12,1,0,3,12,26
1,7,1,36,3,8,2,36,11
3,7,1,12,1,1,2,36,57
3,3,1,24,2,5,2,24,25
3,7,1,36,2,0,2,12,37
3,7,1,36,2,2,2,36,7
1,7,1,72,3,5,2,72,9
3,7,1,12,2,0,2,24,7
2,3,0,36,2,0,3,36,9
3,7,0,24,2,3,3,36,5
1,7,1,72,2,0,2,72,4
3,7,0,12,2,1,3,24,67
1,7,2,36,2,0,2,36,48
3,7,0,24,3,5,3,24,6
1,7,3,36,2,0,3,36,1
1,7,1,72,3,2,2,72,4
3,7,3,36,3,7,3,36,46
3,7,1,36,2,8,2,12,38
1,7,0,24,2,2,3,24,3
3,7,1,48,2,2,2,24,32
3,7,1,12,1,1,1,12,8
3,7,1,24,2,4,2,24,13
1,7,1,12,2,0,2,24,15
3,7,0,12,2,0,3,72,170
3,7,1,12,2,8,2,36,60
3,7,0,36,2,1,3,36,5
3,3,2,72,0,1,2,84,122
1,7,1,24,2,4,2,24,6
3,7,0,24,2,0,3,24,8
3,7,0,12,2,0,3,12,14
1,7,2,48,2,8,2,48,12
3,7,1,36,2,5,2,36,3
3,11,2,120,2,2,2,120,5
3,7,1,24,2,4,2,36,74
3,3,0,48,2,2,3,24,46
3,7,1,36,1,2,2,36,89
3,7,0,24,1,3,3,36,8
3,7,0,48,2,2,3,12,26
3,7,0,36,0,0,3,48,26
3,7,0,36,2,1,3,24,62
3,8,1,12,2,1,1,24,20
3,7,2,36,1,2,2,36,4
3,7,0,48,2,2,0,12,24
3,7,0,36,2,0,3,48,50
3,7,1,12,2,4,2,24,29
3,7,0,48,2,8,3,48,97
3,7,1,12,2,4,2,24,44
3,7,1,12,2,1,2,24,39
3,8,0,12,1,5,3,60,153
3,7,0,12,2,5,3,24,4
3,7,0,36,1,1,3,36,6
3,7,0,12,2,0,3,24,73
1,8,0,24,2,0,3,24,75
3,7,1,12,2,0,2,24,28
3,7,1,36,2,0,2,36,95
3,7,2,72,2,1,2,72,124
1,7,3,72,2,3,3,72,8
3,7,0,48,2,3,3,24,42
3,7,0,48,2,6,3,24,35
3,7,1,48,2,8,2,48,12
1,7,0,24,3,5,3,24,2
1,7,0,24,3,5,3,24,8
3,7,1,24,2,2,2,24,6
3,7,1,12,2,2,2,72,145
1,7,0,48,2,0,3,48,7
1,7,0,48,2,0,3,48,5
1,7,3,156,1,2,3,156,176
3,7,0,48,2,1,3,36,71
3,7,0,12,2,8,0,12,5
3,7,2,144,2,0,2,144,37
1,7,1,24,3,5,2,36,1
3,7,1,48,0,2,1,36,88
3,7,0,12,2,8,3,96,209
3,7,0,12,2,7,0,48,66
1,7,1,12,2,0,2,12,155
3,7,0,12,3,5,3,24,28
3,7,1,12,2,5,2,24,29
3,3,1,48,2,2,2,60,45
3,7,0,12,3,5,3,24,71
1,7,3,168,0,3,3,168,20
1,7,1,12,2,0,2,12,7
1,7,2,72,1,0,2,72,19
1,7,1,24,2,2,2,24,5
3,7,3,12,2,0,3,12,4
3,7,1,24,1,1,2,36,26
3,7,1,12,2,1,2,36,51
3,7,0,24,2,7,0,24,7
3,7,0,12,2,1,0,24,4
3,7,0,24,2,2,3,24,4
1,7,2,144,0,4,2,144,21
3,7,1,48,2,4,2,24,46
3,7,0,24,2,6,3,24,7
3,11,1,12,2,0,2,36,55
3,7,0,12,2,0,3,24,5
3,7,1,24,2,8,2,36,4
3,7,1,36,1,1,2,24,41
3,7,0,48,3,3,0,24,34
1,7,3,12,2,1,3,12,5
3,7,0,12,2,6,3,12,68
1,7,3,36,2,0,3,48,9
3,3,1,24,2,1,1,12,46
3,7,0,36,2,0,3,48,31
1,7,1,24,2,0,2,24,7
3,7,1,12,2,4,2,24,43
3,7,1,48,2,4,2,24,56
3,7,0,12,1,2,3,24,47
3,7,1,12,2,0,2,24,79
3,7,0,24,2,1,3,24,31
1,7,0,72,2,2,3,72,2
1,7,0,72,2,7,3,72,10
3,7,1,12,2,2,2,36,64
1,7,1,24,2,2,2,24,13
3,7,0,36,2,8,3,12,33
3,7,2,12,2,1,2,12,4
1,7,1,24,2,5,2,24,14
3,7,1,36,2,2,2,36,37
1,7,3,72,2,7,3,84,35
3,7,0,12,2,7,3,24,20
1,7,0,48,2,3,3,48,8
1,7,0,36,2,2,3,48,10
1,7,2,60,3,5,2,72,6
3,7,2,48,0,4,2,48,40
1,7,3,12,2,0,3,12,44
3,7,0,12,2,3,3,24,22
3,7,0,48,2,2,3,36,72
3,7,1,12,2,4,2,24,37
1,7,1,12,1,0,2,24,39
3,7,0,24,2,2,3,24,66
3,7,0,12,2,1,3,36,71
1,7,1,12,3,2,2,12,78
3,7,1,48,3,4,2,24,34
3,7,0,36,2,6,3,36,92
3,7,1,12,2,0,2,24,43
3,7,2,108,2,0,2,108,95
3,7,1,12,2,2,2,24,45
3,7,0,12,2,7,3,36,63
3,7,0,12,2,7,3,24,6
3,7,1,12,2,5,2,36,48
3,7,0,12,2,3,0,12,4
1,7,1,24,2,8,2,24,4
3,7,1,72,3,5,2,72,4
3,7,1,12,2,0,2,24,4
1,7,3,144,2,5,3,144,22
3,7,0,12,2,8,3,24,42
3,7,0,72,2,8,3,72,5
3,8,0,24,2,1,3,36,102
3,11,0,12,2,1,3,24,18
3,7,1,24,2,0,2,36,6
3,7,1,24,2,5,2,24,4
3,3,1,24,2,8,2,48,913
3,7,0,24,2,2,3,48,53
3,7,1,48,2,0,2,48,26
1,7,0,48,3,6,3,48,15
3,7,0,12,2,0,3,36,69
