intake_type,intake_condition,sex_intake,breed,CoatColor,CoatPattern,age_intake_months,stay_length,intake_type_encoded,intake_condition_encoded,sex_intake_encoded,breed_encoded,CoatColor_encoded,CoatPattern_encoded
Stray,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,2,38,2,3,0,0,8,1
Stray,Normal,Male,Domestic_Shorthair,White_Mix,Solid,1,50,2,3,1,0,9,1
Stray,Normal,Female,Domestic_Shorthair,Black,Solid,12,27,2,3,0,0,0,1
Owner_Surrender,Normal,Female,Other,Calico_or_Calico_mix,Solid,24,6,1,3,0,2,4,1
Other,Normal,Male,Domestic_Shorthair,Black,Solid,36,8,0,3,1,0,0,1
Stray,Sick,Female,Domestic_Shorthair,White_Mix,Solid,24,27,2,7,0,0,9,1
Owner_Surrender,Normal,Female,Domestic_Shorthair,Brown,Tabby,72,77,1,3,0,0,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,4,142,2,3,0,1,8,1
Other,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,156,17,0,3,0,0,4,1
Owner_Surrender,Normal,Male,Domestic_Shorthair,Orange,Tabby,12,21,1,3,1,0,5,2
Stray,Neonatal,Male,Domestic_Shorthair,Orange,Tabby,1,56,2,2,1,0,5,2
Stray,Sick,Male,Domestic_Shorthair,Brown,Tabby,24,45,2,7,1,0,3,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,0,101,2,3,1,1,1,1
Owner_Surrender,Normal,Female,Domestic_Shorthair,Brown,Tabby,1,5,1,3,0,0,3,2
Other,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,24,6,0,3,1,1,0,1
Stray,Normal,Male,Domestic_Shorthair,Orange,Tabby,1,79,2,3,1,0,5,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,120,90,1,3,0,1,4,1
Stray,Normal,Female,Domestic_Shorthair,Other,Tabby,9,14,2,3,0,0,6,2
Stray,Normal,Male,Other,Orange,Tabby,1,103,2,3,1,2,5,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,3,61,2,3,0,1,3,2
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,1,4,2,3,1,0,0,1
Owner_Surrender,Normal,Female,Other,Black,Solid,156,24,1,3,0,2,0,1
Owner_Surrender,Normal,Female,Domestic_Shorthair,Orange,Tabby,2,10,1,3,0,0,5,2
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,1,53,2,3,1,0,3,2
Other,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,1,30,0,3,0,0,1,1
Stray,Normal,Male,Other,Other,Other,1,106,2,3,1,2,6,0
Owner_Surrender,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,120,80,1,3,0,0,1,1
Stray,Injured,Female,Domestic_Shorthair_Mix,Blue,Tabby,36,67,2,1,0,1,2,2
Owner_Surrender,Injured,Male,Domestic_Shorthair,Orange,Tabby,6,15,1,1,1,0,5,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,11,21,2,3,1,1,1,1
Other,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,11,28,0,3,0,0,4,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,60,1,1,3,1,1,3,2
Owner_Surrender,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,24,67,1,3,0,0,4,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,2,110,2,3,0,1,2,2
Owner_Surrender,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,1,52,1,3,0,0,4,1
Owner_Surrender,Normal,Male,Other,Other,Other,3,2,1,3,1,2,6,0
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,48,10,1,3,1,1,1,1
Stray,Normal,Female,Domestic_Shorthair,Other,Solid,1,40,2,3,0,0,6,1
Stray,Normal,Male,Other,Other,Solid,4,4,2,3,1,2,6,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,5,2,1,3,1,1,3,2
Stray,Normal,Male,Other,Other,Solid,1,19,2,3,1,2,6,1
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,24,62,2,3,1,0,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Tabby,1,40,2,3,0,1,9,2
Owner_Surrender,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,1,4,1,3,0,0,7,1
Stray,Normal,Male,Domestic_Shorthair,Other,Other,2,4,2,3,1,0,6,0
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,7,11,2,3,1,0,3,2
Owner_Surrender,Injured,Male,Other,Other,Other,24,16,1,1,1,2,6,0
Owner_Surrender,Normal,Female,Domestic_Shorthair,Brown,Tabby,1,54,1,3,0,0,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,0,86,2,3,0,1,3,2
Other,Normal,Female,Other,Black,Solid,132,20,0,3,0,2,0,1
Owner_Surrender,Normal,Male,Domestic_Shorthair,Black,Solid,120,4,1,3,1,0,0,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,24,5,2,3,0,1,3,2
Stray,Nursing,Male,Other,Other,Other,0,61,2,4,1,2,6,0
Stray,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,12,8,2,3,0,0,4,1
Stray,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,36,20,2,3,0,0,1,1
Owner_Surrender,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,3,15,1,3,0,0,7,1
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,1,8,2,3,1,0,0,1
Stray,Normal,Female,Other,Torbie_or_Torbie_mix,Solid,1,65,2,3,0,2,7,1
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,3,35,2,3,1,0,0,1
Stray,Nursing,Female,Domestic_Shorthair,Blue,Tabby,1,31,2,4,0,0,2,2
Stray,Normal,Female,Domestic_Shorthair,Black,Solid,2,38,2,3,0,0,0,1
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,3,8,2,3,0,0,3,2
Stray,Normal,Male,Domestic_Shorthair,Other,Tabby,4,115,2,3,1,0,6,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,12,90,2,3,0,1,3,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,3,3,1,3,0,1,3,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,12,19,1,3,0,1,8,1
Stray,Normal,Male,Domestic_Shorthair,Blue,Solid,1,34,2,3,1,0,2,1
Stray,Injured,Female,Other,Black_N_White,Solid,1,58,2,1,0,2,1,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,0,130,2,3,0,1,4,1
Stray,Normal,Female,Other,Other,Tabby,60,33,2,3,0,2,6,2
Stray,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,4,4,2,3,0,0,4,1
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,1,49,2,3,1,0,1,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Other,Other,84,14,1,3,0,1,6,0
Owner_Surrender,Nursing,Female,Other,Other,Other,24,89,1,4,0,2,6,0
Owner_Surrender,Normal,Female,Other,Tortie_or_Tortie_mix,Solid,24,30,1,3,0,2,8,1
Stray,Neonatal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,0,72,2,2,0,0,4,1
Owner_Surrender,Normal,Male,Domestic_Shorthair,Brown,Tabby,7,3,1,3,1,0,3,2
Owner_Surrender,Normal,Male,Other,White_Mix,Solid,5,18,1,3,1,2,9,1
Stray,Normal,Male,Domestic_Shorthair,Other,Tabby,5,4,2,3,1,0,6,2
Other,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,24,26,0,3,1,0,1,1
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,7,6,2,3,1,0,3,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,24,77,2,3,1,1,1,1
Stray,Sick,Male,Other,Black_N_White,Solid,1,57,2,7,1,2,1,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,3,51,2,3,0,1,0,1
Stray,Normal,Male,Other,Brown,Tabby,3,15,2,3,1,2,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,48,39,2,3,0,1,1,1
Stray,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,5,21,2,3,0,0,1,1
Owner_Surrender,Normal,Female,Other,Black_N_White,Solid,12,22,1,3,0,2,1,1
Stray,Normal,Male,Domestic_Shorthair,Blue,Tabby,0,92,2,3,1,0,2,2
Owner_Surrender,Normal,Female,Domestic_Shorthair,Orange,Tabby,4,20,1,3,0,0,5,2
Stray,Injured,Female,Domestic_Shorthair,Black,Solid,1,62,2,1,0,0,0,1
Stray,Normal,Female,Domestic_Shorthair,Blue,Tabby,5,11,2,3,0,0,2,2
Stray,Injured,Male,Other,Black,Solid,12,21,2,1,1,2,0,1
Stray,Injured,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,6,13,2,1,0,1,8,1
Owner_Surrender,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,96,3,1,3,1,0,1,1
Owner_Surrender,Normal,Female,Domestic_Shorthair,Other,Tabby,12,79,1,3,0,0,6,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,1,97,2,3,0,1,7,1
Stray,Injured,Male,Domestic_Shorthair,Brown,Tabby,1,21,2,1,1,0,3,2
Owner_Surrender,Normal,Female,Other,Black,Solid,168,20,1,3,0,2,0,1
Stray,Normal,Female,Domestic_Shorthair,Blue,Tabby,5,14,2,3,0,0,2,2
Stray,Injured,Male,Domestic_Shorthair,Blue,Solid,6,4,2,1,1,0,2,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Tabby,4,60,1,3,1,1,0,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,2,27,1,3,0,1,0,1
Owner_Surrender,Normal,Female,Domestic_Shorthair,Brown,Tabby,9,21,1,3,0,0,3,2
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Blue,Solid,1,29,1,3,1,1,2,1
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Tabby,2,18,2,3,1,0,1,2
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,1,13,2,3,0,0,3,2
Owner_Surrender,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,4,57,1,3,0,0,7,1
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,12,4,2,3,1,0,1,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,2,36,1,3,0,1,3,2
Owner_Surrender,Normal,Male,Other,Brown,Tabby,1,55,1,3,1,2,3,2
Stray,Normal,Female,Other,White_Mix,Solid,1,5,2,3,0,2,9,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,180,58,1,3,1,1,1,1
Stray,Normal,Female,Domestic_Shorthair,Blue,Solid,3,8,2,3,0,0,2,1
Owner_Surrender,Normal,Male,Domestic_Shorthair,Brown,Tabby,3,47,1,3,1,0,3,2
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,2,99,2,3,1,0,0,1
Stray,Sick,Male,Domestic_Shorthair_Mix,Orange,Tabby,1,52,2,7,1,1,5,2
Owner_Surrender,Sick,Female,Domestic_Shorthair,Brown,Tabby,10,3,1,7,0,0,3,2
Stray,Injured,Male,Domestic_Shorthair,Black,Solid,4,32,2,1,1,0,0,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,24,16,1,3,0,1,3,2
Owner_Surrender,Normal,Female,Domestic_Shorthair,Black,Solid,1,15,1,3,0,0,0,1
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,6,15,2,3,0,0,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,72,10,2,3,0,1,1,1
Stray,Nursing,Male,Other,Other,Solid,1,51,2,4,1,2,6,1
Stray,Normal,Female,Other,Blue,Tabby,12,6,2,3,0,2,2,2
Stray,Normal,Male,Domestic_Shorthair,Blue,Tabby,1,73,2,3,1,0,2,2
Stray,Normal,Male,Domestic_Shorthair,White_Mix,Tabby,2,6,2,3,1,0,9,2
Owner_Surrender,Normal,Male,Domestic_Shorthair,Brown,Tabby,1,3,1,3,1,0,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,1,25,2,3,0,1,4,1
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,3,4,2,3,1,0,0,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,12,77,2,3,0,1,4,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,11,24,1,3,1,1,3,2
Stray,Normal,Male,Domestic_Shorthair,Other,Tabby,3,4,2,3,1,0,6,2
Owner_Surrender,Normal,Male,Other,Brown,Tabby,6,8,1,3,1,2,3,2
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,1,33,2,3,0,0,3,2
Stray,Injured,Male,Domestic_Shorthair,White_Mix,Solid,3,10,2,1,1,0,9,1
Owner_Surrender,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,4,41,1,3,0,0,4,1
Stray,Nursing,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,12,60,2,4,0,1,8,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Other,Other,120,34,2,3,0,1,6,0
Stray,Normal,Male,Other,Brown,Tabby,4,113,2,3,1,2,3,2
Owner_Surrender,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,12,3,1,3,0,0,8,1
Stray,Normal,Male,Domestic_Shorthair,White_Mix,Tabby,1,87,2,3,1,0,9,2
Stray,Sick,Male,Domestic_Shorthair_Mix,White_Mix,Solid,4,53,2,7,1,1,9,1
Owner_Surrender,Normal,Male,Domestic_Shorthair,Other,Tabby,120,19,1,3,1,0,6,2
Stray,Normal,Female,Domestic_Shorthair,White_Mix,Solid,1,3,2,3,0,0,9,1
Owner_Surrender,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,1,22,1,3,0,0,8,1
Owner_Surrender,Normal,Male,Domestic_Shorthair,Black,Solid,4,5,1,3,1,0,0,1
Stray,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,1,48,2,3,0,0,1,1
Stray,Sick,Female,Domestic_Shorthair,Brown,Tabby,6,103,2,7,0,0,3,2
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,1,87,2,3,0,0,3,2
Other,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,3,8,0,3,0,0,7,1
Owner_Surrender,Normal,Female,Other,Brown,Tabby,1,46,1,3,0,2,3,2
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,144,99,1,3,1,1,0,1
Other,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,24,21,0,3,0,0,7,1
Owner_Surrender,Normal,Female,Other,Black,Solid,4,7,1,3,0,2,0,1
Owner_Surrender,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,2,74,1,3,0,0,8,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Solid,48,4,2,3,1,1,6,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,0,62,2,3,1,1,1,1
Stray,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Tabby,4,5,2,3,0,1,9,2
Stray,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,1,72,2,3,0,0,1,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,2,19,1,3,0,1,1,1
Stray,Sick,Male,Other,Black,Other,24,90,2,7,1,2,0,0
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Solid,5,6,2,3,0,1,2,1
Stray,Injured,Male,Domestic_Shorthair,Brown,Tabby,1,38,2,1,1,0,3,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,1,100,1,3,0,1,3,2
Stray,Normal,Male,Domestic_Shorthair,White_Mix,Tabby,1,38,2,3,1,0,9,2
Stray,Sick,Male,Domestic_Shorthair_Mix,Black,Solid,1,14,2,7,1,1,0,1
Stray,Normal,Female,Other,Black,Solid,1,35,2,3,0,2,0,1
Stray,Normal,Male,Domestic_Shorthair,White_Mix,Solid,1,6,2,3,1,0,9,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,24,5,2,3,1,1,3,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,24,26,2,3,1,1,5,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,84,25,1,3,0,1,1,1
Owner_Surrender,Normal,Male,Other,Brown,Tabby,24,3,1,3,1,2,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,0,60,2,3,0,1,0,1
Stray,Injured,Male,Domestic_Shorthair,Black,Solid,24,45,2,1,1,0,0,1
Stray,Normal,Male,Other,Other,Tabby,1,8,2,3,1,2,6,2
Stray,Normal,Male,Other,Black,Solid,24,25,2,3,1,2,0,1
Other,Injured,Female,Domestic_Shorthair_Mix,Other,Tabby,4,42,0,1,0,1,6,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,36,5,1,3,0,1,1,1
Stray,Normal,Female,Other,Blue,Tabby,1,68,2,3,0,2,2,2
Stray,Normal,Female,Domestic_Shorthair,Orange,Tabby,1,61,2,3,0,0,5,2
Stray,Normal,Male,Other,White_Mix,Tabby,1,23,2,3,1,2,9,2
Owner_Surrender,Normal,Male,Other,Brown,Tabby,24,10,1,3,1,2,3,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,156,4,1,3,0,1,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Other,0,89,2,3,0,1,4,0
Stray,Normal,Male,Other,Blue,Solid,1,48,2,3,1,2,2,1
Stray,Normal,Female,Other,White_Mix,Solid,24,7,2,3,0,2,9,1
Stray,Normal,Male,Domestic_Shorthair,White_Mix,Tabby,2,8,2,3,1,0,9,2
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,3,123,2,3,1,0,0,1
Stray,Normal,Male,Domestic_Shorthair,Orange,Tabby,2,26,2,3,1,0,5,2
Stray,Normal,Male,Domestic_Shorthair,Orange,Tabby,2,10,2,3,1,0,5,2
Stray,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,1,56,2,3,0,0,4,1
Stray,Normal,Male,Other,White_Mix,Tabby,2,12,2,3,1,2,9,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,1,12,2,3,1,1,0,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,7,5,2,3,1,1,1,1
Stray,Normal,Male,Other,Orange,Tabby,60,5,2,3,1,2,5,2
Stray,Normal,Male,Domestic_Shorthair,Orange,Tabby,1,102,2,3,1,0,5,2
Owner_Surrender,Normal,Female,Other,Black,Solid,8,11,1,3,0,2,0,1
Stray,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Solid,1,7,2,3,1,1,9,1
Owner_Surrender,Sick,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,2,16,1,7,0,0,8,1
Owner_Surrender,Normal,Female,Other,Black,Tabby,1,2,1,3,0,2,0,2
Stray,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,5,7,2,3,0,0,8,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Blue,Solid,3,9,1,3,1,1,2,1
Owner_Surrender,Normal,Female,Domestic_Shorthair,Blue,Solid,12,6,1,3,0,0,2,1
Stray,Normal,Male,Other,Other,Other,2,10,2,3,1,2,6,0
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,36,15,2,3,0,0,3,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,112,2,3,1,1,3,2
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,1,42,1,3,1,1,0,1
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,1,69,2,3,1,0,0,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,0,87,2,3,0,1,1,1
Stray,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Tabby,1,97,2,3,1,1,9,2
Stray,Normal,Female,Domestic_Shorthair,Orange,Tabby,2,57,2,3,0,0,5,2
Stray,Injured,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,48,69,2,1,0,0,8,1
Owner_Surrender,Normal,Male,Domestic_Shorthair,Black,Solid,120,65,1,3,1,0,0,1
Stray,Normal,Male,Other,Orange,Tabby,4,6,2,3,1,2,5,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,96,75,2,3,1,1,5,2
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,9,14,1,3,1,1,6,2
Owner_Surrender,Normal,Female,Domestic_Shorthair,Black,Solid,1,31,1,3,0,0,0,1
Stray,Pregnant,Female,Domestic_Shorthair,Orange,Tabby,12,93,2,6,0,0,5,2
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,1,69,2,3,1,0,3,2
Owner_Surrender,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,1,25,1,3,0,0,8,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,84,4,1,3,0,1,1,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,12,148,2,3,1,1,5,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,24,13,2,3,0,1,3,2
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,0,53,2,3,1,0,3,2
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,36,42,1,3,1,1,0,1
Other,Normal,Female,Domestic_Shorthair,Black,Solid,24,15,0,3,0,0,0,1
Stray,Normal,Male,Domestic_Shorthair,Blue,Tabby,1,39,2,3,1,0,2,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,12,3,1,3,0,1,1,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Other,Tabby,120,116,1,3,0,1,6,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,2,25,2,3,1,1,2,2
Owner_Surrender,Normal,Male,Domestic_Shorthair,Black,Solid,1,18,1,3,1,0,0,1
Stray,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,7,7,2,3,0,0,4,1
Owner_Surrender,Normal,Male,Domestic_Shorthair,Black,Solid,10,149,1,3,1,0,0,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,5,3,1,3,0,1,7,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,5,19,2,3,1,1,1,1
Stray,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,7,9,2,3,0,0,7,1
Stray,Normal,Female,Domestic_Shorthair,Blue,Tabby,2,4,2,3,0,0,2,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,0,72,2,3,1,1,5,2
Stray,Sick,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,8,54,2,7,0,0,4,1
Stray,Normal,Male,Domestic_Shorthair,White_Mix,Solid,2,24,2,3,1,0,9,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,36,30,2,3,0,1,8,1
Stray,Normal,Female,Other,Other,Solid,12,28,2,3,0,2,6,1
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,3,8,2,3,1,0,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,120,24,2,3,0,1,3,2
Stray,Neonatal,Male,Domestic_Shorthair,Black,Solid,1,49,2,2,1,0,0,1
Owner_Surrender,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,1,42,1,3,0,0,1,1
Stray,Normal,Female,Other,White_Mix,Tabby,6,9,2,3,0,2,9,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,0,94,1,3,0,1,3,2
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,76,1,3,1,1,1,1
Stray,Nursing,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,0,83,2,4,0,1,1,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,24,26,1,3,0,1,3,2
Stray,Injured,Female,Domestic_Shorthair,Black_N_White,Solid,6,27,2,1,0,0,1,1
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,1,55,2,3,1,0,3,2
Stray,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,1,31,2,3,0,0,1,1
Stray,Normal,Female,Other,Brown,Tabby,12,58,2,3,0,2,3,2
Owner_Surrender,Normal,Female,Other,Other,Solid,2,4,1,3,0,2,6,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,133,2,3,1,1,1,1
Stray,Normal,Male,Domestic_Shorthair,Other,Tabby,1,50,2,3,1,0,6,2
Stray,Injured,Male,Other,Black,Solid,24,33,2,1,1,2,0,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,12,11,2,3,1,1,2,2
Stray,Nursing,Female,Domestic_Shorthair,Brown,Tabby,0,60,2,4,0,0,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,24,9,2,3,0,1,2,2
Stray,Normal,Male,Other,Blue,Solid,1,16,2,3,1,2,2,1
Stray,Normal,Male,Other,Black,Solid,3,4,2,3,1,2,0,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,12,7,2,3,0,1,7,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,1,54,1,3,0,1,7,1
Stray,Nursing,Female,Domestic_Shorthair_Mix,Orange,Tabby,1,46,2,4,0,1,5,2
Stray,Normal,Female,Domestic_Shorthair,Black,Solid,1,102,2,3,0,0,0,1
Stray,Injured,Male,Domestic_Shorthair,Blue,Tabby,1,32,2,1,1,0,2,2
Owner_Surrender,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,24,142,1,3,0,0,7,1
Stray,Nursing,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,1,55,2,4,0,1,4,1
Other,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,48,22,0,3,0,0,1,1
Stray,Normal,Male,Domestic_Shorthair,Other,Tabby,2,49,2,3,1,0,6,2
Stray,Normal,Female,Other,Tortie_or_Tortie_mix,Solid,1,28,2,3,0,2,8,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,37,1,3,1,1,1,1
Other,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,60,24,0,3,0,0,7,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,60,31,2,3,1,1,5,2
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Tabby,3,9,1,3,1,1,9,2
