intake_type,intake_condition,sex_intake,breed,CoatColor,CoatPattern,age_intake_months,stay_length
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,11,24
Stray,Normal,Male,Domestic_Shorthair,Other,Tabby,3,4
Owner_Surrender,Normal,Male,Other,Brown,Tabby,6,8
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,1,33
Stray,Injured,Male,Domestic_Shorthair,White_Mix,Solid,3,10
Owner_Surrender,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,4,41
Stray,Nursing,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,12,60
Stray,Normal,Female,Domestic_Shorthair_Mix,Other,Other,120,34
Stray,Normal,Male,Other,Brown,Tabby,4,113
Owner_Surrender,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,12,3
Stray,Normal,Male,Domestic_Shorthair,White_Mix,Tabby,1,87
Stray,Sick,Male,Domestic_Shorthair_Mix,White_Mix,Solid,4,53
Owner_Surrender,Normal,Male,Domestic_Shorthair,Other,Tabby,120,19
Stray,Normal,Female,Domestic_Shorthair,White_Mix,Solid,1,3
Owner_Surrender,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,1,22
Owner_Surrender,Normal,Male,Domestic_Shorthair,Black,Solid,4,5
Stray,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,1,48
Stray,Sick,Female,Domestic_Shorthair,Brown,Tabby,6,103
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,1,87
Other,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,3,8
Owner_Surrender,Normal,Female,Other,Brown,Tabby,1,46
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,144,99
Other,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,24,21
Owner_Surrender,Normal,Female,Other,Black,Solid,4,7
Owner_Surrender,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,2,74
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Solid,48,4
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,0,62
Stray,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Tabby,4,5
Stray,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,1,72
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,2,19
Stray,Sick,Male,Other,Black,Other,24,90
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Solid,5,6
Stray,Injured,Male,Domestic_Shorthair,Brown,Tabby,1,38
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,1,100
Stray,Normal,Male,Domestic_Shorthair,White_Mix,Tabby,1,38
Stray,Sick,Male,Domestic_Shorthair_Mix,Black,Solid,1,14
Stray,Normal,Female,Other,Black,Solid,1,35
Stray,Normal,Male,Domestic_Shorthair,White_Mix,Solid,1,6
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,24,5
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,24,26
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,84,25
Owner_Surrender,Normal,Male,Other,Brown,Tabby,24,3
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,0,60
Stray,Injured,Male,Domestic_Shorthair,Black,Solid,24,45
Stray,Normal,Male,Other,Other,Tabby,1,8
Stray,Normal,Male,Other,Black,Solid,24,25
Other,Injured,Female,Domestic_Shorthair_Mix,Other,Tabby,4,42
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,36,5
Stray,Normal,Female,Other,Blue,Tabby,1,68
Stray,Normal,Female,Domestic_Shorthair,Orange,Tabby,1,61
Stray,Normal,Male,Other,White_Mix,Tabby,1,23
Owner_Surrender,Normal,Male,Other,Brown,Tabby,24,10
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,156,4
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Other,0,89
Stray,Normal,Male,Other,Blue,Solid,1,48
Stray,Normal,Female,Other,White_Mix,Solid,24,7
Stray,Normal,Male,Domestic_Shorthair,White_Mix,Tabby,2,8
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,3,123
Stray,Normal,Male,Domestic_Shorthair,Orange,Tabby,2,26
Stray,Normal,Male,Domestic_Shorthair,Orange,Tabby,2,10
Stray,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,1,56
Stray,Normal,Male,Other,White_Mix,Tabby,2,12
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,1,12
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,7,5
Stray,Normal,Male,Other,Orange,Tabby,60,5
Stray,Normal,Male,Domestic_Shorthair,Orange,Tabby,1,102
Owner_Surrender,Normal,Female,Other,Black,Solid,8,11
Stray,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Solid,1,7
Owner_Surrender,Sick,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,2,16
Owner_Surrender,Normal,Female,Other,Black,Tabby,1,2
Stray,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,5,7
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Blue,Solid,3,9
Owner_Surrender,Normal,Female,Domestic_Shorthair,Blue,Solid,12,6
Stray,Normal,Male,Other,Other,Other,2,10
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,36,15
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,112
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,1,42
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,1,69
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,0,87
Stray,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Tabby,1,97
Stray,Normal,Female,Domestic_Shorthair,Orange,Tabby,2,57
Stray,Injured,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,48,69
Owner_Surrender,Normal,Male,Domestic_Shorthair,Black,Solid,120,65
Stray,Normal,Male,Other,Orange,Tabby,4,6
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,96,75
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,9,14
Owner_Surrender,Normal,Female,Domestic_Shorthair,Black,Solid,1,31
Stray,Pregnant,Female,Domestic_Shorthair,Orange,Tabby,12,93
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,1,69
Owner_Surrender,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,1,25
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,84,4
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,12,148
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,24,13
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,0,53
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,36,42
Other,Normal,Female,Domestic_Shorthair,Black,Solid,24,15
Stray,Normal,Male,Domestic_Shorthair,Blue,Tabby,1,39
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,12,3
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Other,Tabby,120,116
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,2,25
Owner_Surrender,Normal,Male,Domestic_Shorthair,Black,Solid,1,18
Stray,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,7,7
Owner_Surrender,Normal,Male,Domestic_Shorthair,Black,Solid,10,149
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,5,3
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,5,19
Stray,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,7,9
Stray,Normal,Female,Domestic_Shorthair,Blue,Tabby,2,4
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,0,72
Stray,Sick,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,8,54
Stray,Normal,Male,Domestic_Shorthair,White_Mix,Solid,2,24
Stray,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,36,30
Stray,Normal,Female,Other,Other,Solid,12,28
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,3,8
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,120,24
Stray,Neonatal,Male,Domestic_Shorthair,Black,Solid,1,49
Owner_Surrender,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,1,42
Stray,Normal,Female,Other,White_Mix,Tabby,6,9
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,0,94
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,76
Stray,Nursing,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,0,83
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,24,26
Stray,Injured,Female,Domestic_Shorthair,Black_N_White,Solid,6,27
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,1,55
Stray,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,1,31
Stray,Normal,Female,Other,Brown,Tabby,12,58
Owner_Surrender,Normal,Female,Other,Other,Solid,2,4
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,133
Stray,Normal,Male,Domestic_Shorthair,Other,Tabby,1,50
Stray,Injured,Male,Other,Black,Solid,24,33
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,12,11
Stray,Nursing,Female,Domestic_Shorthair,Brown,Tabby,0,60
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,24,9
Stray,Normal,Male,Other,Blue,Solid,1,16
Stray,Normal,Male,Other,Black,Solid,3,4
Stray,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,12,7
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,1,54
Stray,Nursing,Female,Domestic_Shorthair_Mix,Orange,Tabby,1,46
Stray,Normal,Female,Domestic_Shorthair,Black,Solid,1,102
Stray,Injured,Male,Domestic_Shorthair,Blue,Tabby,1,32
Owner_Surrender,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,24,142
Stray,Nursing,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,1,55
Other,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,48,22
Stray,Normal,Male,Domestic_Shorthair,Other,Tabby,2,49
Stray,Normal,Female,Other,Tortie_or_Tortie_mix,Solid,1,28
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,37
Other,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,60,24
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,60,31
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Tabby,3,9
Stray,Normal,Male,Other,Other,Other,4,45
Owner_Surrender,Normal,Female,Domestic_Shorthair,Black,Solid,1,111
Stray,Normal,Female,Domestic_Shorthair_Mix,Other,Tabby,0,74
Stray,Normal,Female,Other,Blue,Solid,3,8
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,4,89
Stray,Sick,Female,Domestic_Shorthair,Blue,Tabby,0,85
Owner_Surrender,Normal,Male,Domestic_Shorthair,Black,Solid,36,111
Stray,Nursing,Male,Domestic_Shorthair,White_Mix,Tabby,1,38
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,1,7
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,1,80
Other,Normal,Female,Other,Other,Other,2,4
Owner_Surrender,Normal,Male,Other,Blue,Solid,4,6
Stray,Normal,Female,Other,Other,Other,1,73
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,12,10
Owner_Surrender,Normal,Female,Other,White_Mix,Tabby,5,5
Owner_Surrender,Normal,Male,Domestic_Shorthair,Black,Solid,10,9
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,11,2
Other,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,96,89
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,2,65
Other,Normal,Female,Other,Other,Solid,12,3
Stray,Normal,Male,Other,Orange,Tabby,24,4
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,3,21
Stray,Injured,Male,Domestic_Shorthair_Mix,Blue,Tabby,11,22
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,48,46
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,48,118
Stray,Normal,Female,Other,Other,Other,2,32
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,3,85
Stray,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Tabby,1,110
Stray,Injured,Male,Other,Black,Solid,1,7
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Solid,0,56
Stray,Sick,Female,Other,White_Mix,Solid,1,34
Stray,Normal,Female,Domestic_Shorthair,White_Mix,Solid,4,7
Stray,Normal,Female,Other,Blue,Other,12,81
Stray,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Solid,0,72
Stray,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,4,6
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,7,10
Owner_Surrender,Normal,Male,Domestic_Shorthair,White_Mix,Tabby,4,54
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,7,2
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,24,70
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,3,3
Stray,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,6,31
Stray,Normal,Female,Domestic_Shorthair,White_Mix,Tabby,0,108
Stray,Normal,Female,Other,Other,Other,12,10
Stray,Normal,Female,Domestic_Shorthair,Other,Tabby,0,57
Stray,Sick,Male,Domestic_Shorthair,Brown,Tabby,1,118
Owner_Surrender,Normal,Female,Domestic_Shorthair,Brown,Tabby,1,3
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,9,32
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,1,51
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,24,78
Stray,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,1,14
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,1,18
Owner_Surrender,Normal,Female,Domestic_Shorthair,Blue,Tabby,24,29
Stray,Normal,Male,Domestic_Shorthair,Other,Tabby,1,31
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,108,6
Owner_Surrender,Normal,Male,Domestic_Shorthair,Orange,Tabby,1,49
Stray,Normal,Male,Other,Black,Solid,2,142
Stray,Normal,Male,Other,Blue,Solid,36,14
Stray,Normal,Female,Domestic_Shorthair,Blue,Tabby,2,6
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,4,79
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,1,129
Stray,Injured,Male,Domestic_Shorthair,Brown,Tabby,36,26
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,60,26
Owner_Surrender,Normal,Female,Other,Brown,Tabby,84,10
Stray,Normal,Male,Other,Brown,Tabby,12,5
Stray,Injured,Female,Other,Other,Other,4,52
Stray,Normal,Male,Other,Brown,Tabby,2,34
Stray,Normal,Male,Other,Orange,Tabby,1,15
Owner_Surrender,Normal,Female,Domestic_Shorthair,Black,Solid,5,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,12,60
Owner_Surrender,Normal,Female,Other,Black_N_White,Solid,108,9
Stray,Normal,Female,Domestic_Shorthair,Orange,Tabby,2,10
Stray,Sick,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,96,27
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,12,39
Owner_Surrender,Normal,Male,Domestic_Shorthair,Brown,Tabby,1,44
Stray,Sick,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,56
Stray,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Solid,24,23
Owner_Surrender,Normal,Female,Other,Black_N_White,Solid,1,14
Stray,Injured,Male,Domestic_Shorthair,Other,Tabby,24,27
Stray,Normal,Male,Domestic_Shorthair,Blue,Tabby,36,112
Other,Normal,Female,Domestic_Shorthair,Brown,Tabby,24,8
Stray,Normal,Male,Other,Black,Solid,1,34
Stray,Normal,Female,Domestic_Shorthair,Blue,Solid,12,7
Stray,Normal,Female,Other,Blue,Solid,2,52
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,3,105
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,24,4
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Other,0,67
Stray,Normal,Female,Domestic_Shorthair,Blue,Tabby,1,15
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,36,27
Stray,Normal,Female,Other,Calico_or_Calico_mix,Solid,1,68
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,0,61
Stray,Normal,Male,Other,Black,Other,2,4
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,5,60
Stray,Normal,Male,Other,Black,Solid,12,59
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Solid,2,7
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,0,62
Stray,Normal,Female,Other,Brown,Tabby,2,28
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,7,8
Owner_Surrender,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,2,14
Stray,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,8,6
Owner_Surrender,Normal,Female,Other,Blue,Other,5,56
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,12,1
Owner_Surrender,Normal,Female,Other,Brown,Tabby,36,3
Stray,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Solid,1,35
Owner_Surrender,Normal,Female,Domestic_Shorthair,Other,Tabby,132,1
Owner_Surrender,Normal,Female,Other,Torbie_or_Torbie_mix,Solid,36,6
Stray,Normal,Female,Other,Brown,Tabby,0,66
Stray,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,24,21
Stray,Normal,Male,Domestic_Shorthair,Black,Tabby,1,38
Other,Sick,Female,Other,Brown,Tabby,1,42
Stray,Normal,Male,Domestic_Shorthair,Orange,Tabby,7,38
Stray,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,1,44
Stray,Injured,Female,Domestic_Shorthair,Black,Solid,2,70
Stray,Nursing,Male,Domestic_Shorthair_Mix,Brown,Tabby,0,73
Owner_Surrender,Normal,Female,Other,Other,Solid,12,28
Owner_Surrender,Normal,Male,Domestic_Shorthair,Other,Tabby,1,22
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,1,81
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,8,16
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,1,12
Owner_Surrender,Normal,Female,Domestic_Shorthair,Other,Other,24,10
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,0,48
Owner_Surrender,Nursing,Male,Domestic_Shorthair,Other,Tabby,0,63
Stray,Nursing,Male,Domestic_Shorthair,White_Mix,Solid,1,31
Stray,Other,Male,Domestic_Shorthair_Mix,White_Mix,Tabby,1,113
Stray,Normal,Female,Domestic_Shorthair,Black,Solid,4,94
Stray,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,1,83
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,12,24
Stray,Injured,Male,Domestic_Shorthair_Mix,Brown,Tabby,0,69
Stray,Normal,Male,Domestic_Shorthair,Blue,Solid,1,51
Owner_Surrender,Sick,Male,Domestic_Shorthair_Mix,Orange,Tabby,10,7
Stray,Normal,Female,Domestic_Shorthair,Other,Tabby,1,63
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,4,97
Stray,Injured,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,1,21
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,12,94
Owner_Surrender,Normal,Female,Domestic_Shorthair,Black,Solid,3,54
Other,Normal,Female,Other,Black_N_White,Solid,12,19
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,96,110
Stray,Normal,Female,Other,Orange,Tabby,1,38
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,24,7
Owner_Surrender,Normal,Female,Domestic_Shorthair,White_Mix,Solid,2,5
Stray,Normal,Female,Domestic_Shorthair_Mix,Other,Tabby,4,18
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,24,4
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,1,124
Owner_Surrender,Normal,Female,Other,Tortie_or_Tortie_mix,Solid,72,4
Stray,Nursing,Female,Other,Other,Other,1,72
Stray,Nursing,Male,Domestic_Shorthair_Mix,Other,Tabby,0,69
Stray,Sick,Male,Other,Black,Solid,108,92
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,36,14
Stray,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,24,92
Stray,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,24,103
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,1,31
Stray,Normal,Female,Other,Other,Tabby,3,6
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,1,43
Stray,Normal,Female,Other,Black,Tabby,1,28
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,2,23
Stray,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,1,24
Stray,Normal,Male,Other,Blue,Tabby,1,50
Stray,Nursing,Male,Domestic_Shorthair,Black,Other,0,53
Stray,Normal,Male,Other,Blue,Tabby,0,85
Stray,Nursing,Female,Other,White_Mix,Other,0,44
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,4,33
Other,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,24,9
Owner_Surrender,Normal,Male,Domestic_Shorthair,Black,Solid,2,13
Stray,Normal,Male,Domestic_Shorthair,Orange,Tabby,1,90
Stray,Nursing,Female,Domestic_Shorthair_Mix,Black,Solid,1,44
Owner_Surrender,Normal,Male,Domestic_Shorthair,Brown,Tabby,12,12
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,108,7
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Blue,Solid,72,66
Stray,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,0,69
Stray,Normal,Female,Domestic_Shorthair,Blue,Tabby,1,35
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,168,17
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Solid,6,6
Owner_Surrender,Normal,Female,Other,Black_N_White,Solid,2,32
Stray,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,24,45
Other,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Tabby,144,10
Stray,Normal,Male,Other,Other,Other,8,6
Stray,Normal,Male,Other,Brown,Tabby,1,77
Stray,Normal,Female,Other,Blue,Tabby,0,44
Stray,Normal,Male,Domestic_Shorthair,Blue,Tabby,1,51
Owner_Surrender,Normal,Male,Other,Brown,Tabby,2,13
Stray,Normal,Male,Domestic_Shorthair,Orange,Tabby,2,121
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,52
Other,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,24,35
Owner_Surrender,Normal,Female,Other,Black_N_White,Solid,6,14
Stray,Normal,Female,Other,Blue,Other,2,61
Owner_Surrender,Normal,Male,Other,Brown,Tabby,120,84
Stray,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,36,5
Stray,Nursing,Male,Domestic_Shorthair,White_Mix,Tabby,1,44
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,96,27
Stray,Normal,Male,Other,Other,Other,1,23
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,12,8
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,12,26
Owner_Surrender,Normal,Female,Domestic_Shorthair,Blue,Solid,1,4
Owner_Surrender,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,1,13
Stray,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,5,11
Other,Normal,Female,Other,Other,Other,96,33
Stray,Neonatal,Male,Other,Torbie_or_Torbie_mix,Solid,0,91
Stray,Normal,Female,Domestic_Shorthair_Mix,Other,Tabby,12,16
Stray,Nursing,Female,Domestic_Shorthair,White_Mix,Solid,1,52
Stray,Sick,Male,Domestic_Shorthair,Brown,Tabby,8,27
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,3,45
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,36,59
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,12,52
Owner_Surrender,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,6,4
Owner_Surrender,Normal,Female,Domestic_Shorthair,Other,Tabby,3,0
Owner_Surrender,Normal,Female,Other,Tortie_or_Tortie_mix,Other,1,3
Stray,Injured,Male,Domestic_Shorthair,Black,Solid,1,74
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Solid,36,5
Stray,Normal,Female,Domestic_Shorthair,Orange,Tabby,1,42
Owner_Surrender,Normal,Male,Other,Black_N_White,Solid,2,3
Owner_Surrender,Normal,Male,Domestic_Shorthair,White_Mix,Solid,1,65
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,6,5
Owner_Surrender,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,1,7
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,2,9
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,0,101
Stray,Normal,Female,Other,Black,Solid,1,31
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,12,15
Owner_Surrender,Normal,Male,Other,White_Mix,Solid,9,6
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,5,6
Stray,Normal,Male,Domestic_Shorthair,Orange,Tabby,1,55
Stray,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,6,8
Stray,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,1,4
Stray,Injured,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,1,19
Stray,Normal,Female,Other,Tortie_or_Tortie_mix,Solid,4,6
Stray,Injured,Female,Other,Black_N_White,Solid,120,111
Owner_Surrender,Normal,Male,Other,White_Mix,Solid,120,9
Stray,Injured,Male,Domestic_Shorthair,Black_N_White,Solid,7,19
