intake_type,intake_condition,sex_intake,breed,CoatColor,CoatPattern,age_intake_months,stay_length
Stray,Normal,Male,Other,Black_N_White,Solid,1,39
Owner_Surrender,Normal,Female,Other,Other,Other,36,42
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,12,8
Stray,Injured,Female,Domestic_Shorthair_Mix,Blue,Other,1,63
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,8,4
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Other,Tabby,1,30
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Other,Other,12,4
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,3,5
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,2,65
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,1,35
Stray,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,4,36
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,9,4
Stray,Sick,Male,Domestic_Shorthair,Blue,Tabby,1,78
Stray,Normal,Female,Domestic_Shorthair,Blue,Solid,1,5
Stray,Normal,Female,Other,Other,Tabby,1,25
Stray,Injured,Female,Domestic_Shorthair,Other,Solid,60,108
Owner_Surrender,Normal,Female,Domestic_Shorthair,White_Mix,Tabby,1,74
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,1,27
Stray,Injured,Female,Domestic_Shorthair,Brown,Tabby,1,35
Stray,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Tabby,1,45
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,4,19
Stray,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,1,117
Stray,Normal,Male,Domestic_Shorthair,Blue,Tabby,1,55
Owner_Surrender,Normal,Male,Other,Other,Other,12,30
Owner_Surrender,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,24,59
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,12,42
Stray,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,48,12
Stray,Normal,Female,Domestic_Shorthair,Blue,Tabby,0,57
Stray,Nursing,Female,Other,Other,Other,1,37
Owner_Surrender,Normal,Male,Domestic_Shorthair,Brown,Tabby,1,7
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,1,93
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,120,80
Stray,Normal,Female,Domestic_Shorthair,Blue,Tabby,1,8
Owner_Surrender,Normal,Female,Domestic_Shorthair,Other,Solid,24,8
Owner_Surrender,Normal,Female,Other,Other,Other,12,1
Stray,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Solid,36,21
Stray,Normal,Male,Domestic_Shorthair,Orange,Tabby,1,39
Stray,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,4,4
Owner_Surrender,Normal,Male,Other,Other,Tabby,84,10
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,24,18
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Solid,1,5
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,36,7
Owner_Surrender,Normal,Female,Other,Brown,Tabby,168,17
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,1,30
Stray,Normal,Female,Other,Other,Other,3,7
Other,Normal,Male,Domestic_Shorthair,Orange,Tabby,2,15
Owner_Surrender,Normal,Male,Other,Blue,Other,1,4
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,6,5
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Solid,60,10
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,24,66
Owner_Surrender,Sick,Female,Domestic_Shorthair,Blue,Tabby,24,16
Owner_Surrender,Normal,Male,Domestic_Shorthair,Brown,Tabby,12,149
Owner_Surrender,Normal,Female,Other,Brown,Tabby,24,7
Stray,Normal,Female,Other,Black,Tabby,1,36
Stray,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,1,61
Owner_Surrender,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,1,100
Owner_Surrender,Normal,Female,Domestic_Shorthair,Blue,Solid,4,5
Stray,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,1,64
Stray,Other,Male,Domestic_Shorthair_Mix,Blue,Solid,2,24
Stray,Normal,Male,Other,Other,Other,1,40
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,1,2
Stray,Normal,Male,Domestic_Shorthair,Blue,Tabby,8,7
Owner_Surrender,Normal,Female,Domestic_Shorthair,Orange,Tabby,72,13
Stray,Injured,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,1,36
Stray,Normal,Male,Other,Brown,Tabby,12,73
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,1,61
Stray,Injured,Male,Domestic_Shorthair,Orange,Tabby,5,114
Owner_Surrender,Normal,Female,Other,Other,Other,48,4
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,3,25
Stray,Normal,Male,Other,Blue,Tabby,1,41
Stray,Normal,Female,Other,Blue,Tabby,1,55
Stray,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,60,83
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,4,3
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,3,18
Owner_Surrender,Normal,Male,Domestic_Shorthair,Brown,Tabby,6,26
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,24,6
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,0,73
Owner_Surrender,Normal,Female,Other,White_Mix,Solid,72,95
Stray,Nursing,Female,Domestic_Shorthair_Mix,White_Mix,Solid,0,61
Other,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,3,64
Stray,Normal,Female,Other,Blue,Tabby,1,26
Stray,Injured,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,56
Stray,Normal,Female,Domestic_Shorthair,Blue,Tabby,4,8
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,36,6
Stray,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,2,52
Owner_Surrender,Normal,Male,Domestic_Shorthair,Black,Solid,5,77
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,0,86
Stray,Normal,Female,Domestic_Shorthair,Blue,Solid,3,41
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,60,52
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,24,16
Stray,Normal,Female,Other,Torbie_or_Torbie_mix,Solid,1,46
Stray,Normal,Female,Other,Other,Other,1,70
Stray,Sick,Male,Domestic_Shorthair_Mix,Other,Other,4,15
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,132,2
Stray,Normal,Female,Other,Torbie_or_Torbie_mix,Solid,0,68
Stray,Normal,Male,Domestic_Shorthair,Orange,Tabby,1,78
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,1,19
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,1,4
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,4,6
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,12,21
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,12,4
Stray,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,1,48
Owner_Surrender,Normal,Male,Domestic_Shorthair,White_Mix,Solid,3,2
Owner_Surrender,Normal,Female,Domestic_Shorthair,White_Mix,Tabby,1,4
Stray,Neonatal,Female,Other,Other,Other,0,92
Stray,Injured,Male,Domestic_Shorthair,Black,Solid,5,25
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,4,6
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Solid,132,13
Stray,Nursing,Female,Domestic_Shorthair,Brown,Tabby,1,52
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,24,7
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,116
Owner_Surrender,Nursing,Male,Domestic_Shorthair,Black_N_White,Solid,1,48
Owner_Surrender,Normal,Female,Other,Other,Solid,12,17
Owner_Surrender,Normal,Female,Other,Brown,Tabby,2,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Solid,132,38
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,0,87
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,2,20
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,1,17
Owner_Surrender,Normal,Male,Other,Other,Other,7,3
Owner_Surrender,Normal,Female,Other,Torbie_or_Torbie_mix,Solid,144,95
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Other,Solid,3,26
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,2,8
Stray,Normal,Female,Other,Blue,Tabby,1,39
Stray,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,12,6
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,0,56
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,1,85
Other,Normal,Male,Domestic_Shorthair,Blue,Tabby,12,42
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,12,7
Stray,Nursing,Male,Domestic_Shorthair,Orange,Tabby,0,81
Stray,Injured,Female,Domestic_Shorthair,Orange,Tabby,4,29
Owner_Surrender,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,1,10
Owner_Surrender,Normal,Female,Other,Tortie_or_Tortie_mix,Solid,60,48
Stray,Injured,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,1,15
Owner_Surrender,Normal,Male,Other,White_Mix,Tabby,6,10
Stray,Normal,Male,Other,Brown,Tabby,36,7
Stray,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,3,40
Stray,Normal,Female,Domestic_Shorthair,White_Mix,Solid,12,14
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,1,23
Owner_Surrender,Normal,Female,Other,Black_N_White,Solid,1,5
Stray,Normal,Female,Other,Tortie_or_Tortie_mix,Solid,12,13
Stray,Nursing,Female,Domestic_Shorthair,Blue,Solid,0,73
Owner_Surrender,Normal,Male,Other,Black_N_White,Solid,36,5
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,168,93
Stray,Sick,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,4,14
Stray,Normal,Male,Other,Blue,Tabby,1,49
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,12,55
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,24,25
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,1,31
Stray,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,12,9
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,5,11
Stray,Normal,Female,Domestic_Shorthair,Other,Other,6,4
Stray,Injured,Male,Domestic_Shorthair_Mix,White_Mix,Solid,48,20
Other,Normal,Male,Other,Other,Other,2,10
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,1,48
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,180,28
Stray,Normal,Female,Domestic_Shorthair,Blue,Tabby,2,64
Stray,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Solid,48,16
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,24,110
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,3,9
Stray,Normal,Male,Other,Orange,Tabby,1,49
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Solid,1,8
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,12,33
Stray,Normal,Female,Other,Black,Other,1,5
Stray,Injured,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,3,133
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,24,67
Stray,Normal,Male,Domestic_Shorthair,Other,Tabby,1,55
Stray,Normal,Female,Domestic_Shorthair,Orange,Tabby,11,71
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,1,16
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,1,21
Stray,Normal,Male,Domestic_Shorthair,Orange,Solid,2,6
Stray,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,36,18
Stray,Normal,Male,Other,Brown,Tabby,2,89
Stray,Injured,Male,Domestic_Shorthair,White_Mix,Tabby,3,39
Stray,Normal,Male,Domestic_Shorthair,Orange,Tabby,48,81
Other,Normal,Female,Other,Brown,Tabby,48,32
Stray,Normal,Female,Other,Orange,Tabby,1,44
Stray,Injured,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,1,41
Stray,Injured,Female,Domestic_Shorthair,Brown,Tabby,1,141
Stray,Sick,Female,Domestic_Shorthair,Brown,Tabby,1,25
Stray,Sick,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,1,58
Owner_Surrender,Normal,Male,Other,Other,Other,132,27
Owner_Surrender,Normal,Female,Domestic_Shorthair,White_Mix,Solid,36,10
Other,Sick,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,1,28
Stray,Nursing,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,0,93
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,9,50
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Blue,Solid,5,3
Stray,Normal,Female,Other,Tortie_or_Tortie_mix,Solid,1,38
Stray,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,96,5
Stray,Sick,Male,Domestic_Shorthair,Other,Other,1,34
Other,Normal,Female,Domestic_Shorthair,Blue,Solid,1,53
Stray,Normal,Female,Domestic_Shorthair,Other,Other,1,53
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,84,14
Stray,Sick,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,2,138
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,2,84
Owner_Surrender,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,12,7
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,1,5
Stray,Sick,Female,Domestic_Shorthair,White_Mix,Solid,24,9
Stray,Injured,Female,Domestic_Shorthair_Mix,Black,Solid,4,22
Owner_Surrender,Normal,Male,Domestic_Shorthair,Orange,Tabby,1,38
Stray,Normal,Male,Domestic_Shorthair,Orange,Tabby,0,70
Stray,Normal,Male,Domestic_Shorthair,Other,Tabby,1,38
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Solid,0,54
Stray,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,12,17
Stray,Normal,Male,Domestic_Shorthair,Blue,Tabby,1,29
Owner_Surrender,Normal,Female,Other,Black,Solid,2,14
Owner_Surrender,Normal,Female,Domestic_Shorthair,Black,Solid,120,1
Owner_Surrender,Normal,Male,Other,Brown,Tabby,1,25
Other,Normal,Female,Domestic_Shorthair,Blue,Solid,2,7
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,96,43
Owner_Surrender,Normal,Male,Other,Brown,Tabby,108,7
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Other,2,6
Stray,Nursing,Male,Domestic_Shorthair,Brown,Tabby,1,41
Stray,Normal,Male,Other,Black,Solid,1,9
Stray,Sick,Female,Domestic_Shorthair,Calico_or_Calico_mix,Tabby,1,82
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,1,6
Owner_Surrender,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,132,52
Stray,Injured,Female,Domestic_Shorthair,Black_N_White,Solid,6,105
Stray,Normal,Female,Other,Black_N_White,Solid,36,3
Stray,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,1,15
Owner_Surrender,Normal,Male,Domestic_Shorthair,Brown,Tabby,6,3
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,0,65
Stray,Normal,Female,Domestic_Shorthair,Black,Solid,2,10
Stray,Injured,Male,Domestic_Shorthair,Black_N_White,Solid,12,44
Stray,Sick,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,56
Other,Nursing,Male,Other,Black,Solid,0,75
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,4,9
Stray,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,2,51
Owner_Surrender,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,12,3
Stray,Normal,Male,Domestic_Shorthair,Other,Tabby,1,114
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,1,77
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Other,Other,132,4
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,12,88
Stray,Normal,Male,Other,Brown,Tabby,1,59
Stray,Injured,Male,Domestic_Shorthair,Black,Solid,24,10
Stray,Normal,Male,Domestic_Shorthair,White_Mix,Tabby,7,13
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,1,34
Stray,Normal,Female,Domestic_Shorthair,Black,Solid,1,59
Other,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,1,79
Owner_Surrender,Normal,Male,Other,Black_N_White,Solid,8,32
Stray,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,2,38
Stray,Normal,Male,Domestic_Shorthair,White_Mix,Solid,1,50
Stray,Normal,Female,Domestic_Shorthair,Black,Solid,12,27
Owner_Surrender,Normal,Female,Other,Calico_or_Calico_mix,Solid,24,6
Other,Normal,Male,Domestic_Shorthair,Black,Solid,36,8
Stray,Sick,Female,Domestic_Shorthair,White_Mix,Solid,24,27
Owner_Surrender,Normal,Female,Domestic_Shorthair,Brown,Tabby,72,77
Stray,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,4,142
Other,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,156,17
Owner_Surrender,Normal,Male,Domestic_Shorthair,Orange,Tabby,12,21
Stray,Neonatal,Male,Domestic_Shorthair,Orange,Tabby,1,56
Stray,Sick,Male,Domestic_Shorthair,Brown,Tabby,24,45
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,0,101
Owner_Surrender,Normal,Female,Domestic_Shorthair,Brown,Tabby,1,5
Other,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,24,6
Stray,Normal,Male,Domestic_Shorthair,Orange,Tabby,1,79
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,120,90
Stray,Normal,Female,Domestic_Shorthair,Other,Tabby,9,14
Stray,Normal,Male,Other,Orange,Tabby,1,103
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,3,61
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,1,4
Owner_Surrender,Normal,Female,Other,Black,Solid,156,24
Owner_Surrender,Normal,Female,Domestic_Shorthair,Orange,Tabby,2,10
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,1,53
Other,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,1,30
Stray,Normal,Male,Other,Other,Other,1,106
Owner_Surrender,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,120,80
Stray,Injured,Female,Domestic_Shorthair_Mix,Blue,Tabby,36,67
Owner_Surrender,Injured,Male,Domestic_Shorthair,Orange,Tabby,6,15
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,11,21
Other,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,11,28
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,60,1
Owner_Surrender,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,24,67
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,2,110
Owner_Surrender,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,1,52
Owner_Surrender,Normal,Male,Other,Other,Other,3,2
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,48,10
Stray,Normal,Female,Domestic_Shorthair,Other,Solid,1,40
Stray,Normal,Male,Other,Other,Solid,4,4
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,5,2
Stray,Normal,Male,Other,Other,Solid,1,19
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,24,62
Stray,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Tabby,1,40
Owner_Surrender,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,1,4
Stray,Normal,Male,Domestic_Shorthair,Other,Other,2,4
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,7,11
Owner_Surrender,Injured,Male,Other,Other,Other,24,16
Owner_Surrender,Normal,Female,Domestic_Shorthair,Brown,Tabby,1,54
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,0,86
Other,Normal,Female,Other,Black,Solid,132,20
Owner_Surrender,Normal,Male,Domestic_Shorthair,Black,Solid,120,4
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,24,5
Stray,Nursing,Male,Other,Other,Other,0,61
Stray,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,12,8
Stray,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,36,20
Owner_Surrender,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,3,15
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,1,8
Stray,Normal,Female,Other,Torbie_or_Torbie_mix,Solid,1,65
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,3,35
Stray,Nursing,Female,Domestic_Shorthair,Blue,Tabby,1,31
Stray,Normal,Female,Domestic_Shorthair,Black,Solid,2,38
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,3,8
Stray,Normal,Male,Domestic_Shorthair,Other,Tabby,4,115
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,12,90
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,3,3
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,12,19
Stray,Normal,Male,Domestic_Shorthair,Blue,Solid,1,34
Stray,Injured,Female,Other,Black_N_White,Solid,1,58
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,0,130
Stray,Normal,Female,Other,Other,Tabby,60,33
Stray,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,4,4
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,1,49
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Other,Other,84,14
Owner_Surrender,Nursing,Female,Other,Other,Other,24,89
Owner_Surrender,Normal,Female,Other,Tortie_or_Tortie_mix,Solid,24,30
Stray,Neonatal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,0,72
Owner_Surrender,Normal,Male,Domestic_Shorthair,Brown,Tabby,7,3
Owner_Surrender,Normal,Male,Other,White_Mix,Solid,5,18
Stray,Normal,Male,Domestic_Shorthair,Other,Tabby,5,4
Other,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,24,26
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,7,6
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,24,77
Stray,Sick,Male,Other,Black_N_White,Solid,1,57
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,3,51
Stray,Normal,Male,Other,Brown,Tabby,3,15
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,48,39
Stray,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,5,21
Owner_Surrender,Normal,Female,Other,Black_N_White,Solid,12,22
Stray,Normal,Male,Domestic_Shorthair,Blue,Tabby,0,92
Owner_Surrender,Normal,Female,Domestic_Shorthair,Orange,Tabby,4,20
Stray,Injured,Female,Domestic_Shorthair,Black,Solid,1,62
Stray,Normal,Female,Domestic_Shorthair,Blue,Tabby,5,11
Stray,Injured,Male,Other,Black,Solid,12,21
Stray,Injured,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,6,13
Owner_Surrender,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,96,3
Owner_Surrender,Normal,Female,Domestic_Shorthair,Other,Tabby,12,79
Stray,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,1,97
Stray,Injured,Male,Domestic_Shorthair,Brown,Tabby,1,21
Owner_Surrender,Normal,Female,Other,Black,Solid,168,20
Stray,Normal,Female,Domestic_Shorthair,Blue,Tabby,5,14
Stray,Injured,Male,Domestic_Shorthair,Blue,Solid,6,4
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Tabby,4,60
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,2,27
Owner_Surrender,Normal,Female,Domestic_Shorthair,Brown,Tabby,9,21
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Blue,Solid,1,29
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Tabby,2,18
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,1,13
Owner_Surrender,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,4,57
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,12,4
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,2,36
Owner_Surrender,Normal,Male,Other,Brown,Tabby,1,55
Stray,Normal,Female,Other,White_Mix,Solid,1,5
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,180,58
Stray,Normal,Female,Domestic_Shorthair,Blue,Solid,3,8
Owner_Surrender,Normal,Male,Domestic_Shorthair,Brown,Tabby,3,47
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,2,99
Stray,Sick,Male,Domestic_Shorthair_Mix,Orange,Tabby,1,52
Owner_Surrender,Sick,Female,Domestic_Shorthair,Brown,Tabby,10,3
Stray,Injured,Male,Domestic_Shorthair,Black,Solid,4,32
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,24,16
Owner_Surrender,Normal,Female,Domestic_Shorthair,Black,Solid,1,15
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,6,15
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,72,10
Stray,Nursing,Male,Other,Other,Solid,1,51
Stray,Normal,Female,Other,Blue,Tabby,12,6
Stray,Normal,Male,Domestic_Shorthair,Blue,Tabby,1,73
Stray,Normal,Male,Domestic_Shorthair,White_Mix,Tabby,2,6
Owner_Surrender,Normal,Male,Domestic_Shorthair,Brown,Tabby,1,3
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,1,25
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,3,4
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,12,77
