intake_age,days_stayed,simplified_color_gray,simplified_color_other,simplified_color_tabby,simplified_color_white,simplified_sex_male,simplified_condition_injured,simplified_condition_normal,simplified_condition_other,simplified_condition_under_weight,simplified_type_owner_surrender,simplified_type_stray
0,14,0,0,1,0,0,0,0,0,0,0,1
0,1,0,0,1,0,0,0,0,1,0,0,0
0,14,0,0,1,0,0,0,1,0,0,0,0
0,13,0,0,1,0,0,0,1,0,0,0,0
4,11,0,0,1,0,1,0,1,0,0,0,1
0,11,0,1,0,0,0,0,1,0,0,0,1
0,30,0,1,0,0,0,0,1,0,0,0,1
0,9,1,0,0,0,1,0,1,0,0,0,1
0,28,0,0,0,0,0,0,1,0,0,0,1
0,11,0,0,1,0,1,0,0,0,0,0,1
1,13,0,0,1,0,1,0,1,0,0,0,1
8,19,0,1,0,0,1,0,1,0,0,0,0
1,10,0,1,0,0,1,0,1,0,0,0,1
1,1,0,0,1,0,0,0,1,0,0,0,0
2,79,0,0,1,0,0,0,1,0,0,1,0
1,10,1,0,0,0,0,0,0,1,0,0,1
2,8,0,0,1,0,0,0,1,0,0,1,0
0,4,0,1,0,0,1,0,0,0,1,0,1
3,52,0,0,1,0,0,0,1,0,0,0,1
0,35,0,0,1,0,0,0,0,0,1,0,1
0,38,0,0,1,0,1,0,0,0,1,0,1
7,43,1,0,0,0,1,0,1,0,0,0,1
0,51,0,0,0,0,1,0,1,0,0,0,1
0,47,0,0,0,0,1,0,1,0,0,0,1
0,28,0,1,0,0,0,0,1,0,0,0,1
7,75,0,0,1,0,1,0,1,0,0,0,1
0,70,0,0,0,1,0,0,1,0,0,0,1
0,31,0,0,1,0,1,0,1,0,0,0,1
4,70,0,0,1,0,1,1,0,0,0,0,1
3,36,0,0,1,0,1,0,1,0,0,1,0
0,12,1,0,0,0,1,0,1,0,0,0,1
1,16,0,0,1,0,0,0,1,0,0,0,1
1,25,0,0,0,1,0,0,0,0,0,0,1
0,20,0,0,0,0,0,0,1,0,0,1,0
3,15,1,0,0,0,0,0,1,0,0,0,0
2,13,1,0,0,0,1,0,0,1,0,0,1
0,34,0,0,1,0,1,0,1,0,0,0,1
0,34,0,0,1,0,0,0,1,0,0,0,1
3,7,0,1,0,0,1,1,0,0,0,0,1
0,20,0,0,0,1,0,1,0,0,0,0,1
5,51,0,0,0,0,1,0,0,1,0,0,1
0,21,0,0,1,0,0,0,1,0,0,0,1
5,11,0,0,0,0,0,0,1,0,0,0,0
0,36,0,0,0,0,1,0,1,0,0,0,1
6,23,0,0,0,0,1,0,0,1,0,0,1
0,131,0,1,0,0,0,0,1,0,0,0,1
0,83,0,0,0,0,1,0,1,0,0,0,1
0,9,0,1,0,0,1,0,1,0,0,0,1
0,32,0,0,0,0,1,0,1,0,0,0,1
0,11,0,0,0,1,1,0,1,0,0,0,1
3,20,0,0,1,0,1,0,1,0,0,0,1
0,10,0,0,0,0,1,0,0,0,1,0,1
0,8,1,0,0,0,0,0,1,0,0,0,1
0,23,0,1,0,0,0,0,1,0,0,0,1
0,14,1,0,0,0,1,0,1,0,0,0,0
7,78,0,1,0,0,1,0,0,0,0,0,1
1,15,0,0,0,1,1,0,1,0,0,0,1
0,62,0,1,0,0,1,0,0,0,1,0,1
0,14,0,0,0,0,0,0,0,1,0,0,1
0,7,0,0,0,0,1,0,1,0,0,0,1
0,30,0,0,0,0,1,0,0,0,0,0,1
1,10,0,0,1,0,0,1,0,0,0,0,1
2,4,0,0,1,0,0,0,0,1,0,0,1
0,21,0,0,1,0,1,0,1,0,0,0,1
1,13,1,0,0,0,0,0,1,0,0,0,1
2,19,0,1,0,0,0,0,1,0,0,0,1
1,6,0,0,1,0,0,0,1,0,0,0,1
0,5,0,1,0,0,0,0,1,0,0,0,1
8,12,0,0,0,1,0,0,1,0,0,1,0
0,78,0,1,0,0,0,0,1,0,0,0,1
0,6,0,0,0,0,1,0,1,0,0,0,1
0,6,0,0,0,1,0,0,1,0,0,0,1
0,6,0,1,0,0,0,0,1,0,0,0,1
0,8,0,0,1,0,0,0,1,0,0,0,1
0,5,0,0,1,0,0,0,1,0,0,0,1
0,28,0,0,1,0,1,0,1,0,0,1,0
0,8,0,0,0,0,1,0,1,0,0,1,0
0,5,0,1,0,0,1,0,1,0,0,1,0
2,1,1,0,0,0,0,0,1,0,0,1,0
0,59,1,0,0,0,1,0,0,0,1,0,1
0,113,0,0,1,0,1,0,0,0,1,0,1
0,10,0,0,0,0,0,0,0,1,0,0,1
0,91,0,0,1,0,0,0,0,0,1,0,1
0,10,0,1,0,0,0,0,0,0,0,0,1
2,93,0,0,1,0,1,1,0,0,0,0,1
0,12,0,1,0,0,1,0,1,0,0,0,1
0,102,0,0,0,0,1,0,0,0,1,0,1
0,83,0,1,0,0,0,0,1,0,0,0,1
0,9,0,0,1,0,1,0,1,0,0,0,1
0,8,0,0,1,0,1,0,1,0,0,0,1
0,89,1,0,0,0,0,0,1,0,0,0,1
0,131,0,0,1,0,1,0,1,0,0,0,1
0,61,0,0,1,0,0,1,0,0,0,0,1
0,9,0,0,0,1,0,0,1,0,0,0,1
0,98,1,0,0,0,0,0,0,0,1,0,1
0,59,0,0,1,0,1,0,1,0,0,0,1
3,138,0,1,0,0,0,1,0,0,0,0,1
0,48,0,0,0,1,1,0,0,0,1,0,1
0,20,0,0,1,0,1,0,1,0,0,0,1
4,37,0,0,0,1,1,0,1,0,0,0,1
0,56,0,0,1,0,0,1,0,0,0,0,1
0,78,0,0,1,0,1,0,0,0,1,0,1
0,85,0,0,1,0,0,0,0,0,1,0,1
3,41,1,0,0,0,1,0,1,0,0,0,0
0,50,0,1,0,0,1,0,1,0,0,0,1
0,45,0,0,1,0,1,0,1,0,0,0,1
0,14,0,0,1,0,0,0,1,0,0,0,1
0,0,0,1,0,0,0,0,1,0,0,0,1
0,45,1,0,0,0,0,0,1,0,0,0,1
0,111,0,0,1,0,1,0,0,0,1,0,1
0,68,0,0,1,0,0,0,1,0,0,0,1
0,65,0,1,0,0,0,0,0,0,0,0,1
0,131,0,0,0,1,0,0,1,0,0,0,1
0,22,0,0,0,1,0,0,0,0,1,0,1
8,73,0,0,0,0,1,0,1,0,0,0,0
1,42,0,1,0,0,1,0,1,0,0,1,0
6,73,0,0,0,1,1,0,1,0,0,0,1
0,8,0,1,0,0,0,0,1,0,0,0,1
0,2,0,1,0,0,0,0,1,0,0,0,1
3,36,0,1,0,0,1,1,0,0,0,0,1
0,144,0,0,0,0,1,0,0,0,0,1,0
0,6,0,0,0,0,0,0,1,0,0,0,1
0,15,1,0,0,0,0,0,1,0,0,1,0
0,6,0,0,1,0,1,0,1,0,0,0,1
3,16,0,1,0,0,1,0,1,0,0,1,0
2,20,0,0,0,0,1,0,1,0,0,1,0
0,135,0,0,0,0,1,0,1,0,0,1,0
4,3,0,0,0,0,0,0,0,0,0,1,0
4,14,0,0,1,0,1,0,1,0,0,0,0
0,97,1,0,0,0,0,0,0,0,1,0,1
0,127,0,1,0,0,0,0,0,0,1,0,1
1,126,0,1,0,0,1,0,0,0,0,1,0
1,20,0,0,0,0,1,1,0,0,0,0,1
4,13,0,0,0,0,0,0,1,0,0,1,0
1,122,0,0,1,0,1,0,1,0,0,0,1
0,95,0,1,0,0,0,0,1,0,0,1,0
0,69,0,0,1,0,0,0,0,0,1,0,1
0,67,0,0,1,0,1,0,0,0,1,0,1
3,34,1,0,0,0,1,0,1,0,0,1,0
1,52,0,0,0,0,1,0,1,0,0,1,0
0,40,0,0,0,0,0,0,0,0,1,0,1
0,2,0,1,0,0,0,0,0,0,1,0,1
0,9,0,0,1,0,0,1,0,0,0,0,1
0,0,0,0,1,0,0,0,0,0,1,0,1
1,78,0,0,0,0,0,0,1,0,0,1,0
1,13,0,0,1,0,1,0,0,0,0,0,1
0,60,0,0,1,0,1,0,0,0,1,0,1
0,67,0,0,1,0,1,0,0,0,1,0,1
0,16,0,0,1,0,0,0,1,0,0,0,1
0,69,0,1,0,0,0,0,0,0,1,0,1
0,30,0,0,1,0,1,0,0,0,1,0,1
0,13,0,1,0,0,0,0,0,0,0,0,1
8,123,0,0,0,0,1,0,0,1,0,1,0
0,9,0,0,0,0,1,0,0,0,1,0,1
0,5,0,0,0,0,1,0,1,0,0,0,1
0,12,0,0,0,1,1,0,0,0,0,0,1
0,52,0,0,0,0,0,0,0,0,0,0,1
0,120,0,0,0,0,0,0,1,0,0,0,0
0,43,0,0,0,0,1,0,1,0,0,0,1
0,56,0,0,0,1,0,0,0,0,1,0,1
0,23,1,0,0,0,1,0,0,0,0,0,1
0,53,0,0,1,0,0,0,0,0,1,0,1
0,15,0,1,0,0,1,0,0,0,1,0,1
0,23,0,0,1,0,1,1,0,0,0,0,1
0,32,0,0,1,0,1,0,0,1,0,0,0
0,40,1,0,0,0,0,0,0,0,1,0,1
0,9,0,0,1,0,1,0,1,0,0,0,1
4,77,0,0,0,1,1,1,0,0,0,0,1
3,6,0,1,0,0,0,0,1,0,0,0,1
0,77,0,0,1,0,0,0,0,0,1,0,1
0,1,0,0,0,0,1,0,1,0,0,0,1
0,3,0,1,0,0,0,0,0,0,1,0,1
0,9,1,0,0,0,0,0,1,0,0,0,1
0,27,1,0,0,0,1,0,0,0,1,0,1
0,15,1,0,0,0,0,0,0,0,1,0,1
0,38,0,1,0,0,0,0,0,0,1,0,1
2,103,0,0,1,0,1,1,0,0,0,0,1
0,1,1,0,0,0,0,0,1,0,0,0,0
0,25,0,0,1,0,1,0,0,0,0,0,1
0,5,0,0,0,1,0,0,1,0,0,0,1
0,35,0,0,0,0,1,0,0,0,0,0,1
0,35,0,0,0,1,0,0,0,0,0,0,1
0,24,1,0,0,0,1,0,0,0,1,0,1
1,13,0,1,0,0,1,0,0,0,0,0,1
3,21,0,0,0,0,1,1,0,0,0,0,1
0,32,0,0,1,0,1,0,0,0,1,0,1
1,30,0,1,0,0,0,0,1,0,0,1,0
0,14,0,0,1,0,1,0,0,0,1,0,1
0,99,0,0,1,0,0,1,0,0,0,0,1
0,32,0,0,1,0,0,0,0,0,1,0,1
4,87,0,0,1,0,1,1,0,0,0,0,1
0,0,0,0,1,0,0,0,1,0,0,0,0
0,55,1,0,0,0,1,0,0,0,0,0,1
0,34,0,0,0,0,0,0,0,0,1,0,1
0,9,0,0,1,0,0,0,1,0,0,0,1
0,13,0,0,1,0,1,1,0,0,0,0,1
0,58,0,0,0,1,1,0,0,0,0,0,1
0,92,0,0,0,0,1,0,1,0,0,0,1
0,29,0,0,0,0,0,0,1,0,0,0,1
0,128,0,0,0,0,0,0,1,0,0,0,1
0,5,1,0,0,0,1,0,0,0,1,0,1
0,24,0,0,0,0,0,0,1,0,0,0,1
0,33,0,1,0,0,0,1,0,0,0,0,1
0,8,1,0,0,0,1,0,0,1,0,0,1
0,5,0,1,0,0,0,0,1,0,0,0,1
2,7,0,0,1,0,1,0,1,0,0,1,0
9,20,0,0,0,0,0,0,1,0,0,0,0
4,22,1,0,0,0,1,0,1,0,0,0,0
4,16,1,0,0,0,1,1,0,0,0,0,1
4,49,0,0,1,0,1,0,0,0,0,0,1
0,3,0,0,1,0,1,0,1,0,0,1,0
0,84,0,1,0,0,1,0,0,0,1,0,1
7,9,0,0,0,0,0,0,1,0,0,0,0
0,122,0,0,0,0,0,0,0,0,0,0,1
4,109,0,0,0,0,0,0,1,0,0,1,0
3,74,0,0,0,0,0,1,0,0,0,0,1
0,68,0,1,0,0,1,0,1,0,0,0,1
1,36,0,1,0,0,0,0,1,0,0,0,1
0,5,0,0,0,1,0,1,0,0,0,0,1
0,8,0,1,0,0,0,0,1,0,0,0,1
0,1,1,0,0,0,1,0,0,0,1,0,1
0,37,0,0,0,0,1,0,0,1,0,0,1
0,39,0,0,1,0,1,0,0,0,1,0,1
0,4,0,0,1,0,1,0,0,0,1,0,1
0,43,1,0,0,0,1,0,0,0,0,0,1
0,12,0,1,0,0,0,0,1,0,0,0,1
0,8,0,1,0,0,0,0,1,0,0,0,1
0,55,1,0,0,0,1,0,0,0,1,0,1
0,80,0,0,0,1,0,0,1,0,0,0,1
0,23,0,0,1,0,1,0,0,0,0,0,1
0,16,0,1,0,0,1,1,0,0,0,0,1
1,21,1,0,0,0,1,1,0,0,0,0,1
0,93,0,0,1,0,1,0,0,1,0,0,1
0,52,0,0,0,0,1,0,0,0,1,0,1
0,66,0,0,0,1,1,0,1,0,0,0,1
0,56,0,0,0,1,0,0,1,0,0,0,1
4,36,0,0,0,1,0,0,0,0,0,0,1
1,17,0,1,0,0,0,0,1,0,0,0,0
0,48,0,1,0,0,0,0,1,0,0,0,1
0,90,0,1,0,0,1,0,1,0,0,0,1
0,46,0,0,1,0,0,0,0,0,0,1,0
0,75,0,0,0,0,0,0,1,0,0,0,1
0,42,0,0,1,0,1,0,0,0,0,0,1
2,7,0,0,0,1,1,0,0,0,0,0,1
9,72,0,1,0,0,0,0,0,1,0,1,0
7,7,0,1,0,0,0,0,1,0,0,1,0
3,108,0,0,0,0,0,0,1,0,0,0,1
7,40,1,0,0,0,0,0,0,0,0,1,0
5,144,0,0,1,0,0,0,1,0,0,1,0
2,3,1,0,0,0,1,0,1,0,0,1,0
0,27,0,1,0,0,0,0,1,0,0,0,1
6,6,0,1,0,0,1,0,1,0,0,0,1
0,5,0,0,1,0,0,0,0,0,1,0,1
0,22,0,0,1,0,1,0,0,1,0,0,1
3,16,0,0,0,0,0,0,1,0,0,0,1
0,68,0,1,0,0,0,0,1,0,0,1,0
6,146,1,0,0,0,1,0,1,0,0,1,0
3,8,0,0,1,0,1,0,1,0,0,0,1
0,56,0,0,0,0,0,0,1,0,0,0,1
2,124,0,0,1,0,1,0,1,0,0,0,1
0,76,0,0,1,0,0,0,1,0,0,0,1
0,43,0,0,1,0,1,0,0,0,1,0,1
0,75,0,0,0,0,1,0,0,0,1,0,1
0,50,1,0,0,0,0,0,0,1,0,0,1
8,22,0,1,0,0,0,0,0,1,0,1,0
0,30,0,0,0,0,0,0,0,0,0,0,1
3,81,0,0,0,0,1,0,1,0,0,0,1
0,13,0,0,1,0,0,0,1,0,0,0,1
0,14,0,0,1,0,0,0,1,0,0,0,1
0,13,1,0,0,0,0,0,1,0,0,0,1
4,43,1,0,0,0,1,0,1,0,0,1,0
0,37,0,0,1,0,1,1,0,0,0,0,1
0,20,0,0,0,0,1,0,1,0,0,0,1
2,9,0,1,0,0,1,0,1,0,0,0,1
0,6,0,0,1,0,0,0,1,0,0,0,1
0,14,0,0,1,0,0,0,1,0,0,0,1
0,12,0,0,1,0,1,0,1,0,0,0,1
0,10,0,1,0,0,1,0,1,0,0,0,1
0,35,0,1,0,0,0,0,0,1,0,0,1
0,50,0,1,0,0,0,0,1,0,0,0,1
0,39,0,0,1,0,0,0,1,0,0,0,1
4,90,0,0,0,0,0,0,1,0,0,1,0
0,99,0,0,0,0,1,0,0,0,1,0,1
0,39,0,0,1,0,0,0,0,0,1,0,1
0,38,0,0,1,0,0,0,1,0,0,0,1
0,21,0,0,1,0,0,0,0,1,0,0,1
4,128,0,0,0,1,1,0,1,0,0,0,1
0,45,0,1,0,0,0,0,0,1,0,0,1
2,70,0,0,1,0,0,0,1,0,0,0,1
0,30,0,1,0,0,0,0,1,0,0,0,1
4,65,0,0,1,0,1,0,1,0,0,0,1
4,25,0,0,0,1,1,0,1,0,0,0,1
0,5,0,0,0,0,0,0,1,0,0,1,0
0,15,0,1,0,0,0,0,1,0,0,1,0
0,9,0,1,0,0,0,0,1,0,0,0,1
0,38,0,0,1,0,1,0,0,0,0,0,1
8,15,0,0,1,0,1,0,1,0,0,1,0
0,56,0,0,1,0,1,0,1,0,0,0,1
3,0,0,1,0,0,0,0,1,0,0,1,0
1,45,0,1,0,0,1,0,1,0,0,1,0
1,115,0,0,0,0,1,0,1,0,0,0,1
4,3,1,0,0,0,1,0,1,0,0,1,0
1,29,0,0,1,0,1,0,1,0,0,0,1
0,98,0,0,1,0,0,0,0,1,0,0,1
1,126,0,1,0,0,0,0,1,0,0,0,1
0,16,0,0,0,0,0,0,0,0,1,0,1
0,3,0,0,1,0,1,0,0,0,1,0,1
0,24,0,0,0,0,0,0,1,0,0,1,0
0,12,1,0,0,0,0,0,1,0,0,1,0
1,35,0,1,0,0,0,0,1,0,0,0,1
0,28,0,0,1,0,0,0,0,0,1,0,1
0,11,0,0,0,0,0,0,1,0,0,0,1
0,65,0,0,1,0,0,0,1,0,0,0,1
0,84,0,0,1,0,1,0,1,0,0,0,1
1,25,1,0,0,0,1,0,1,0,0,0,0
4,82,0,0,1,0,1,0,1,0,0,1,0
0,80,0,0,1,0,1,0,0,0,0,0,1
7,25,0,0,1,0,1,1,0,0,0,0,1
0,102,0,0,0,0,1,0,1,0,0,0,1
0,102,0,0,1,0,1,0,1,0,0,0,1
0,86,0,0,1,0,1,0,1,0,0,0,1
0,59,0,1,0,0,0,0,0,0,1,0,1
3,91,0,0,1,0,0,0,1,0,0,0,1
0,38,0,0,1,0,0,0,1,0,0,0,1
3,2,0,1,0,0,0,0,1,0,0,0,1
0,99,0,0,1,0,0,0,1,0,0,0,1
0,21,0,0,0,0,1,0,1,0,0,0,1
0,24,0,1,0,0,0,0,1,0,0,0,1
0,60,0,1,0,0,1,0,0,0,0,0,1
0,19,0,0,1,0,0,0,1,0,0,0,1
3,71,0,0,1,0,0,0,1,0,0,0,1
0,39,0,1,0,0,0,1,0,0,0,0,1
3,111,0,0,1,0,0,0,1,0,0,0,1
0,24,0,0,1,0,1,0,0,0,1,0,1
0,35,0,0,0,0,1,0,1,0,0,0,1
9,18,0,1,0,0,1,0,1,0,0,1,0
0,7,0,0,1,0,1,0,1,0,0,0,1
0,37,0,0,1,0,0,0,1,0,0,0,1
1,92,0,0,0,0,1,0,0,1,0,0,1
4,16,0,1,0,0,1,1,0,0,0,0,1
0,12,0,0,0,0,0,0,1,0,0,0,1
4,11,0,1,0,0,1,0,1,0,0,0,1
7,20,0,1,0,0,1,0,1,0,0,0,1
0,33,0,0,0,0,1,0,0,1,0,0,1
6,3,0,1,0,0,1,0,1,0,0,1,0
4,110,1,0,0,0,0,0,1,0,0,0,1
7,69,0,1,0,0,0,0,0,1,0,0,1
1,3,0,1,0,0,0,0,1,0,0,1,0
3,25,0,1,0,0,0,0,1,0,0,0,1
0,9,0,1,0,0,0,0,1,0,0,0,1
1,59,0,0,0,1,1,1,0,0,0,0,1
0,43,0,0,1,0,1,0,1,0,0,0,1
0,68,1,0,0,0,0,0,1,0,0,1,0
0,101,0,1,0,0,0,0,0,0,1,0,1
0,13,0,0,0,0,0,0,1,0,0,0,1
0,23,1,0,0,0,1,0,0,0,1,0,1
0,61,0,0,1,0,0,0,0,0,1,0,1
2,21,0,0,1,0,0,0,0,1,0,0,1
0,12,0,1,0,0,1,0,1,0,0,0,1
0,0,0,0,0,0,1,0,0,0,1,1,0
0,2,0,0,1,0,1,0,1,0,0,0,1
0,137,0,0,1,0,1,0,0,0,1,0,1
0,87,1,0,0,0,1,0,1,0,0,0,1
0,3,0,0,1,0,1,0,1,0,0,0,1
3,4,0,1,0,0,0,0,1,0,0,0,1
0,54,1,0,0,0,0,0,0,0,0,0,1
0,22,0,0,0,0,0,0,1,0,0,0,1
0,9,0,1,0,0,1,0,1,0,0,0,1
1,7,1,0,0,0,0,0,1,0,0,0,1
0,2,0,0,1,0,1,0,0,0,1,0,1
0,6,0,0,1,0,1,0,0,0,1,0,1
0,2,0,0,1,0,0,0,0,0,1,0,1
0,140,1,0,0,0,0,0,1,0,0,0,1
1,84,0,0,0,0,0,0,1,0,0,0,1
0,18,0,0,0,0,0,0,1,0,0,0,1
0,50,0,0,0,1,0,0,1,0,0,0,1
1,21,0,0,0,1,0,0,1,0,0,0,1
0,12,1,0,0,0,0,0,1,0,0,0,1
0,27,0,1,0,0,0,0,1,0,0,0,1
0,24,0,0,1,0,1,0,1,0,0,0,1
0,1,0,0,0,0,1,0,0,0,1,0,1
0,28,0,0,1,0,0,0,1,0,0,0,1
2,14,0,1,0,0,0,0,1,0,0,0,1
0,125,0,1,0,0,1,0,1,0,0,0,1
0,132,0,0,1,0,0,0,1,0,0,0,1
4,115,0,0,0,0,0,0,0,1,0,1,0
1,137,0,1,0,0,1,0,1,0,0,1,0
0,71,0,0,1,0,0,0,1,0,0,0,1
0,13,1,0,0,0,1,0,1,0,0,0,1
0,26,0,0,1,0,1,0,0,0,1,0,1
4,124,0,1,0,0,1,0,1,0,0,0,1
0,120,0,0,0,0,1,0,0,0,1,0,1
0,120,0,0,0,0,0,0,0,0,1,0,1
0,71,0,0,1,0,0,0,0,0,0,0,1
4,128,0,0,1,0,1,0,1,0,0,1,0
2,134,0,0,1,0,0,0,1,0,0,0,1
1,105,0,1,0,0,1,0,1,0,0,1,0
1,92,0,0,1,0,0,0,1,0,0,0,1
0,86,0,0,1,0,0,0,1,0,0,0,1
0,69,0,0,1,0,1,0,0,0,1,0,1
0,108,0,0,0,0,1,0,0,0,1,0,1
0,68,1,0,0,0,0,0,0,0,1,0,1
2,88,0,0,0,0,0,0,1,0,0,0,1
0,50,0,0,1,0,0,0,1,0,0,0,1
0,65,0,0,1,0,0,0,0,0,0,0,0
0,58,0,0,1,0,0,0,1,0,0,0,1
0,99,0,0,0,0,1,0,1,0,0,0,1
9,15,0,0,1,0,1,0,1,0,0,0,0
4,7,1,0,0,0,1,0,1,0,0,0,1
0,4,0,0,1,0,1,0,1,0,0,0,1
0,35,0,1,0,0,0,0,1,0,0,0,1
0,11,1,0,0,0,0,0,1,0,0,0,1
0,35,0,0,1,0,1,0,1,0,0,0,1
8,27,0,0,1,0,1,0,0,0,0,0,1
0,43,0,0,1,0,1,0,1,0,0,0,1
0,17,0,0,1,0,0,0,1,0,0,0,1
0,35,0,0,0,0,0,0,0,1,0,0,1
9,32,1,0,0,0,1,1,0,0,0,0,1
0,30,0,0,0,0,1,0,1,0,0,0,1
4,62,0,1,0,0,0,1,0,0,0,0,1
2,19,0,0,0,1,1,0,0,1,0,0,1
4,14,0,0,1,0,1,0,1,0,0,0,1
8,40,0,0,1,0,0,0,0,1,0,1,0
1,11,0,1,0,0,0,0,1,0,0,0,1
4,66,0,0,1,0,1,0,1,0,0,1,0
2,31,1,0,0,0,0,0,0,0,0,0,0
2,18,0,1,0,0,1,0,1,0,0,1,0
0,42,0,0,0,1,0,0,1,0,0,0,1
2,24,0,1,0,0,0,0,1,0,0,1,0
2,9,0,1,0,0,1,0,0,1,0,1,0
0,7,0,1,0,0,0,0,1,0,0,0,1
1,13,0,1,0,0,0,0,1,0,0,0,0
0,103,0,0,1,0,0,0,1,0,0,0,1
2,13,0,0,1,0,0,0,1,0,0,0,1
7,2,0,0,1,0,0,1,0,0,0,0,1
4,12,0,0,0,0,1,1,0,0,0,0,1
0,73,0,0,1,0,1,0,1,0,0,0,1
0,10,0,0,1,0,1,0,1,0,0,0,1
0,24,0,0,1,0,0,0,1,0,0,0,1
0,113,0,0,1,0,1,0,1,0,0,0,1
0,22,0,0,1,0,0,0,1,0,0,0,1
0,16,0,1,0,0,0,0,1,0,0,0,1
3,75,0,0,1,0,1,0,1,0,0,1,0
0,33,0,0,0,0,0,0,0,0,0,0,1
2,19,0,0,1,0,0,0,1,0,0,0,0
1,14,1,0,0,0,1,1,0,0,0,0,1
0,98,0,0,1,0,0,0,1,0,0,0,1
0,42,0,0,1,0,0,0,0,0,0,0,1
0,49,0,0,0,0,0,0,0,0,0,0,1
2,49,0,0,0,0,0,0,0,0,0,0,1
1,49,0,0,1,0,0,0,0,0,0,0,1
0,39,0,0,1,0,1,0,1,0,0,0,1
1,39,0,1,0,0,0,0,1,0,0,0,1
3,73,0,0,0,0,1,0,1,0,0,0,0
3,73,0,0,0,0,0,0,1,0,0,0,0
2,14,1,0,0,0,0,0,1,0,0,0,1
0,4,0,0,0,1,1,0,0,0,1,0,1
0,17,0,0,0,0,0,1,0,0,0,0,1
2,66,0,0,1,0,0,0,1,0,0,0,1
0,10,1,0,0,0,1,0,1,0,0,0,1
0,21,0,0,0,0,0,0,1,0,0,0,0
0,101,0,0,1,0,1,0,0,0,1,0,1
0,65,0,0,1,0,0,0,0,0,1,0,1
0,19,0,1,0,0,1,0,1,0,0,0,1
3,24,0,1,0,0,1,0,1,0,0,0,1
0,9,0,0,1,0,1,0,1,0,0,0,1
0,126,0,0,1,0,1,0,1,0,0,0,1
5,28,0,0,0,0,1,1,0,0,0,0,1
9,90,0,0,0,0,1,0,1,0,0,0,1
0,50,0,0,0,1,1,0,1,0,0,0,1
0,13,0,0,1,0,1,0,1,0,0,0,1
3,37,0,0,0,0,0,1,0,0,0,0,0
2,31,0,0,1,0,1,0,1,0,0,0,1
0,16,0,0,1,0,1,0,1,0,0,0,1
0,15,0,1,0,0,0,0,1,0,0,0,1
9,134,0,0,0,1,1,0,0,0,0,0,1
2,13,1,0,0,0,0,0,1,0,0,1,0
1,22,0,0,1,0,1,0,1,0,0,1,0
0,4,0,0,1,0,1,0,1,0,0,0,1
2,7,0,1,0,0,1,0,1,0,0,1,0
0,77,0,1,0,0,0,0,1,0,0,0,1
1,49,0,1,0,0,0,0,1,0,0,1,0
4,6,1,0,0,0,1,0,1,0,0,0,1
4,23,0,1,0,0,1,0,0,1,0,0,1
2,20,0,1,0,0,0,0,1,0,0,1,0
4,7,0,1,0,0,1,0,1,0,0,0,1
0,113,0,0,0,0,0,0,0,0,1,0,1
0,110,0,0,1,0,0,0,1,0,0,0,1
0,65,0,0,0,0,1,0,1,0,0,0,1
0,63,0,0,1,0,1,1,0,0,0,0,1
0,3,0,0,0,0,0,0,1,0,0,1,0
0,9,0,0,1,0,1,0,1,0,0,1,0
1,29,0,0,1,0,0,0,1,0,0,0,1
0,66,0,0,1,0,0,0,0,0,1,0,1
4,16,0,0,0,1,1,0,0,1,0,0,0
0,68,0,1,0,0,1,0,1,0,0,0,0
0,12,0,0,0,1,0,0,1,0,0,0,1
3,15,0,1,0,0,0,0,1,0,0,0,1
0,5,0,0,0,0,0,0,0,0,0,0,1
0,83,0,0,0,0,0,1,0,0,0,0,1
0,28,0,0,1,0,0,0,1,0,0,0,1
3,41,0,0,0,1,1,0,1,0,0,0,0
0,77,0,0,1,0,1,0,1,0,0,0,1
0,6,0,1,0,0,0,0,1,0,0,0,1
0,26,0,0,1,0,0,0,1,0,0,0,1
0,29,0,0,0,1,1,0,1,0,0,0,1
0,35,0,0,0,0,0,0,0,0,1,0,1
0,40,0,1,0,0,1,0,1,0,0,0,1
0,55,0,0,1,0,1,1,0,0,0,0,1
0,63,0,1,0,0,0,0,1,0,0,0,1
0,91,0,0,0,1,0,0,0,0,1,0,1
0,4,0,0,1,0,1,0,1,0,0,0,0
0,64,1,0,0,0,0,0,1,0,0,0,1
0,139,1,0,0,0,0,0,0,0,1,0,1
0,36,0,1,0,0,1,0,0,0,1,0,1
0,7,0,1,0,0,0,0,1,0,0,0,1
0,31,0,0,1,0,1,0,0,0,1,0,0
7,16,0,0,0,1,1,0,0,0,0,1,0
0,12,1,0,0,0,1,1,0,0,0,0,1
3,10,0,0,1,0,0,0,1,0,0,0,1
0,15,0,0,1,0,0,1,0,0,0,0,1
0,41,0,1,0,0,0,0,0,0,1,0,1
0,4,0,1,0,0,1,1,0,0,0,0,1
0,98,0,0,0,0,0,0,0,0,1,0,1
3,10,0,0,1,0,0,1,0,0,0,0,1
2,68,0,1,0,0,1,0,0,1,0,0,0
0,48,1,0,0,0,1,0,1,0,0,1,0
2,69,0,0,0,1,1,0,1,0,0,0,0
0,62,0,0,1,0,1,0,0,0,1,0,1
0,61,0,0,1,0,1,0,0,0,1,0,1
0,50,0,0,0,0,0,0,1,0,0,0,1
0,42,0,0,1,0,0,0,1,0,0,0,1
2,10,0,1,0,0,0,0,1,0,0,0,1
